ID	Value
TMLTD11	இலக்கியம்\N_NN இலக்கியத்துக்காக\RB என்பதை\CC_CCS_UT விட\PSP இலக்கியம்\N_NN மக்களின்\N_NN பயன்பாட்டுக்காக\RB என்பதே\CC_CCS_UT அறிவியல்\N_NN தமிழின்\N_NN ஒரு\QT_QTC முக்கிய\JJ விழுமியம்\N_NN எனலாம்\V_VM_VF .\RD_PUNC
TMLTD12	தமிழ்\N_NN இலக்கியம்\N_NN இரண்டாயிரம்\QT_QTC ஆண்டுகளுக்கு\N_NN மேலான\JJ தொடர்ச்சி\N_NN கொண்ட\JJ உலகின்\N_NN சிறந்த\JJ இலக்கியங்களில்\N_NN ஒன்று\QT_QTC .\RD_PUNC வாழ்வின்\N_NN பல்வேறு\JJ கூறுகளை\N_NN தமிழ்\N_NN இலக்கியங்கள்\N_NN இயம்புகின்றன\V_VM_VF .\RD_PUNC
TMLTD13	தமிழ்\N_NN இலக்கியத்தில்\N_NN வெண்பா\N_NN ,\RD_PUNC குறள்\N_NN ,\RD_PUNC புதுக்கவிதை\N_NN ,\RD_PUNC கட்டுரை\N_NN ,\RD_PUNC பழமொழி\N_NN என\CC_CCS_UT பல\QT_QTF வடிவங்கள்\N_NN உள்ளன\V_VM_VF .\RD_PUNC தமிழில்\N_NN வாய்மொழி\N_NN இலக்கியங்களும்\N_NN முக்கிய\JJ இடம்\N_NN வகிக்கின்றன\V_VM_VF .\RD_PUNC
TMLTD14	தொல்பழங்காலத்தில்\N_NN ,\RD_PUNC அக்காலப்\JJ பாண்டிய\JJ அரசர்களின்\N_NN ஆதரவில்\N_NN ,\RD_PUNC ஒன்றுக்குப்பின்\N_NN ஒன்றாக\RB மூன்று\QT_QTC தமிழ்ச்சங்கங்கள்\N_NN தமிழ்\N_NN ஆராய்ந்ததாகவும்\RB ,\RD_PUNC அக்காலத்தில்\N_NN தமிழிலக்கியங்கள்\N_NN பல\QT_QTF இயற்றப்பட்டதாகவும்\RB நம்பப்படுகிறது\V_VM_VF .\RD_PUNC முதற்சங்கம்\N_NN ,\RD_PUNC இடைச்சங்கம்\N_NN ,\RD_PUNC கடைச்சங்கம்\N_NN என\CC_CCS_UT அழைக்கப்படும்\V_VM_VNF இம்முச்சங்கங்கள்\N_NN சார்ந்த\JJ இலக்கியங்களிலே\N_NN கடைச்சங்க\JJ நூல்கள்\N_NN மட்டுமே\PSP தற்போது\RB கிடைப்பதாகச்\RB சொல்கிறார்கள்\V_VM_VF .\RD_PUNC
TMLTD15	முன்\N_NST இரண்டு\QT_QTC சங்கங்களையும்\N_NN சேர்ந்த\JJ நூல்கள்\N_NN ,\RD_PUNC அக்காலங்களில்\N_NN ஏற்பட்ட\JJ கடல்கோள்களின்\N_NN போது\PSP ,\RD_PUNC நாட்டின்\N_NN பெரும்\JJ பகுதியுடன்\N_NN சேர்ந்து\V_VM_VNF அழிந்துபோனதாக\RB கருதப்படுகிறது\V_VM_VF .\RD_PUNC எனினும்\CC_CCS ,\RD_PUNC முதல்\QT_QTC இரு\JJ சங்கங்கள்\N_NN இருந்தது\V_VM பற்றியோ\PSP அல்லது\CC_CCD அக்காலத்தில்\N_NN இலக்கியங்கள்\N_NN இருந்தது\V_VM பற்றியோ\PSP போதிய\JJ உறுதியான\JJ ஆதாரங்கள்\N_NN எதுவுமில்லை\V_VAUX .\RD_PUNC
TMLTD16	சங்க\JJ இலக்கியம்\N_NN எனப்படுவது\V_VM_VNG தமிழில்\N_NN கிறிஸ்துக்கு\N_NN முற்பட்ட\JJ காலப்பகுதியில்\N_NN எழுதப்பட்ட\JJ செவ்வியல்\N_NN இலக்கியங்கள்\N_NN ஆகும்\V_VAUX .\RD_PUNC
TMLTD17	சங்க\JJ இலக்கியம்\N_NN 473\QT_QTC புலவர்களால்\N_NN எழுதப்பட்ட\V_VM_VNF 2381\QT_QTC பாடல்களைக்\N_NN கொண்டுள்ளது\V_VM_VF .\RD_PUNC
TMLTD18	இப்புலவர்களுள்\N_NN பலதரப்பட்ட\JJ தொழில்\N_NN புரிந்தோரும்\V_VM_VNF மற்றும்\CC_CCD பெண்களும்\N_NN உண்டு\V_VM_VF .\RD_PUNC
TMLTD19	சங்க\JJ இலக்கியங்கள்\N_NN அக்காலகட்டத்தில்\N_NN வாழ்ந்த\JJ தமிழர்களின்\N_NN தினசரி\N_NST வாழ்க்கை\N_NN நிலைமைகளைப்\N_NN படம்\N_NN பிடித்துக்காட்டுவதாய்\RB உள்ளது\V_VM_VF .\RD_PUNC
TMLTD20	பண்டைத்\N_NN தமிழரது\N_NN காதல்\N_NN ,\RD_PUNC போர்\N_NN ,\RD_PUNC வீரம்\N_NN ,\RD_PUNC ஆட்சியமைப்பு\N_NN ,\RD_PUNC வணிகம்\N_NN போன்ற\JJ நடப்புகளைச்\N_NN சங்க\JJ இலக்கியப்\JJ பாடல்கள்\N_NN எமக்கு\PR_PRP அறியத்தருகின்றன\V_VM_VF .\RD_PUNC
TMLTD21	18\QT_QTC ஆம்\N_NN ,\RD_PUNC 19\QT_QTC ஆம்\N_NN நூற்றாண்டுக்\N_NN காலப்பகுதியில்\N_NN தமிழ்நாட்டில்\N_NN அரசியல்\N_NN ,\RD_PUNC மதம்\N_NN ,\RD_PUNC கல்வி\N_NN போன்ற\JJ தளங்களில்\N_NN பலவிதமான\JJ மாற்றங்கள்\N_NN இடம்பெற்றன\V_VM_VF .\RD_PUNC
TMLTD22	குன்றக்குடி\N_NNP ,\RD_PUNC திருவாவடுதுறை\N_NNP ,\RD_PUNC திருப்பனந்தாள்\N_NNP போன்ற\JJ சைவ\JJ மடங்களின்\N_NN ஆதரவாலும்\N_NN ,\RD_PUNC சில\QT_QTF புலவர்\N_NN பரம்பரையினரின்\N_NN முயற்சியாலும்\N_NN தமிழ்\N_NN இலக்கியச்\JJ செல்வங்கள்\N_NN ,\RD_PUNC விழுமியங்கள்\N_NN அழிவுறுவது\V_VM_VNG காலத்தால்\N_NN தடுக்கப்பட்டது\V_VM_VF .\RD_PUNC
TMLTD23	அன்னிய\JJ ஆட்சியாலும்,\N_NN அவர்களுக்கு\PR_PRP முட்டுக்கொடுப்பவர்களாலும்\N_NN ,\RD_PUNC மேற்கத்திய\JJ கலாச்சாரத்தின்\N_NN பாதிப்பாலும்\N_NN ,\RD_PUNC ஆங்கில\JJ மொழியின்\N_NN செல்வாக்காலும்\N_NN நசிவடைந்துகிடந்தன\V_VM_VF தமிழ்\N_NN மொழி\N_NN ,\RD_PUNC தமிழ்\N_NN இலக்கியம்\N_NN ;\RD_PUNC பின்னர்\N_NST அச்சியந்திரங்களின்\N_NN வருகையும்\N_NNV ,\RD_PUNC நிலையான\JJ ஆங்கிலேயர்\N_NN ஆட்சியும்\N_NN ,\RD_PUNC அதன்\PR_PRP பின்\N_NST ஏற்பட்ட\JJ சுதந்திர\JJ இந்திய\JJ ஆட்சியும்\N_NN மதச்\JJ சுதந்திரமும்\N_NN ,\RD_PUNC கல்வி\N_NN முறையில்\N_NN ஏற்பட்ட\JJ தோற்ற\JJ வளர்ச்சி\N_NN ,\RD_PUNC நவீன\JJ சிந்தனைகளின்\N_NN உருவாக்கமும்\N_NN போன்ற\JJ காரணிகளால்\N_NN தமிழ்\N_NN மொழியும்\N_NN ,\RD_PUNC இலக்கியமும்\N_NN இக்காலகட்டத்தில்\N_NN பெரிதும்\RB வளர்ச்சியுற்றன\V_VM_VF .\RD_PUNC இக்காலகட்டத்தில்\N_NN இடம்பெற்ற\JJ முக்கிய\JJ மாற்றமாகக்\RB குறிப்பிடத்தக்க\JJ விடயங்களாவன\V_VM_VF :\RD_PUNC
TMLTD24	சங்க\JJ இலக்கியங்கள்\N_NN மீளக்\V_VM_VINF கண்டுபிடிக்கப்பட்டதும்\V_VM_VNF அச்சேற்றியதும்\V_VM_VF .\RD_PUNC
TMLTD25	உரைநடையில்\N_NN எழுதுவது\V_VM_VNG அறிமுகமானது\V_VM_VF .\RD_PUNC (\RD_SYM 19ஆம்\QT_QTO நூற்றாண்டின்\N_NN கடைப்பகுதி\N_NN )\RD_SYM
TMLTD26	புதுக்கவிதை\N_NN எனும்\RP_RPD புதுப்பாணி\N_NN தோற்றம்\N_NN பெற்றது\V_VM_VF .\RD_PUNC (\RD_SYM 20ஆம்\QT_QTO நூற்றாண்டின்\N_NN முற்பகுதி\N_NN )\RD_SYM
TMLTD27	மணிப்பிரவாள\JJ நடை\N_NN ஒழிந்தது\V_VM_VF .\RD_PUNC (\RD_SYM 20ஆம்\QT_QTO நூற்றாண்டின்\N_NN பிற்பகுதி\N_NN )\RD_SYM
TMLTD28	அச்சியந்திரங்களின்\N_NN வருகையால்\N_NN ஏடுகளில்\N_NN மட்டும்\PSP இருந்த\JJ தமிழ்\N_NN இலக்கியங்கள்\N_NN உ.வே.சாமிநாதையர்\N_NNP ,\RD_PUNC ஆறுமுகநாவலர்\N_NNP ,\RD_PUNC சி.வை.தாமோதரம்பிள்ளை\N_NNP போன்றோரின்\N_NN மீள்\JJ கண்டுபிடிப்பாலும்\N_NN ,\RD_PUNC அயராத\JJ உழைப்பாலும்\N_NN அச்சாக\RB வெளிவந்தது\V_VM_VF .\RD_PUNC
TMLTD29	இந்தியாவில்\N_NNP தோன்றிய\JJ மிகத்\RP_INTF தொன்மையான\JJ மொழி\N_NN தமிழ்\N_NN .\RD_PUNC
TMLTD30	திராவிட\JJ மொழிகளிலேயே\N_NN மிகப்\RP_INTF பழமையான\JJ வரிவடிவ\JJ எழுத்தைக்\N_NN கொண்ட\JJ மொழி\N_NN தமிழ்\N_NN .\RD_PUNC
TMLTD31	திராவிட\JJ மொழி\N_NN ஆய்வுக்குப்\N_NN பெரிதும்\JJ துணைபுரியும்\N_NN மொழி\N_NN தமிழ்\N_NN .\RD_PUNC
TMLTD32	தமிழில்\N_NN 3\QT_QTC இனங்கள்\N_NN உண்டு\V_VM_VF .\RD_PUNC அவை\PR_PRP முறையே\N_NN வல்லினம்\N_NN ,\RD_PUNC மெல்லினம்\N_NN ,\RD_PUNC இடையினம்\N_NN ஆகும்\V_VM .\RD_PUNC தமிழ்\N_NN என்ற\CC_CCS_UT சொல்லிலே\N_NN 3\QT_QTC இனத்திற்கும்\N_NN பிரதிநித்துவம்\N_NN கிடைக்கிற\V_VM_VNF படியாக\RB அமைந்துள்ளதும்\V_VM_VF பெருமையே\N_NN .\RD_PUNC
TMLTD33	தெலுங்கரும்\N_NN கன்னடியரும்\N_NN தமிழை\N_NN அரவம்\N_NN என்றும்\N_NST தமிழரை\N_NN அரவாலு\N_NN என்றும்\N_NST கூறுவர்\V_VM_VF .\RD_PUNC
TMLTD34	தமிழ்\N_NN வேர்ச்சொல்\N_NN ஆய்வில்\N_NN மிகவும்\RP_INTF புகழ்பெற்றவர்\N_NN தேவநேயப்பாவாணர்\N_NNP .\RD_PUNC
TMLTD35	தமிழ்\N_NN இலங்கை\N_NNP ,\RD_PUNC பர்மா\N_NNP ,\RD_PUNC சிங்கப்பூர்\N_NNP ,\RD_PUNC மலேசியா\N_NNP ,\RD_PUNC இந்தோனேசியா\N_NNP ,\RD_PUNC தென்ஆப்பிரிக்கா\N_NNP ,\RD_PUNC பிஜிட்தீவு\N_NNP ,\RD_PUNC மொரிஷியஸ்\N_NNP போன்ற\JJ நாடுகளிலும்\N_NN பேசப்படுகிறது\V_VM_VF .\RD_PUNC
TMLTD36	இந்தியாவுக்கு\N_NNP வெளியே\N_NST ஆட்சிமொழியாக\RB அறவிக்கப்பட்ட\V_VM_VNF ஒரே\JJ மொழி\N_NN தமிழ்\N_NN .\RD_PUNC
TMLTD37	முதலில்\QT_QTC அச்சேறிய\JJ இந்திய\JJ மொழி\N_NN தமிழ்\N_NN .\RD_PUNC
TMLTD38	திராவிட\JJ மொழிகள்\N_NN குறித்தும்\V_VM_VNF மிகுதியாக\RB ஆய்வு\N_NN செய்த\V_VM_VNF பல்கலைக்கழகம்\N_NN அண்ணாமலைப்\N_NNP பல்கலைக்கழகம்\N_NN .\RD_PUNC
TMLTD39	தமிழில்\N_NN திருக்குறள்\N_NN எனும்\RP_RPD உயரிய\JJ நூல்\N_NN தோன்றி\V_VM_VNF 2000\QT_QTC ஆண்டுகளுக்கு\N_NN மேல்\N_NST ஆகின்றது\V_VM_VF .\RD_PUNC அப்படியானால்\RB இம்மொழி\N_NN தோன்றி\V_VM_VNF குறைந்தது\V_VM_VNF 10,000\QT_QTC ஆண்டுகளாகியிருக்க\V_VM_VINF வேண்டும்\V_VAUX என்பது\CC_CCS_UT மொழி\N_NN ஆய்வாளர்களின்\N_NN கருத்து\N_NN .\RD_PUNC
TMLTD40	தமிழின்\N_NN முதல்\QT_QTC இலக்கண\JJ நூல்\N_NN தொல்காப்பியம்\N_NN .\RD_PUNC அவை\PR_PRP 3\QT_QTC அதிகாரம்,\N_NN 27\QT_QTC இயல்கள்\N_NN ,\RD_PUNC 1610\QT_QTC நூற்பாக்களும்\N_NN ,\RD_PUNC தமிழரின்\N_NN வாழ்வியல்\N_NN இலக்கணமான\JJ திருக்குறள்\N_NN 3\QT_QTC பால்கள்\N_NN ,\RD_PUNC 133\QT_QTC அதிகாரங்கள்\N_NN ,\RD_PUNC 1330\QT_QTC குறள்களையும்\N_NN ,\RD_PUNC சிலப்பதிகாரம்\N_NN 3\QT_QTC காண்டம்\N_NN ,\RD_PUNC 30\QT_QTC காதைகள்\N_NN 5001\QT_QTC வரிகளையும்\N_NN ,\RD_PUNC மணிமேகலை\N_NN 30\QT_QTC காதைகள்\N_NN ,\RD_PUNC 4755\QT_QTC வரிகளையும்\N_NN ,\RD_PUNC சீவகசிந்தாமணி\N_NN 13\QT_QTC இலம்பகங்கள்\N_NN ,\RD_PUNC 3145\QT_QTC பாடல்கள்\N_NN .\RD_PUNC பெரியப்புராணம்\N_NN 2\QT_QTC காண்டங்கள்\N_NN ,\RD_PUNC 13\QT_QTC சருக்கங்கையும்\N_NN ,\RD_PUNC 4286\QT_QTC பாடல்களையும்\N_NN ,\RD_PUNC கம்பராமாயணம்\N_NN 6\QT_QTC காண்டங்கள்\N_NN ,\RD_PUNC 118\QT_QTC படலங்கள்\N_NN ,\RD_PUNC 10589\QT_QTC பாடல்களையும்\N_NN ,\RD_PUNC நல்லாப்பிள்ளை\N_NN பாரதம்\N_NN 18\N_NN பருவங்கள்\N_NN ,\RD_PUNC 11000\N_NN பாடல்களையும்\N_NN .\RD_PUNC கந்தபுராணம்\N_NN 6\QT_QTC காண்டம்\N_NN ,\RD_PUNC 135\QT_QTC படலங்கள்\N_NN ,\RD_PUNC 10345\QT_QTC பாடல்களையும்\N_NN ,\RD_PUNC திருவிளையாடற்புராணம்\N_NN 3\QT_QTC காண்டங்கள்\N_NN ,\RD_PUNC 36\QT_QTC படலங்கள்\N_NN ,\RD_PUNC 3615\QT_QTC பாடல்களையும்\N_NN .\RD_PUNC சீறாப்புராணம்\N_NN 3\QT_QTC காண்டங்கள்\N_NN ,\RD_PUNC 92\QT_QTC படலங்கள்\N_NN ,\RD_PUNC 5027\QT_QTC பாடல்களையும்\N_NN ,\RD_PUNC இரட்சணியயாத்திரிகம்\N_NN 5\QT_QTC பருவங்கள்\N_NN ,\RD_PUNC 47\QT_QTC படலங்கள்\N_NN ,\RD_PUNC 3776\QT_QTC பாடல்களையும்\N_NN ,\RD_PUNC இராவணகாவியம்\N_NN 5\QT_QTC காண்டம்\N_NN ,\RD_PUNC 57\QT_QTC படலங்கள்\N_NN ,\RD_PUNC 3106\QT_QTC விருத்தங்களையும்\N_NN ,\RD_PUNC ஏசுகாவியம்\N_NN 5\QT_QTC பாகம்\N_NN ,\RD_PUNC 149\QT_QTC அதிகாரம்\N_NN ,\RD_PUNC 810\QT_QTC விருத்தங்கள்\N_NN ,\RD_PUNC 2346\QT_QTC அகவலடிகளையும்\N_NN கொண்டுள்ளது\V_VM_VF .\RD_PUNC
TMLTD41	தமிழில்\N_NN உள்ளவைகள்\N_NN எல்லாம்\QT_QTF அளவில்\N_NN பெரியவை\N_NN மட்டுமல்ல\V_VM_VF தன்மையிலும்\N_NN பெருமைக்குரியனவாக\RB உள்ளதையே\N_NN தமிழின்\N_NN தனிச்சிறப்பு\N_NN எனலாம்\V_VM_VF .\RD_PUNC
TMLTD42	தமிழ்\N_NN மொழி\N_NN பக்தி\N_NN மொழி\N_NN ,\RD_PUNC மனித\JJ இரக்க\JJ உணர்வைப்\N_NN பெருமிதமாகப்\RB போற்றும்\V_VM_VNF அன்புமொழி\N_NN .\RD_PUNC உலகில்\N_NN வேறு\PSP எந்த\DM_DMQ மொழியிலும்\N_NN காணக்கிடைக்காத\JJ அளவு\N_NN பக்திப்பாசுரங்கள்\N_NN நிரம்பிய\JJ மொழி\N_NN தமிழ்\N_NN .\RD_PUNC
TMLTD43	சைவம்\N_NN பன்னிருதிருமுறையையும்\N_NN ,\RD_PUNC வைணவம்\N_NN நாலாயிரதிவ்வியப்பிரபந்தத்தையும்\N_NN வழிபடும்\V_VM_VNF மந்திரமாகப்\RB போற்றி\V_VM_VNF வணங்கிவருகின்றன\V_VAUX .\RD_PUNC இது\PR_PRP நெடுங்காலமாகப்\RB பழக்கத்திலிருந்து\N_NN வரும்\JJ தமிழர்\N_NN வழிபாடு\N_NN .\RD_PUNC
TMLTD44	தேவாரம்\N_NN ,\RD_PUNC திருவாசகம்\N_NN ,\RD_PUNC திருப்பாவை\N_NN ,\RD_PUNC திருவெம்பாவை\N_NN ,\RD_PUNC திருமொழி\N_NN ,\RD_PUNC திருவாய்மொழி\N_NN ,\RD_PUNC திருமந்திரம்\N_NN ,\RD_PUNC திருவருட்பா\N_NN ,\RD_PUNC திருப்புகழ்\N_NN ,\RD_PUNC தேசோமயானந்தம்\N_NN ,\RD_PUNC சைவசமயக்\JJ கீர்த்தனைகள்\N_NN ,\RD_PUNC இசுலாமியத்\JJ தாயுமானவரான\JJ குணங்குடி\N_NNP மஸ்தானின்\N_NNP பராபரக்கண்ணிகள்\N_NN ,\RD_PUNC இத்தகைய\JJ தெய்வப்புகழ்\N_NN மொழிகள்\N_NN உலகில்\N_NN வேறு\PSP எந்த\DM_DMQ மொழியிலும்\N_NN இல்லை\V_VM என்பதே\CC_CCS_UT தமிழின்\N_NN தனிசிறப்பு\N_NN .\RD_PUNC
TMLTD45	வைணவ\JJ சமய\JJ ஆச்சாரியர்களாகிய\N_NN ஆழ்வார்கள்\N_NN பலரும்\N_NN தமிழைத்\N_NN \RD_PUNC தமிழ்\N_NN `\RD_PUNC எனக்\CC_CCS_UT கூறாது\V_VM_VF ,\RD_PUNC பல்வேறு\JJ அடைமொழிகளிட்டு\N_NN \RD_PUNC விட்டுச்\PSP சித்தன்\N_NN விரித்த\JJ தமிழ்\N_NN ,\RD_PUNC தேனாரின்\N_NN செய்தமிழ்\N_NN ,\RD_PUNC சொல்லில்\N_NN பொலிந்த\JJ தமிழ்\N_NN ,\RD_PUNC சீர்மலி\N_NN செந்தமிழ்\N_NN ,\RD_PUNC திருவரங்கத்தமிழ்\N_NN ,\RD_PUNC கோதைவாய்த்\N_NN தமிழ்\N_NN ,\RD_PUNC நடைவிளங்கு\N_NN தமிழ்\N_NN ,\RD_PUNC நல்லியல்\N_NN இன்தமிழ்\N_NN ,\RD_PUNC சங்கத்தமிழ்\N_NN ,\RD_PUNC சங்கமுகத்தமிழ்\N_NN ,\RD_PUNC சங்கமலி\N_NN தமிழ்\N_NN ,\RD_PUNC நா\N_NN மருவு\N_NN தமிழ்\N_NN ,\RD_PUNC பாவளருந்தமிழ்\N_NN ,\RD_PUNC இன்தமிழ்\N_NN ,\RD_PUNC வியன்தமிழ்\N_NN ,\RD_PUNC தூயதமிழ்\N_NN ,\RD_PUNC நற்றமிழ்\N_NN ,\RD_PUNC நல்லிசைத்\N_NN தமிழ்\N_NN ,\RD_PUNC ஒண்தமிழ்\N_NN ,\RD_PUNC தண்தமிழ்\N_NN ,\RD_PUNC வண்தமிழ்\N_NN ,\RD_PUNC இருந்தமிழ்\N_NN `\RD_PUNC எனப்\N_NN பலவாறாகப்\RB போற்றியிருக்கின்றனர்\V_VM_VF .\RD_PUNC இவை\PR_PRP அனைத்தும்\N_NN தமிழின்\N_NN பெயரைச்\N_NN சிறப்பிப்பனவாகு\V_VM_VF .\RD_PUNC
TMLTD46	நமது\PR_PRP நாட்டிற்குச்\N_NN ``\RD_PUNC செந்தமிழ்\N_NN நாடு\N_NN `\RD_PUNC என்ற\CC_CCS_UT பெயர்\N_NN வைத்தவர்\N_NN தேசியகவி\N_NN சுப்பிரமணியபாரதியார்\N_NNP .\RD_PUNC இதில்\PR_PRP நாட்டிற்கு\N_NN அடைமொழியாக\RB நமது\PR_PRP மொழியும்\N_NN ,\RD_PUNC மொழிக்கு\N_NN அடைமொழியாகச்\RB ``\RD_PUNC செம்மை\N_NN `\RD_PUNC யும்\RP_RPD அமைந்திருப்பது\V_VM_VNG பெரிதும்\JJ வியப்பிற்குரியதாகும்.\V_VM_VF
TMLTD47	``\RD_PUNC தமிழுக்கும்\N_NN அமுதென்று\N_NN பேர்\N_NN `\RD_PUNC `\RD_PUNC ,\RD_PUNC தமிழ்\N_NN ,\RD_PUNC தமிழ்\N_NN எனக்\CC_CCS_UT கூற\V_VM_VINF அது\PR_PRP ``\RD_PUNC அமிழ்ந்து\V_VM_VNF `\RD_PUNC என\CC_CCS_UT ஒலிக்கும்\V_VM_VNF எனக்\CC_CCS_UT கூறி\V_VM_VNF மகிழ்ந்தவர்\N_NN புரட்சிக்\N_NN கவிஞர்\N_NN பாரதிதாசனார்\N_NNP .\RD_PUNC அந்த\DM_DMD அளவோடு\N_NN அவர்\PR_PRP விட்டுவிடவில்லை\V_VM_VF .\RD_PUNC ``\RD_PUNC தமிழுக்கும்\N_NN அமுதென்று\N_NN பேர்\N_NN ;\RD_PUNC அது\PR_PRP எங்கள்\PR_PRP உயிருக்கு\N_NN நேர்\N_NN `\RD_PUNC `\RD_PUNC எனவும்\CC_CCS_UT கூறி\V_VM_VNF ,\RD_PUNC உயிருக்கு\N_NN ஒப்பாகத்\RB தமிழைக்\N_NN கூறி\V_VM_VNF உயிர்விட்ட\JJ கவிஞர்\N_NN அவர்\PR_PRP .\RD_PUNC இதுகாறும்\RB கூறியவற்றால்\V_VM_VNF ,\RD_PUNC தமிழின்\N_NN பெயர்ச்\N_NN சிறப்பை\N_NN ஒருவாறு\RB அறியலாம்\V_VM_VF .\RD_PUNC
TMLTD48	``\RD_PUNC தமிழ்\N_NN `\RD_PUNC என்பதற்கு\V_VM_VNG ``\RD_PUNC இனிமை\N_NN `\RD_PUNC என்றும்\N_NST ஒரு\JJ பொருளுண்டு\V_VM_VF .\RD_PUNC இதனை\PR_PRP ``\RD_PUNC இனிமையும்\N_NN அழகும்\N_NN தமிழ்\N_NN எனல்\N_NN ஆகும்\V_VM ``\RD_PUNC என்பதனால்\V_VM_VNG நன்கு\RB அறியலாம்\V_VM_VF .\RD_PUNC மேலே\N_NST காட்டிய\JJ தீந்தமிழ்\N_NN ,\RD_PUNC செந்தமிழ்\N_NN போன்ற\JJ அடைமொழிச்\N_NN சொற்களும்\N_NN இதனை\PR_PRP மெய்ப்பிக்கும்\V_VM_VF .\RD_PUNC
TMLTD49	``\RD_PUNC பசி\N_NN இல்லாவிடில்\RP_NEG இந்தப்\DM_DMD பாலையாவது\V_VM_VNG குடியுங்கள்\V_VM_VF `\RD_PUNC `\RD_PUNC என்ற\CC_CCS_UT தன்\PR_PRP மனைவியை\N_NN நோக்கிப்\V_VM_VNF புலவர்\N_NN ஒட்டக்கூத்தர்\N_NNP கூறியது\V_VM_VF இது\PR_PRP :\RD_PUNC
