ID	Value
TMECD11	இறுதியாகக்\RB கிடைக்கக்\V_VM_VINF கூடியதாய்\N_NN உள்ள\JJ தரவுகளின்\N_NN படி\N_NN ,\RD_PUNC இலங்கையின்\N_NNP ஒன்பது\QT_QTC மாகாணங்களிலும்\N_NN மிக\RP_INTF உயர்ந்த\JJ பொருளாதார\JJ வளர்ச்சி\N_NN வீதத்தினை\N_NN வட\JJ மாகாணமே\N_NN கடந்த\JJ 2010\QT_QTC (\RD_SYM 21\QT_QTC .\RD_PUNC 8\QT_QTC %\RD_SYM )\RD_SYM மற்றும்\CC_CCD 2011\QT_QTC (\RD_SYM 27\QT_QTC .\RD_PUNC 1\QT_QTC %\RD_SYM )\RD_SYM ஆகிய\JJ ஆண்டுகளில்\N_NN பதிவு\N_NN செய்துள்ளது\V_VAUX
TMECD12	எனினும்\CC_CCS_UT ,\RD_PUNC இது\PR_PRP ஒரு\JJ பெயரளவிலான\JJ மொத்த\JJ உள்நாட்டு\N_NN உற்பத்தியின்\N_NN வளர்ச்சி\N_NN வீதமே\N_NN அன்றி\RB மெய்யான\JJ கணிப்பீடு\N_NN அல்ல\V_VM .\RD_PUNC
TMECD13	இதனை\PR_PRP மெய்யாகக்\RB காண்பதற்கு\V_VM_VNG மாகாணங்களிற்கான\JJ பணவீக்க\JJ குறிகாட்டி\N_NN அவசியம்\N_NN .\RD_PUNC
TMECD14	எது\PR_PRQ எவ்வாறாயினும்\V_VM_VNF ,\RD_PUNC 2011ல்\QT_QTO 8\QT_QTC .\RD_PUNC 3\QT_QTC வீதமாகக்\RB காணப்பட்ட\JJ இலங்கையின்\N_NNP மெய்யான\JJ பொருளாதார\JJ வளர்ச்சி\N_NN ,\RD_PUNC 2012ல்\QT_QTO 6\QT_QTC .\RD_PUNC 4\QT_QTC வீதமாக\RB வீழ்ச்சி\N_NN கண்டது\V_VM_VF
TMECD15	இதற்கு\PR_PRP ஏற்றால்போல்\PSP வடமாகாணத்தின்\N_NN வளர்ச்சி\N_NN வீதமும்\N_NN (\RD_SYM தரவு\N_NN இன்னும்\RB வெளியாகவில்லை\V_VM )\RD_SYM வீழ்ச்சி\N_NN கண்டிருக்கும்\V_VM_VF .\RD_PUNC
TMECD16	ஏனைய\JJ மாகாணங்களுடன்\N_NN ஒப்பிடுகின்ற\V_VM_VNF போது\PSP தேசிய\JJ பொருளாதாரத்தில்\N_NN வடமாகாணத்தின்\N_NN பங்களிப்பு\N_NN (\RD_SYM 2011ல்\QT_QTO 3\QT_QTC .\RD_PUNC 7\N_NN %\RD_SYM )\RD_SYM மிகவும்\RP_INTF குறைவாகவே\RB தொடர்ந்தும்\V_VM_VNF காணப்பட்டு\V_VM_VNF வருகின்றது\V_VM_VF
TMECD17	1990ல்\QT_QTO வட\JJ மாகாணத்தின்\N_NN பங்களிப்பு\N_NN 4\QT_QTC .\RD_PUNC 4\QT_QTC %\RD_SYM என\CC_CCS_UT உயர்வாகவும்\RB ,\RD_PUNC 2000ல்\QT_QTO 2\QT_QTC .\RD_PUNC 2\QT_QTC %\RD_SYM என\CC_CCS_UT மிகக்\RP_INTF குறைவாகவும்\RB பதிவாகியுள்ளது\V_VAUX .\RD_PUNC
TMECD18	ஜனத்தொகை\N_NN மற்றும்\CC_CCD அதன்\PR_PRP அடர்த்தி\N_NN மிகவும்\RP_INTF குறைவாகக்\RB காணப்படும்\V_VM_VF வடமாணத்தின்\N_NN தேசிய\JJ பொருளாதார\JJ பங்களிப்பு\N_NN குறைவாக\RB இருப்பது\V_VM_VNG ஒன்றும்\QT_QTO ஆச்சரியமல்ல\V_VM_VF
TMECD19	ஜனத்தொகை\N_NN அடர்த்திக்கும்\N_NN பொருளாதார\JJ அடர்த்திக்கும்\JJ இடையே\N_NST நெருக்கமான\JJ ஓர்\JJ நேர்\N_NN தொடர்பு\N_NN காணப்படுகின்றது\V_VM_VF .\RD_PUNC
TMECD20	இறுதித்\N_NN தரவுகளின்\N_NN படி\N_NN (\RD_SYM 2011\QT_QTC )\RD_SYM ,\RD_PUNC இலங்கையின்\N_NNP மொத்த\JJ ஜனத்தொகையில்\N_NN 5\QT_QTC .\RD_PUNC 2\QT_QTC %\N_NN கொண்டுள்ள\JJ வடமாகாணம்\N_NN தேசிய\JJ பொருளாதாரத்தில்\N_NN 3\QT_QTC .\RD_PUNC 7\QT_QTC %\RD_SYM பங்களிப்பினை\N_NN வழங்குகின்றது\V_VM_VF .\RD_PUNC
TMECD21	வட\JJ மாகாணத்தில்\N_NN 2010ம்\QT_QTO ஆண்டு\N_NN மிகவும்\RP_INTF உயர்வாக\RB வளர்ச்சி\N_NN கண்ட\JJ தொழில்\N_NN துறைகளாக\RB சுரங்கம்\N_NN அகழ்தல்\N_NNV மற்றும்\CC_CCD கல்\N_NN உடைத்தல்\N_NNV (\RD_SYM 248\QT_QTC %\N_NN )\RD_SYM ,\RD_PUNC விடுதி\N_NN மற்றும்\CC_CCD உணவகங்கள்\N_NN (\RD_SYM 170\QT_QTC %\RD_SYM )\RD_SYM ,\RD_PUNC மொத்த\JJ மற்றும்\CC_CCD சில்லறை\N_NN வியாபாரம்\N_NN (\RD_SYM 138\QT_QTC %\RD_SYM )\RD_SYM மற்றும்\CC_CCD கட்டிட\JJ நிர்மானம்\N_NN (\RD_SYM 103\QT_QTC %\RD_SYM )\RD_SYM ஆகியன\JJ காணப்பட்டன\V_VM_VF
TMECD22	எனினும்\CC_CCS_UT ,\RD_PUNC அற்பமான\JJ அளவு\N_NN பெறுமதி\N_NN சேர்பனவினைக்\N_NN கொண்ட\JJ மேற்படி\N_NN பிரதான\JJ தொழில்\N_NN துறைகளால்\N_NN அதிக\JJ அளவு\N_NN வேலைவாய்ப்பு\N_NN அல்லது\CC_CCD மெய்\N_NN வருமானத்தினை\N_NN அளிக்க\V_VM_VINF முடியாது\V_VAUX
TMECD23	2011ல்\QT_QTO உயர்வான\JJ வளர்ச்சியினை\N_NN சின்ன\JJ வெங்காயம்\N_NN மிளகாய்\N_NN போன்ற\JJ ஏனைய\JJ உணவு\N_NN பயிர்களின்\N_NN உற்பத்தி\N_NN (\RD_SYM 146\QT_QTC %\RD_SYM )\RD_SYM ,\RD_PUNC வங்கி\N_NN மற்றும்\CC_CCD நிதித்\N_NN தொழில்\N_NN (\RD_SYM 114\QT_QTC %\RD_SYM )\RD_SYM ,\RD_PUNC விறகு\N_NN மற்றும்\CC_CCD காடழிப்பு\N_NN (\RD_SYM 105\QT_QTC %\RD_SYM )\RD_SYM ஆகியன\JJ பதிவு\N_NN செய்துள்ளன\V_VAUX .\RD_PUNC
TMECD24	இதிலும்\PR_PRP விறகு\N_NN மற்றும்\CC_CCD காடழிப்பு\N_NN என்பது\CC_CCS_UT அற்பமான\JJ அளவு\N_NN பெறுமதி\N_NN சேர்ப்பனவு\N_NN தன்மையினையே\N_NN கொண்டுள்ளது\V_VM .\RD_PUNC
TMECD25	எனவே\CC_CCS_UT இங்கு\N_NST விரைவாக\RB வளர்ந்து\V_VM_VNF வரும்\V_VM_VNF தொழில்\N_NN துறைகளில்\N_NN தேசிய\JJ பொருளாதாரத்திற்கு\N_NN கணிசமான\JJ பங்கை\N_NN அளிப்பனவாக\RB போக்குவரத்து\N_NN ,\RD_PUNC கட்டிட\JJ நிர்மானம்\N_NN ,\RD_PUNC உப\JJ உணவுப்\N_NN பயிர்கள்\N_NN ,\RD_PUNC வங்கி\N_NN ,\RD_PUNC காப்புறுதி\N_NN மற்றும்\CC_CCD இதர\JJ நிதித்\N_NN துறைகள்\N_NN ,\RD_PUNC ரியல்\RD_RDF எஸ்டேட்\RD_RDF ,\RD_PUNC மொத்த\JJ மற்றும்\CC_CCD சில்லறை\N_NN வியாபாரம்\N_NN மற்றும்\CC_CCD மீன்பிடி\N_NN ஆகியன\JJ காணப்படுகின்றன\V_VM_VF .\RD_PUNC
TMECD26	எவ்வாறாயினும்,\RB வடமாகாண\JJ உள்நாட்டு\N_NN உற்பத்தியில்\N_NN பெரும்\JJ பங்களிப்பினை\N_NN வழங்கும்\JJ தனி\N_NN ஒரு\JJ உப\RB துறையாக\RB (\RD_SYM 2011ல்\QT_QTO 24\QT_QTC .\RD_PUNC 8\QT_QTC %\RD_SYM )\RD_SYM அரச\JJ சேவைகளே\N_NN (\RD_SYM பொது\N_NN நிர்வாகம்\N_NN ,\RD_PUNC பாதுகாப்பு\N_NN )\RD_SYM காணப்படுவதுடன்\V_VM_VNG இது\PR_PRP 2011ல்\QT_QTO எதிர்\N_NN கணிய\JJ வளர்ச்சியினையும்\N_NN பதிவு\N_NN செய்துள்ளது\V_VAUX
TMECD27	2009\QT_QTC யுத்த\JJ முடிவுக்குப்\N_NN பின்\N_NST அரச\JJ பணித்\N_NN துறையின்\N_NN மாகாண\JJ உள்நாட்டு\N_NN உற்பத்திக்கான\JJ பங்களிப்பு\N_NN படிப்படியாக\RB வீழ்ச்சி\N_NN கண்டு\N_NN வருவதனை\V_VM_VNG தரவுகள்\N_NN காட்டுகின்றன\V_VM_VF
TMECD28	இலங்கை\N_NNP தேசிய\JJ பொருளாதாரத்தின்\N_NN உற்பத்திக்\N_NN கட்டமைப்பிற்கு\N_NN நேர்\N_NN எதிராக\RB வடமாகாணத்தின்\N_NN உற்பத்திக்\N_NN கட்டமைப்பு\N_NN பல\QT_QTF குறைபாடுகளுடன்\N_NN காணப்படுகின்றது\V_VM_VF .\RD_PUNC
TMECD29	மிக\RP_INTF உயர்ந்த\JJ அளவான\JJ பெறுமதி\N_NN ஊட்ட\JJ தன்மை\N_NN கொண்ட\JJ தேயிலை\N_NN ,\RD_PUNC இறப்பர்\N_NN ,\RD_PUNC தெங்கு\N_NN ஆகிய\JJ பணப்\N_NN பயிர்கள்\N_NN தேசிய\JJ விவசாயத்\N_NN துறையில்\N_NN ஆதிக்கம்\N_NN செலுத்தும்\JJ அதே\PR_PRP வேளை\N_NN ,\RD_PUNC மிகக்\N_NN குறைந்த\JJ பெறுமதி\N_NN ஊட்டம்\N_NN கொண்ட\JJ மிளகாய்\N_NN ,\RD_PUNC வெங்காயம்\N_NN மற்றும்\CC_CCD நெல்\N_NN போன்ற\JJ உற்பத்தி\N_NN துறைகள்\N_NN வடமாகாணத்தின்\N_NN விவசாயத்\N_NN துறையில்\N_NN ஆதிக்கம்\N_NN செலுத்துகின்றன\V_VM_VF .\RD_PUNC
TMECD30	இதே\PR_PRP போல\PSP ,\RD_PUNC தேசிய\JJ பொருளாதாரத்தின்\N_NN தயாரிப்புத்\N_NN தொழில்களில்\N_NN தனியார்\N_NN துறை\N_NN தலைமை\N_NN தாங்கும்\JJ அதே\PR_PRP வேளை\N_NN ,\RD_PUNC வடமாகாணத்தின்\N_NN தயாரிப்புத்\N_NN தொழிலில்களில்\N_NN அரச\JJ துறையே\N_NN ஆதிக்கம்\N_NN செலுத்துகின்றது\V_VM_VF
TMECD31	இவ்வாறாக\RB கட்டிட\JJ நிர்மானம்\N_NN ,\RD_PUNC மொத்த\JJ சில்லறை\N_NN வியாபாரம்\N_NN ,\RD_PUNC வங்கி\N_NN மற்றும்\CC_CCD காப்புறுதி\N_NN ,\RD_PUNC போக்குவரத்து\N_NN ,\RD_PUNC ரியல்\RD_RDF எஸ்டேட்\RD_RDF போன்ற\JJ தொழில்\N_NN துறைகளில்\N_NN தனியார்\N_NN தேசிய\JJ பொருளாதாரத்தில்\N_NN அதிகம்\QT_QTF காணப்படும்\V_VM_VF அதே\PR_PRP வேளை\N_NN ,\RD_PUNC வடமாகாணத்தில்\N_NN இவற்றை\PR_PRP அரசே\N_NN அதிகமாக\RB வழங்கி\V_VM_VNF ஆதிக்கம்\N_NN செலுத்தி\V_VM_VNF வருகின்றது\V_VM_VF .\RD_PUNC
TMECD32	பொதுவாக\RB அரச\JJ சேவைகளிலேயே\N_NN குறைந்த\N_NN உற்பத்தி\N_NN திறன்\N_NN ,\RD_PUNC கூடிய\JJ விரயங்கள்\N_NN மற்றும்\CC_CCD வீணடிப்புகள்\N_NN காணப்படுகின்றன\V_VM_VF .\RD_PUNC
TMECD33	வடமாகாண\N_NN மனித\JJ வளங்களின்\N_NN தரம்\N_NN ;\RD_PUNC பெண்கள்\N_NN அதிகம்\QT_QTF கொண்ட\N_NN வடமாகாணத்தின்\N_NN ஜனத்தொகையில்\N_NN இளையவர்கள்\N_NN அதிகம்\QT_QTF காணப்படும்\V_VM_VF அதே\PR_PRP வேளை\N_NN ஊழியப்\N_NN படையில்\N_NN பங்குபெற்றுவோர்\V_VM_VNF வீதம்\N_NN மிகக்\RP_INTF குறைவாகவே\RB காணப்படுகின்றது\V_VM_VF
TMECD34	வரலாற்று\N_NN ரீரியாக\RB ஏனைய\JJ ஐந்து\QT_QTC மாவட்டங்களைக்\N_NN காட்டிலும்\N_NN யாழ்\N_NNP மாவட்டம்\N_NN சிறந்த\JJ வாழ்க்கைத்\N_NN தரம்\N_NN ,\RD_PUNC கல்வி\N_NN ,\RD_PUNC சுகாதார\JJ நிலைகள்\N_NN ,\RD_PUNC தொழில்\N_NN மற்றும்\CC_CCD வருமானம்\N_NN போன்றவற்றில்\N_NN முன்னிலை\N_NN வகித்திருந்தது\V_VAUX .\RD_PUNC
TMECD35	யாழ்\N_NNP மாவட்டத்தில்\N_NN 1982ம்\QT_QTO ஆண்டு\N_NN 12\QT_QTC %\RD_SYM ஆகக்\RB காணப்பட்ட\JJ நிலமற்றவர்களின்\N_NN எண்ணிக்கை\N_NN 2002ல்\QT_QTO 8\QT_QTC %\RD_SYM ஆக\RB வீழ்ச்சி\N_NN கண்டுள்ளது\V_VM .\RD_PUNC
TMECD36	இது\PR_PRP நிலங்களை\N_NN சிறு\RB சிறு\RB துண்டுகளாக்கி\V_VM_VNF வர்த்தக\JJ ரீதியான\JJ விவசாய\JJ விரிவாக்கத்திற்கு\N_NN ஒரு\JJ தடையாக\RB அமைந்து\V_VM_VNF உள்ளது\V_VAUX .\RD_PUNC
TMECD37	இலங்கையில்\N_NNP காணப்படும்\JJ (\RD_SYM 3\QT_QTC .\RD_PUNC 9\QT_QTC %\RD_SYM )\RD_SYM குறைந்த\JJ மட்ட\JJ வேலையின்மை\N_NN மகிழ்ச்சி\N_NN அளிக்கின்றது\V_VM_VF .\RD_PUNC மறு\N_NN கையில்\N_NN ,\RD_PUNC இதுவே\PR_PRP ஒரு\JJ பிரச்சினையாக\RB தற்போது\N_NST மாறி\V_VM_VNF வருகின்றது\V_VM_VF !\RD_PUNC என\CC_CCS_UT தேசிய\JJ வர்த்தக\JJ சம்மேளனத்தின்\N_NN புதிய\N_NN தலைவர்\N_NN ஜி\RD_RDF .\RD_PUNC விஜிசிங்க\N_NNP தெரிவித்துள்ளார்\V_VAUX .\RD_PUNC
TMECD38	தாஜ்\N_NNP சமுத்திர\JJ ஹோட்டலில்\RD_RDF அண்மையில்\N_NN இடம்பெற்ற\JJ இலங்கை\N_NNP தேசிய\JJ வர்த்தக\JJ சம்மேளனத்தின்\N_NN 30வது\QT_QTO வருடாந்த\JJ பொதுக்\N_NN கூட்டத்தில்\N_NN கலந்து\V_VM_VNF கொண்டு\PSP பேசிய\JJ விஜிசிங்க\N_NNP இவ்வாறு\RB தெரிவித்திருந்தார்\V_VAUX .\RD_PUNC
TMECD39	அவர்\PR_PRP தெரிவித்த\JJ கருத்துக்களின்\N_NN தொகுப்பாக\RB இந்தக்\DM_DMD கட்டுரை\N_NN அமைகின்றது\V_VM_VF .\RD_PUNC
TMECD40	இலங்கையின்\N_NNP அனுபவம்\N_NN ;\RD_PUNC இலங்கையில்\N_NNP வேலையின்மை\N_NN குறைந்து\V_VM_VNF வருகின்ற\JJ அதே\PR_PRP வேளை\N_NN பல\QT_QTF தயாரிப்பு\N_NN தொழில்\N_NN கம்பனிகளிற்கான\RD_RDF தொழிலாளர்களைப்\N_NN பெறுவது\V_VM_VNG கடினமாகவே\RB உள்ளது\V_VM .\RD_PUNC
TMECD41	இதனால்\CC_CCS மலேசியா\N_NNP போன்று\PSP இலங்கையும்\N_NN ஒரு\JJ பொறிக்குள்\N_NN சிக்கிவிடும்\JJ அபாயம்\N_NN உள்ளது\V_VM .\RD_PUNC
TMECD42	பீங்கான்\RD_RDF உற்பத்தி\N_NN செய்யும்\JJ கம்பனி\RD_RDF ஒன்றுடன்\N_NN நான்\PR_PRP இணைந்திருந்தேன்\V_VAUX .\RD_PUNC
TMECD43	90களில்\QT_QTO அங்கே\N_NST தொழிலாளர்களைப்\N_NN பெறுவது\V_VM_VNG ஒரு\JJ பிரச்சினையாக\RB இருந்ததில்லை\V_VAUX .\RD_PUNC
TMECD44	அப்போது\N_NST எல்லாம்\N_NN ஆயிரம்\QT_QTC பேருக்கு\N_NN மேல்\N_NST இந்த\DM_DMD வேலையைப்\N_NN பெறக்\V_VM_VINF காத்திருந்தனர்\V_VAUX
TMECD45	ஆனால்\CC_CCS ,\RD_PUNC இன்று\N_NST இதே\PR_PRP வேலைக்கு\N_NN புதியவர்களை\N_NN எடுக்க\V_VM_VINF முடியாமல்\V_VM_VNF உள்ளது\V_VAUX .\RD_PUNC
TMECD46	காரணம்\N_NN ,\RD_PUNC இப்போது\N_NST எல்லோரும்\N_NN குறைந்த\JJ சம்பளம்\N_NN பெற்றாலும்\V_VM_VNF கூட\PSP ,\RD_PUNC குளிரூட்டிய\JJ அறைகள்\N_NN கொண்ட\JJ சிறப்பு\N_NN அங்காடிகள்\N_NN மற்றும்\CC_CCD வணிக\JJ நிலையங்களிலேயே\N_NN பணியாற்ற\V_VM_VINF விரும்புகின்றனர்\V_VM_VF .\RD_PUNC
TMECD47	தொழிலாளர்\N_NN பற்றாக்குறையே\N_NN இப்போது\N_NST உள்ள\JJ பெரிய\JJ பிரச்சினை\N_NN !\RD_PUNC ``\RD_PUNC என\CC_CCS_UT எமது\PR_PRP வர்த்தக\JJ சம்பேளனத்தின்\N_NN பல\QT_QTF உறுப்பினர்கள்\N_NN என்னிடம்\PR_PRP தெரிவிக்கின்றனர்\V_VM_VF .\RD_PUNC
TMECD48	இந்த\DM_DMD பிரச்சினையை\N_NN அரசினால்\N_NN தீர்க்க\V_VM_VINF முடியும்\V_VAUX .\RD_PUNC குறிப்பாக\RB ,\RD_PUNC தொழில்\N_NN நிறுவனங்களிற்குத்\N_NN தேவையான\JJ பயிற்றப்பட்ட\JJ ஊழியர்களின்\N_NN உற்பத்தித்\N_NN திறன்\N_NN ,\RD_PUNC போட்டிபோடும்\JJ ஆற்றல்\N_NN மற்றும்\CC_CCD மாறி\V_VM_VNF வரும்\V_VM_VNF உலக\JJ பொருளாதார\JJ சூழலிற்கு\N_NN ஏற்ப\JJ ஊழியர்களின்\N_NN மாறக்\V_VM_VINF கூடிய\JJ தன்மை\N_NN போன்றவற்றை\N_NN அதிகரிக்க\V_VM_VINF அரசு\N_NN பங்கு\N_NN எடுக்க\V_VM_VINF வேண்டும்\V_VAUX .\RD_PUNC
TMECD49	சீனாவின்\N_NNP அனுபவம்\N_NN ;\RD_PUNC இந்த\DM_DMD விடயம்\N_NN தொடர்பாக\RB சீனாவைப்\N_NNP பார்த்து\V_VM_VNF விழித்துக்கொள்ள\V_VM_VINF வேண்டும்\V_VAUX
TMECD50	2009ல்\QT_QTO எடுத்த\JJ ஆவணப்\N_NN படம்\N_NN ஒன்றின்\QT_QTO படி\N_NN ,\RD_PUNC சீனாவில்\N_NNP புத்தாண்டு\N_NN விடுமுறைக்காக\RB தமது\PR_PRP சொந்த\JJ கிராமங்களிற்கு\N_NN செல்லவென\JJ சுமார்\N_NN 130\QT_QTC மில்லியன்\N_NN மக்கள்\N_NN (\RD_SYM இலங்கையின்\N_NNP ஜ\N_NN .\RD_PUNC தொகை\N_NN =\N_NN 21\QT_QTC .\RD_PUNC மில்\N_NN )\RD_SYM ரயில்\N_NN போக்குவரத்தை\N_NN நாடுகின்றனர்\V_VM_VF .\RD_PUNC
TMECD51	ரயிலில்\N_NN ஒரு\JJ சிறு\N_NN துண்டு\N_NN இடத்தைப்\N_NN பெற\V_VM_VINF இரவு\N_NN ,\RD_PUNC பகலாக\RB வரிசை\N_NN கட்டுவதுடன்\V_VM_VNG ,\RD_PUNC ரயிலில்\N_NN கழிவறை\N_NN செல்லாதிருக்க\V_VM_VINF (\RD_SYM இருக்கை\N_NN பறி\N_NN போய்\V_VM_VNF விடுமே\V_VM_VF !\RD_PUNC )\RD_SYM பல\QT_QTF துணிகளை\N_NN அணிந்து\V_VM_VNF பிரயாணம்\N_NN செய்கின்றனர்\V_VM_VF .\RD_PUNC
TMECD52	இவ்வாறு\RB பிரயாணம்\N_NN செய்த\V_VM_VNF பல\QT_QTF தொழிலாளர்கள்\N_NN விடுமுறை\N_NN முடிந்தும்\V_VM_VNF வேலைக்குத்\N_NN திரும்புவதில்லை\V_VAUX .\RD_PUNC
TMECD53	இதனால்,\CC_CCS கம்பனிகள்\RD_RDF தொழலாளர்களை\N_NN வேலைக்குத்\N_NN திருப்ப\JJ பல\QT_QTF சலுகைகளைக்\N_NN காட்ட\JJ வேண்டி\V_VM_VNF உள்ளது\V_VAUX .\RD_PUNC
TMECD54	இதன்\PR_PRP விளைவு\N_NN என்ன\PR_PRQ தெரியுமா\V_VM_VF ?\RD_PUNC சீனாவில்\N_NNP உள்ள\JJ மணித்தியாலக்\N_NN கூலி\N_NN ,\RD_PUNC உற்பத்தித்\N_NN திறன்\N_NN அதிகரிப்பைக்\N_NN காட்டிலும்\V_VM_VNF இரு\QT_QTC மடங்காக\RB உயர்ந்துள்ளது\V_VAUX .\RD_PUNC
TMECD55	இதனால்\CC_CCS ,\RD_PUNC நிறுவனங்கள்\N_NN ,\RD_PUNC வெளியீட்டின்\N_NN சந்தை\N_NN விலையினை\N_NN அதிகரிக்கவும்\V_VM_VNF ,\RD_PUNC விலைப்\N_NN போட்டியினால்\N_NN ஏற்றுமதியில்\N_NN நஷ்ரத்தினை\N_NN அடையவும்\JJ வழி\N_NN அமைத்துள்ளது\V_VAUX .\RD_PUNC
TMECD56	இதே\PR_PRP போல\PSP தற்போது\N_NST இலங்கையிலும்\N_NNP ,\RD_PUNC உற்பத்தித்\N_NN திறன்\N_NN அதிகரிப்பினை\N_NN விட\PSP கூலி\N_NN மட்ட\JJ அதிகரிப்பு\N_NN உயர்வாக\RB அமைந்து\V_VM_VNF வருவதானது\V_VM_VNF வெளியீடுகளின்\N_NN போட்டித்\N_NN தன்மையினை\N_NN பாதிக்கின்றது\V_VM_VF .\RD_PUNC
