ID	Value
TMHSD1011	சிந்து\N_NN சமவெளியில்\N_NN நகரங்கள்\N_NN அழிந்து\N_NN போனதைக்கொண்டு\JJ சூழ்நிலை\N_NN மாற்றங்கள்\N_NN ஏற்பட்டன\JJ என்பதை\JJ அறிய\N_NN முடிகிறது\V_VM_VNF .\RD_PUNC இப்பண்பாடு\N_NN புதிய\N_NN புவியியல்\N_NN சூழ்நிலைகளில்\N_NN ,\RD_PUNC புதிய\N_NN குடியேற்றங்களின்\N_NN செயல்பாட்டினால்\N_NN புதிதாக\RB உருவாகியது\V_VM_VF .\RD_PUNC
TMHSD1012	பல\QT_QTF தொல்பொருள்\N_NN வகைப்\N_NN பண்பாடுகள்\N_NN பலவற்றிலிருந்து\QT_QTF புதிய\N_NN நகர\N_NN நாகரிகங்கள்\N_NN தோன்றின\V_VM_VF .\RD_PUNC இவற்றைக்\PR_PRP கூட\PSP ஆரிய\N_NN நாகரிகம்\N_NN என்று\N_NN வகைப்படுத்திக்\N_NN கூற\N_NN முடியாது\V_VM_VF .\RD_PUNC வேதகால\N_NN இலக்கியத்தின்\N_NN காலத்தில்\N_NN இந்நகரங்கள்\N_NN உருவானதால்\N_NN இவை\N_NN ஆரியர்\N_NN நாகரிக\JJ மெனக்\CC_CCS_UT கருதப்படுகிறது\V_VM_VF .\RD_PUNC
TMHSD1013	இங்குப்\N_NST பண்டையக்\N_NN காலத்தில்\N_NN வாழ்ந்த\N_NN மக்கள்\N_NN தொகுதியினரை\N_NN ஆரிய\N_NN இனத்தவரெனக்\N_NN கருத\N_NN உறுதியான\JJ சான்றுகள்\N_NN எவையும்\N_NN இல்லை\V_VM_VF .\RD_PUNC தூய-ஆரிய\N_NN இனமொன்று\N_NN இந்தியாவில்\N_NN வாழ்ந்திருந்த\N_NN போதிலும்\N_NN ,\RD_PUNC இன்றுவரை\N_NST அவர்கள்\PR_PRP ஓரினமாகவே\RB எஞ்சியிருப்பார்கள்\N_NN என்று\QT_QTC எதிர்பார்க்க\RB முடியாது\V_VM_VF .\RD_PUNC
TMHSD1014	இங்குப்\N_NST பண்டையக்\N_NN காலத்தில்\N_NN வாழ்ந்த\N_NN மக்கள்\N_NN தொகுதியினரை\N_NN ஆரிய\N_NN இனத்தவரெனக்\N_NN கருத\N_NN உறுதியான\JJ சான்றுகள்\N_NN எவையும்\N_NN இல்லை\V_VM_VF .\RD_PUNC தூய\N_NN -\RD_PUNC ஆரிய\N_NN இனமொன்று\N_NN இந்தியாவில்\N_NN வாழ்ந்திருந்த\N_NN போதிலும்\N_NN ,\RD_PUNC இன்றுவரை\N_NN அவர்கள்\PR_PRP ஓரினமாகவே\RB எஞ்சியிருப்பார்கள்\N_NN என்று\CC_CCD எதிர்பார்க்க\RB முடியாது\V_VM_VF .\RD_PUNC
TMHSD1015	மிகையான\JJ கற்பனையின்\N_NN துணையோடுதான்\N_NN அவ்வாறு\N_NN எதிர்\N_NN பார்க்க\N_NN முடியும்\N_NN .\RD_PUNC விஞ்ஞான\JJ உயிரியல்\N_NN அத்தகைய\JJ நம்பிக்கைக்கு\N_NN விரோதமானது\V_VM_VF .\RD_PUNC தூய\N_NN இனம்\N_NN என்று\N_NST ,\RD_PUNC ஒன்று\QT_QTC நெடுநாள்\N_NN கலப்புறாமல்\N_NN அவ்வாறே\N_NN இருக்க\RB முடியும்\N_NN என்பதை\N_NN உயிரியல்\N_NN விஞ்ஞானம்\N_NN மறுக்கிறது\V_VM_VF .\RD_PUNC
TMHSD1016	இனக்\N_NN கலப்பால்\N_NN உலக\N_NN முழுவதும்\N_NN தூய\N_NN இனங்கள்\N_NN சுருங்கிவரும்\N_NN போக்கை\N_NN உயிரியல்\N_NN ஆய்வுகள்\N_NN காட்டுகின்றன\V_VM_VF .\RD_PUNC ஒதுங்கிய\N_NN இடங்களில்\N_NN பிற\N_NN மக்கள்\N_NN குழுக்களிடமிருந்து\N_NN தனித்து\N_NN வாழ்கிற\N_NN இனத்தொகுதியினர்\N_NN கூட\PSP தூய\N_NN இனத்தவர்\N_NN என்று\CC_CCS_UT உறுதியாகச்\RB சொல்லுவதற்கில்லை\V_VM_VF .\RD_PUNC
TMHSD1017	ரிக்\N_NN வேதகால\N_NN மக்கள்\N_NN `\RD_PUNC தாஸ்யூ\RD_RDF `\RD_PUNC என்ற\CC_CCS_UT மக்களைப்\N_NN பற்றி\PSP சப்பை\N_NN மூக்கு\N_NN உடையவர்கள்\N_NN என்றும்\N_NN ,\RD_PUNC கருப்பு\N_NN நிறமுடையவர்கள்\N_NN என்றும்\N_NN கூறியதிலிருந்து\N_NN ,\RD_PUNC ஆரியர்\N_NN வெள்ளை\N_NN நிறமுடையவர்\N_NN ,\RD_PUNC நிமிர்ந்த\N_NN மூக்குடையவர்கள்\N_NN என்று\CC_CCS_UT குறிப்பால்\N_NN உணர்வதன்றி\N_NN ,\RD_PUNC அவர்கள்\PR_PRP தனியான\JJ வேறு\N_NN இனத்தவர்கள்\N_NN என்று\CC_CCS_UT முடிவு\N_NN கூறுவதற்கில்லை\V_VM_VINF .\RD_PUNC
TMHSD1018	வரலாற்று\N_NN -\RD_PUNC உறுதி\N_NN நோக்கில்\N_NN ஆரியன்\N_NN என்பது\N_NN ஆரிய\N_NN மொழி\N_NN பேசியவர்களைக்\N_NN குறிக்கிறது\N_NN என்றுதான்\N_NN தெரிகிறது\N_NN .\RD_PUNC இக்காலத்தில்\N_NN அம்மொழி\N_NN சமஸ்கிருதம்\N_NN என்பதில்\N_NN ஐயமில்லை\V_VM_VF .\RD_PUNC (\RD_SYM Cultural\N_NN Pattern\N_NN )\RD_SYM .\RD_PUNC பண்பாட்டில்\N_NN -\RD_PUNC ரிக்\N_NN வேத\N_NN மக்கள்\N_NN ,\RD_PUNC ஹரப்பா\N_NN மக்களிடமிருந்து\N_NN பெரிதும்\N_NN வேறுபட்டவர்கள்\N_NN .\RD_PUNC ஹரப்பா\N_NN மக்கள்\N_NN நகரவாசிகள்\V_VM_VF .\RD_PUNC
TMHSD1019	செப்புக்\N_NN கருவிகளைப்\N_NN பயன்படுத்தினர்\N_NN .\RD_PUNC ரிக்\N_NN வேத\N_NN மக்கள்\N_NN மாடுகளை\N_NN காக்கும்\N_NN பொருளாதாரம்\N_NN உடையவர்கள்\N_NN ,\RD_PUNC நாடோடி\N_NN வாழ்க்கையினர்\V_VM_VF .\RD_PUNC ஆடு\N_NN மாடு\N_NN வளர்க்கும்\N_NN தொழிலை\N_NN முக்கியமானதாகக்\RB கொண்டு\PSP ,\RD_PUNC பயிர்த்தொழில்\N_NN வாழ்க்கையை\N_NN நோக்கி\N_NN முன்னேறிக்\N_NN கொண்டிருந்தனர்\N_NN .\RD_PUNC அவர்கள்\PR_PRP வழிபட்ட\N_NN தெய்வங்களும்\N_NN ,\RD_PUNC வழிபாட்டுச்\N_NN சடங்குகளும்\N_NN வெவ்வேறானவை\V_VM_VF .\RD_PUNC
TMHSD1020	சாம\N_NN ,\RD_PUNC யஜுர்\N_NN ,\RD_PUNC அதர்வன\N_NN வேதங்கள்\N_NN குறிப்பிட்டுக்\N_NN காட்டும்\N_NN சமுதாயம்\N_NN ,\RD_PUNC ரிக்\N_NN வேத\N_NN மக்களின்\N_NN சமுதாயத்தினின்று\N_NN வேறுபட்டதாகத்\RB தெரிகிறது\V_VM_VF .\RD_PUNC இச்சமுதாயத்தின்\N_NN பொருளாதார\N_NN மையம்கூட\N_NN தோ\N_NN -ஆபுக்கும்\N_NN ,\RD_PUNC நடுக்கங்கைச்\N_NN சமவெளிக்கும்\N_NN மாறிவிட்டது.\V_VM_VF
TMHSD1021	இச்சமுதாயம்\N_NN மாடுகளை\N_NN காக்கும்\JJ நாடோடி\N_NN வாழ்க்கையிலிருந்து\N_NN ,\RD_PUNC பயிர்த்தொழிலுக்கு\N_NN மாறி\N_NN ,\RD_PUNC அதன்\PR_PRP பின்னர்\N_NST நகர\JJ வாழ்க்கைக்கு\N_NN முன்னேறிக்\N_NN கொண்டிருந்ததாகத்\RB தெளிவாகத்\RB தெரிகிறது\V_VM_VF .\RD_PUNC அவர்களது\PR_PRP குடியிருப்பு\N_NN நிலப்பகுதிகளைப்\N_NN போரில்\N_NN வென்று\V_VM_VF கொண்டார்கள்\V_VM_VNF என்று\CC_CCS_UT கருதுவதற்குச்\N_NN சான்றுகள்\N_NN இல்லை\V_VM .\RD_PUNC
TMHSD1022	எனவே\N_NN பிற்கால\N_NN வேத\N_NN இலக்கியங்களில்\N_NN இந்தோ\N_NN ஆரிய\N_NN மொழி\N_NN பேசுவோருடைய\N_NN பண்பாடும்\N_NN ,\RD_PUNC அவர்களது\PR_PRP வருகைக்கு\N_NN முன்னர்\N_NN இந்நிலப்\N_NN பகுதிகளில்\N_NN தங்கியிருந்த\N_NN மக்களும்\N_NN பண்பாடும்\N_NN கலப்புற்றன\N_NN என்று\CC_CCS_UT கொள்ளலாம்\V_VM_VF .\RD_PUNC
TMHSD1023	மொழியியல்\N_NN சான்றுகள்\N_NN இக்கொள்கையை\N_NN வலுப்படுத்துகின்றன\N_NN .\RD_PUNC திராவிட\N_NN மொழியிலிருந்து\N_NN பிறந்த\N_NN சொற்கள்\N_NN ரிக்\N_NN வேதத்தில்\N_NN உள்ளன\V_VM_VF .\RD_PUNC இச்சொற்கள்\N_NN வேதகால\N_NN சமஸ்கிருத\N_NN மொழியில்\N_NN நுழைந்துள்ளன\V_VM_VF .\RD_PUNC சமஸ்கிருத\N_NN மொழியின்\N_NN வளர்ச்சியை\N_NN வரலாற்று\N_NN ரீதியாக\RB ஆராய்ந்தால்\N_NN ,\RD_PUNC திராவிட\N_NN மொழியிலிருந்து\N_NN கடன்\N_NN பெறப்பட்ட\N_NN சொற்களில்\N_NN பெரும்பான்மையானவை\JJ .\RD_PUNC கி\N_NN .மு\N_NN .\RD_PUNC 1000\N_NN -\RD_PUNC லிருந்து\N_NN 500\N_NN வரையிலான\JJ காலத்தில்\N_NN நுழைந்தவை\N_NN என்று\CC_CCS_UT நிரூபிக்கப்பட்டுள்ளது\V_VM_VF .\RD_PUNC
TMHSD1024	இக்காலத்தையே\N_NN பிற்கால\N_NN வேத\N_NN காலம்\N_NN என்று\CC_CCS_UT குறிப்பிடுகிறார்கள்\N_NN .\RD_PUNC கங்கைப்\N_NN பள்ளத்தாக்கிலும்\N_NN ,\RD_PUNC வட\N_NN இந்தியாவிலும்\N_NN அக்காலத்தில்\N_NN முன்நிலை\N_NN -\RD_PUNC திராவிட\N_NN மொழியை\N_NN பேசிய\N_NN மக்கள்\N_NN வாழ்ந்திருக்க\N_NN வேண்டும்\N_NN .\RD_PUNC ப்ராஹ்யி\N_NN ,\RD_PUNC குருக்\N_NN ,\RD_PUNC மால்டோ\N_NN மொழிகள்\N_NN பண்டைய\N_NN மொழியின்\N_NN எச்சங்களாகும்\V_VM_VF இந்தோ\N_NN ஐரோப்பிய\N_NN மொழிகளிலிருந்து\N_NN பிறந்து\N_NN வளர்ந்த\RB வேறெந்த\N_NN மொழியிலும்\N_NN காணப்படாத\N_NN ஆரியம்\N_NN அல்லாத\N_NN ஒலிப்பு\N_NN முறைகள்\N_NN சமஸ்கிருதத்தில்\N_NN உள்ளன\V_VM_VF .\RD_PUNC
TMHSD1025	பெருங்கூட்டமாக\N_NN வந்த\N_NN ஆரியர்\N_NN வடஇந்தியாவைப்\N_NN போரில்\N_NN வென்று\N_NN அவர்களுக்கு\N_NN முன்\N_NN குடியிருந்த\N_NN மக்களை\N_NN அடிமைப்படுத்த\N_NN அம்மக்களின்\N_NN பண்பாட்டுக்கு\N_NN வேறான\N_NN தங்கள்\N_NN மொழியையும்\N_NN ,\RD_PUNC பண்பாட்டையும்\N_NN நிறுவிக்கொண்டனர்\N_NN என்ற\N_NN கொள்கையை\N_NN வரலாற்று\N_NN ஆசிரியன்\N_NN சந்தேகிக்காமல்\N_NN இருக்க\N_NN முடியாது\N_NN .\RD_PUNC
TMHSD1026	போர்களும்\N_NN வெற்றிகளும்\N_NN ,\RD_PUNC சிற்சில\QT_QTF இருந்தனவென்றாலும்\N_NN ,\RD_PUNC அவை\PR_PRP தூர\N_NN வடக்கில்\N_NN மட்டுமேதான்\V_VM_VNF .\RD_PUNC ஆரியமொழி\N_NN பேசும்\N_NN மக்கள்\N_NN வடஇந்தியாவிற்குள்\N_NNP குடியேறி\N_NN அங்கு\N_NNV வாழ்ந்த\JJ மக்களோடு\N_NN கலந்தனர்\N_NN என்ற\CC_CCS_UT முடிவுக்கு\N_NN வருவதே\N_NN சான்றுகளுக்குப்\N_NN பொருத்தமான\JJ முடிவாகும்\V_VM_VINF .\RD_PUNC
TMHSD1027	பின்னர்\N_NST உருவான\JJ பண்பாடு\N_NN ,\RD_PUNC இவ்விரு\CC_CCS_UT வகை\N_NN மக்கட்\N_NN குழுவினரின்\N_NN கலப்பின்\N_NN விளைவாகத்\RB தோன்றியதாகும்.\N_NN வடஇந்தியாவின்\N_NNP பெரும்பகுதியில்\N_NN இந்தோ\N_NN ஐரோப்பிய\N_NNP மொழியை\N_NN மக்கள்\N_NN பேசத்தொடங்கினர்\V_VM_VNF .\RD_PUNC புதிய\N_NN பண்பாட்டின்\N_NN பொது\N_NN இயல்பு\N_NN இதுதான்\N_NN .\RD_PUNC இந்த\PR_PRP நிகழ்ச்சி\N_NN ஒரு\JJ சமூக\N_NN சக்தியாகிவிட்டது\V_VM_VINF .\RD_PUNC இதனை\N_NNP வரவேற்று\N_NN வரலாற்று\N_NN ரீதியாகக்\RB காணவேண்டும்\V_VM_VF .\RD_PUNC
TMHSD1028	ஒரு\QT_QTC மொழி\N_NN பரவுவதற்குப்\N_NN போர்\N_NN -\RD_PUNC வெற்றி\N_NN மட்டும்\PSP காரணமன்று\V_VM_VNF .\RD_PUNC முன்னேறிய\JJ தொழில்\N_NN நுணுக்கத்தோடு\N_NN தொடர்புடைய\JJ ஒரு\QT_QTC மொழி\N_NN அக்காரணத்தாலேயே\N_NN பரவக்கூடும்\N_NN என்ற\CC_CCS_UT உண்மைக்கு\N_NN உதாரணங்கள்\N_NN பல\QT_QTF வரலாற்றில்\N_NN உள்ளன\V_VM_VF .\RD_PUNC கி\N_NN .மு\N_NN .\RD_PUNC இரண்டாயிரத்தில்\QT_QTC தொடங்குகிற\JJ காலத்தில்\N_NN இந்தியாவில்\N_NNP இரண்டு\QT_QTC புதுமைகள்\N_NN தோன்றின\JJ .\RD_PUNC ஒன்று\QT_QTC குதிரையைப்\N_NN பரவலாக\RB மக்கள்\N_NN பயன்படுத்தத்\JJ தொடங்கியது\V_VM_VF .\RD_PUNC
TMHSD1029	மற்றொன்று\N_NN இரும்புத்தொழில்\N_NN நுணுக்கத்தை\N_NN மனிதன்\N_NN அறிந்தான்\V_VM_VF .\RD_PUNC இக்கூற்றை\N_NN மெய்ப்பிக்கும்\N_NN சான்றுகள்\N_NN அகழ்வாராய்ச்சியிலிருந்து\N_NN மட்டுமல்லாமல்\N_NN இலக்கியத்திலிருந்தும்\N_NN கிடைக்கின்றன\N_NN .\RD_PUNC அக்கால\N_NN இலக்கியங்களில்\N_NN ``\RD_PUNC அஸ்வ\N_NN `\RD_PUNC (குதிரை)\N_NN ``\RD_PUNC கிருஷ்ண\N_NN அயஸ்\N_NN `\RD_PUNC (இரும்பு\N_NN உலோகம்)\N_NN என்ற\CC_CCS_UT சொற்கள்\N_NN அடிக்கடி\N_NN வருவதைக்\N_NN காண்கிறோம்\N_NN .\RD_PUNC
TMHSD1030	காளை\N_NN இழுக்கும்\N_NN வண்டியை\N_NN விட\PSP சக்கரங்களையுடைய\N_NN குதிரை\N_NN இழுக்கும்\N_NN வண்டி\N_NN போக்குவரத்திற்கும்\N_NN மேன்மையான\JJ தொழில்\N_NN நுணுக்கமுடையதாக\RB ஆயிற்று\V_VM_VNF .\RD_PUNC செம்பையும்\N_NN ,\RD_PUNC வெண்கலத்தையும்\N_NN விட\PSP இரும்பைப்\N_NN பயன்படுத்தியதால்\V_VM_VNF அம்மக்கள்\N_NN பல\QT_QTF புதிய\N_NN தொழில்\N_NN திறமைகளைப்\N_NN பெற்றார்கள்\V_VM_VF .\RD_PUNC
TMHSD1031	ஆரிய\N_NN மொழி\N_NN பேசுவோர்\N_NN வடஇந்தியாவில்\N_NNP பரவிய\JJ காலத்தோடு\N_NN இப்புதிய\JJ தொழில்\N_NN நுணுக்கம்\N_NN பரவிய\JJ பொழுது\N_NN அதனோடு\PR_PRP சமஸ்கிருதம்\N_NN தொடர்பு\N_NN கொண்டிருந்தது\V_VM_VF .\RD_PUNC எனவே\CC_CCS_UT அம்மொழி\N_NN பரவலாக\RB ஏற்றுக்கொள்ளப்பட்டது\V_VM_VF .\RD_PUNC இரும்புத்தொழில்\N_NN நுணுக்கம்\N_NN ஏற்கெனவே\N_NN நிலைத்திருந்த\JJ தென்னிந்திய\N_NNP பழைய\N_NN சங்ககாலப்\N_NN பண்பாட்டுப்\N_NN பிரதேசங்களில்\N_NN நிலைமை\N_NN வேறு\PSP விதமாயிருந்தது\N_NN .\RD_PUNC அங்கு\N_NST திராவிடம்\N_NN முக்கியமான\JJ மொழிக்\N_NN குடும்பமாயிருந்தது\V_VM_VF .\RD_PUNC
TMHSD1032	ஒப்பிடக்கூடிய\N_NN வரலாற்றுக்\N_NN காலத்தில்\N_NN ஈரானிலும்\N_NN ,\RD_PUNC கிரேக்கத்திலும்\N_NN இது\PR_PRP போன்ற\N_NN செயல்முறை\N_NN நிகழ்ந்தது\N_NN .\RD_PUNC சமஸ்கிருத\JJ மொழியின்\N_NN விதையான\N_NN இந்தோஐரோப்பிய\JJ மொழியே\N_NN அப்பிரதேசங்களின்\N_NN பண்பாடுகளின்\N_NN தொடர்புப்பிணைப்பாக\RB இருந்தது\V_VM_VNF என்பது\CC_CCS_UT வியப்பாக\RB இருக்கிறது\V_VM_VF .\RD_PUNC
TMHSD1033	இப்பிரதேசங்களை\N_NN ஆரியஇனத்தார்\N_NN ஜெயித்திருந்தார்கள்\N_NN என்றால்\CC_CCS_UT வரலாற்று\N_NN வளர்ச்சிப்போக்கு\N_NN ஒரே\QT_QTC மாதிரியாக\RB இருத்தல்வேண்டும்\V_VM_VF .\RD_PUNC ஆரிய\JJ -\RD_PUNC முற்கால\N_NN நிறுவனங்கள்\N_NN அழிந்துவிடாமல்\V_VM_VNF நிலைத்து\N_NN புதிய\JJ மொழியை\N_NN ஏற்றுக்கொண்டு,\V_VM_VNF ஒரு\QT_QTC புதிய\JJ பண்பாட்டு\N_NN ,\RD_PUNC உயர்நிலை\N_NN மக்கள்\N_NN -\RD_PUNC குழுவினரிடையே\N_NN உருவாக்கியது\V_VM_VF .\RD_PUNC
TMHSD1034	தென்கிழக்கு\N_NN ஆசியாவின்\N_NN பல\QT_QTF பிரதேசங்களின்\N_NN வரலாறு\N_NN ,\RD_PUNC இந்தியப்\JJ பண்பாட்டின்\N_NN உறவின்\N_NN விளைவாக\RB இப்போக்கிலேயே\N_NN வரலாற்றின்\N_NN பிற்கால\N_NN கட்டங்களில்\N_NN சென்றிருக்கிறது\V_VM_VNF என்றே\CC_CCS_UT தோன்றுகிறது\V_VM_VF .\RD_PUNC
TMHSD1035	சமூக\N_NN உருவங்களின்\JJ பரிமாணத்தையும்\N_NN ,\RD_PUNC சமூகம்\N_NN அமைக்கப்பட்டிருந்த\JJ விதத்தையும்\N_NN மாறாமல்\N_NN நிலைத்திருந்த\JJ பண்பாட்டுக்கூறுகளின்\N_NN அளவையும்\N_NN ,\RD_PUNC சமூக\JJ மாறுதல்கள்\N_NN நிகழ்ந்தபோது\V_VM_VNF அவற்றின்\N_NN தன்மைகள்\N_NN எவை\PR_PRQ என்பதையும்\N_NN பகுத்துஆராய்ந்து\V_VM_VNF நாம்\PR_PRP மறுமதிப்பீடு\N_NN செய்வது\V_VM_VNG அவசியமாகும்\V_VM_VF .\RD_PUNC
