ID	Sentence
TMGD12	ரெமான்ஷி - "மக்கட் கூட்டங்களை அவற்றின் சூழலின் புறத்தே வைத்து ஆராய்கின்ற இயல்"
TMGD120	இது கிழக்கில் உள்ள மேற்கு வங்கம் தெற்கு தமிழ்நாட்டில் நீண்டிருக்கிறது.
TMGD121	மகாநதி , கோதாவரி, காவேரி, மற்றும் கிருஷ்ணா நதிகளில் இந்த சமவெளி வாய்க்கால் மற்றும் அவர்களின் கழிமுக பகுதியில் அமைந்துள்ளது.
TMGD122	கடலோர பகுதிகளில் வெப்பநிலை பொதுவாக 30 °C மீறுகிறது (86 °F), மற்றும் உயர்ந்த ஈரப்பதம் இணைந்து வருகிறது.
TMGD123	இப்பகுதியில் வடகிழக்கு பருவமழை மற்றும் தென்மேற்கு பருவ மழை கெண்டது.
TMGD124	தென்மேற்கு பருவமழை இரண்டு கிளைகள், வங்காள விரிகுடா கிளை மற்றும் அரபிக்கடல் கிளை ஆகவும் பிரிகிறது.
TMGD125	வங்காள கிளை விரிகுடா ஆரம்பம் ஜூன் மாதம் வடகிழக்கு இந்தியாவில் இது கரையை கடக்கும் வடபுறம் நகர்கிறது.
TMGD126	அரபிக்கடல் கிளை மேற்கு தொடர்ச்சி மலைகளின் காற்றுக்கெதிராக வெளியீடுகள் வடபுலம் மற்றத்தால் மழை நகர்கிறது.
TMGD127	இந்த பகுதியில் சராசரியாக 1,000 முதல் 3,000 மிமீ (39 மற்றும் 120) வருடாந்திர மழை.
TMGD128	சமவெளி அகலம் 100 முதல் 130 கிமீ (62 மற்றும் 81 மைல்) வேறுபடுகிறது.
TMGD129	சமவெளி ஆறு பகுதிகளில்- மகாநதி டெல்டா, தெற்கு ஆந்திர பிரதேசம், கிருஷ்ணா-கோதாவரி கழிமுக, கன்னியாகுமாரி கடற்கரை மற்றும் கடலின் முகட்டுப்பகுதியில், மணல் கடற்கரையாக பிரிக்கப்படுகின்றன.
TMGD13	சோர் - "மனித முயற்சிகளின் தோற்றப்பாடுகள் அனைத்தும் நாம் வாழும் புவி மேற்பரப்பில் இடம்பெறும் தொர்ரப்படுகளில் ஒரு பிரிவாகும். அப்பிரிவு சார்ந்த பொருள் பற்றி ஆராய்வதாகும்"
TMGD130	அந்தமான் நிகோபார் ஆகியன வங்காள விரிகுடா கடலில் அமைந்துள்ள இந்தியாவைச் சேர்ந்த தீவுகளாகும்.
TMGD131	சிந்து, கங்கை, பிரம்மபுத்திரா ஆகியன வட இந்தியாவில் பாயும் முக்கியமான ஆறுகளாகும். கிருஷ்ணா, கோதாவரி, காவிரி போன்றவை தென்னிந்தியாவில் பாயும் முக்கிய ஆறுகளாகும்.
TMGD132	வட இந்தியாவில் ஓடும ஆறுகளில் கங்கையின் துணை ஆறுகளும், இணை ஆறுகளும் மற்றும் கங்கை நதியும் சேர்ந்து கங்கைச் சமவெளிப் பகுதிகளை உருவாக்குகின்றன.
TMGD133	வட இந்தியாவின் முக்கிய புவியியல் காரணியாக கங்கை ஆறு அமைந்துள்ளது.
TMGD134	இந்தியாவின் தீபகற்ப பகுதியில் பாயும ஆறுகளில் மேற்குத் தொடர்ச்சி மலையில் தோன்றி கிழக்கு நோக்கி பாய்ந்து வங்காள விரிகுடாவில் கலக்கும் கோதாவரி, காவிரி போன்ற ஆறுகள் குறிப்பிடத்தக்கவை.
TMGD135	இந்தியாவும் இலங்கையும் என்றும் பிரிந்திருக்காமல் கடல்மட்ட ஏற்ற தாழ்வுகளைப் பொருத்து சேர்ந்தும் பிரிந்தும் இருக்கின்றன.
TMGD136	சுமார் 65000 ஆண்டுகளுக்கு முன்பு கடல் மட்டம் தாழ்ந்தால் இந்தியாவும் இலங்கையும் சேர்ந்தன.
TMGD137	சுமார் 27000 ஆண்டுகளுக்கு முன் கடல் மட்டம் உயர்ந்ததால் இலங்கையும் இந்தியாவும் பிரிந்தன.
TMGD138	சுமார் 17000 ஆண்டுகளுக்கு முன்பு கடல் மட்டம் தாழ்ந்ததால் இலங்கையும் இந்தியாவும் சேர்ந்து பின்கடல் மட்டம் உயர்ந்ததால் மீண்டும் பிரிந்தன.
TMGD139	மாலைத்தீவுகள் அல்லது மாலைத்தீவுகள் குடியரசு இந்தியப் பெருங்கடலில் உள்ள பல சிறிய தீவுகளாலான தீவு நாடாகும்.
TMGD14	ஹென்டிங்டன் - "மக்களின் பண்புகளுக்கும் சூழலுக்கும் இடையான தொடர்பை ஆராய்வதே மானிடப்புவியியல்"
TMGD140	இது இந்தியாவின் இலட்சத்தீவுகளுக்கு தெற்கேயும் இலங்கையிலிருந்து சுமார் 700 கிமீ தென்மேற்காகவும் அமைந்துள்ளது.
TMGD141	90,000 ச.கி.மீ பரப்பளவுள்ள இத்தீவின் மக்கள் தொகை 3 இலட்சத்து 13 ஆயிரத்து 920 ஆகும்.
TMGD142	மொத்தம் 26 பவளத்தீவுகளில் 1,192 தீவுகள் காணப்படுவதோடு இவற்றில் சுமார் 200 இல் மட்டும் மனித குடியேற்றங்கள் காணப்படுகிறன.
TMGD143	தீவுகளால் அமைந்த மாலை போல் காணப்படுவதால் தமிழில் மாலைத்தீவுகள் என்றும் சமஸ்கிருத மொழியில் "மாலத்வீப" (தீவுகளின் மாலை) என்றும் குறிப்பிடப்படுகிறது.
TMGD144	வேறு சிலரின் கருத்துப்படி இது "மகால்" என்ற அரபு மொழிச் சொல்லின் மரூஉ ஆகும். சோழர்கள் காலம் வரை அவர்களது ஆட்சியில் இருந்த இந்தத் தீவுகள் பின்னர் சிங்களர்கள் ஆட்சிக்குட்பட்டது.
TMGD145	1153இல் இசுலாம் மதம் இங்கு கொண்டுவரப்பட்டது.
TMGD146	பின்னர் மாலைத்தீவுகள் 1558 இல்போர்த்துக்கேயரிடமும், 1654 டச்சுக் கிழக்கிந்தியக் கம்பனியிடமும் பின்பு 1887 முதல் பிரித்தானியரிடமும் அடிமைப்பட்டது.
TMGD147	1965ஆம் ஆண்டு மாலைத்தீவுகள் ஐக்கிய இராச்சியத்திடம் இருந்து விடுதலை பெற்றது.
TMGD148	1968 இல் சுல்தான் ஆட்சியில் இருந்து குடியரசாக மாறியது.
TMGD149	சீயோன் தேசியப் பூங்கா தென்மேற்கு ஐக்கிய அமெரிக்காவின் யூட்டாவில் அமைந்துள்ள ஒரு தேசியப் பூங்காவாகும்.
TMGD15	புவியியல் என்பது புவி, அங்குள்ள நிலம், பல்வேறு அம்சங்கள், அதிலுள்ள உயிர் வகைகள் மற்றும் தோற்றப்பாடுகள் என்பவற்றை விளக்கும் ஒரு துறையாகும்.
TMGD150	செந்நிற நவஜோ என்றழைக்கப்படும் மணற்பாறையினால் ஆன 15 மைல் (24 கிலோமீட்டர்) நீளமானதும் அரை மைல் வரை (800 மீட்டர்) ஆழமும் கொண்ட சீயோன் பள்ளத்தாக்கு இத்தேசியப் பூங்காவின் முக்கிய கவர்ச்சியாகும்.
TMGD151	பல் வகை தட்பவெப்பநிலை, புவியியல் வலயங்களைக் கொண்டுள்ளமையால் இங்கே உயிரியற் பல்வகைமை செறிவாக உள்ளது.
TMGD152	இங்கு பல வகையான நிலைத்திணைகளும், 289 வகையான பறவைகளும், 75 வகை பாலூட்டிகளும் (19 வகை வௌவால்கள் உட்பட), 32 வகை ஊர்வனவும் வாழ்கின்றன.
TMGD153	இந்தியாவின் பிரிவினைக்கு அனுமதி அளித்து நாட்டின் புவியியல் அமைப்பை மாற்றியதும், நாட்டுக்காகப் பாடுபட்ட முக்கிய தலைவர்களைப் புறக்கணித்து, நேரு குடும்பத்தினரின் புகழ் பாடி வரலாற்றை மாற்றியதும் காங்கிரஸ்தான் என்று குஜராத் முதல்வர் நரேந்திர மோடி குற்றம் சாட்டினார்.
TMGD154	பிரதமர் மன்மோகன் சிங், இந்தியாவின் வரலாறு-புவியியலை பாஜக மாற்றிவிட்டதாக குற்றம் சாட்டியதற்கு பதிலடி கொடுக்கும் வகையில் நரேந்திர மோடி இவ்வாறு தெரிவித்தார்.
TMGD155	குஜராத் மாநிலம் கேடா நகரில் சிறுபான்மையினரால் கட்டப்பட்ட மருத்துவமனையை ஞாயிற்றுக்கிழமை திறந்து வைத்து அவர் பேசியதாவது:
TMGD156	பிரதமர் மன்மோகன் சிங், ஹிந்துஸ்தான் மண்ணில் பிறந்தார். (தற்போது பாகிஸ்தானின் பஞ்சாப் மாகாணத்தில் உள்ள கா என்ற கிராமத்தில் 1932ஆம் ஆண்டு, செப்டம்பர் 26ஆம் தேதி அவர் பிறந்தார்). தற்போது அது நம்மிடம் இல்லை.
TMGD157	நம் நாட்டின் புவியியலை மாற்றியது யார்? நாட்டைப் பல துண்டுகளாகப் பிரிக்க யார் காரணம்? இந்தியாவை இரண்டாகப் பிரித்தது காங்கிரஸ் கட்சிதான்.
TMGD158	நம் நாட்டுக்கு சொந்தமான பல 100 சதுர கி.மீ. பரப்பளவை சீனா ஆக்கிரமித்துள்ளது. இந்தியாவின் இந்தப் புவியியல் மாற்றத்துக்கு யார் காரணம்?
TMGD159	மத்திய அரசு, மகாத்மா காந்தி உப்பு சத்தியாகிரகப் போராட்டம் நடத்திய சபர்மதி-தண்டி பாதையை மாற்றியமைக்க முடிவு செய்துள்ளது.
TMGD16	இச்சொல்லை நேரடியாக மொழி பெயர்க்கும்போது அது புவியைப்பற்றி விளக்குவது அல்லது எழுதுவது என்பதைக் குறிக்கும்.
TMGD160	6 மாதங்களுக்கு முன் பிரதமர் அலுவலகத்தில் இருந்து எனக்கு அனுப்பப்பட்ட கடிதத்தில், இந்தப் பாதை 30 கி.மீ. தூரத்திற்கு மாற்றப்பட்டதாக குறிப்பிடப்பட்டிருந்தது.
TMGD161	இதன் மூலம் காங்கிரஸ் கட்சி, மகாத்மா காந்தியைக் கைவிட்டுள்ளது. சர்தார் படேலுக்கு 41 ஆண்டுகள் கழித்து, பாரத ரத்னா விருது வழங்கப்பட்டது.
TMGD162	சட்ட மேதை அம்பேத்கருக்கு நாடு சுதந்திரம் பெற்று 33 ஆண்டுகள் கழித்து இவ்விருது வழங்கப்பட்டது.
TMGD163	ஆனால் நேருவுக்கும், இந்திரா காந்திக்கும் அவர்களது வாழ்நாளிலேயே பாரத ரத்னா விருது வழங்கப்பட்டது.
TMGD164	லாலா லஜபதி ராய், பாலகங்காதர திலகர், பிபின் சந்திர பால் ஆகியோர் காங்கிரசால் மறக்கடிக்கப்பட்ட தலைவர்கள் ஆவர்.
TMGD165	நவம்பர் 11ஆம் தேதி மிகச் சிறந்த கல்வியாளர் அபுல் கலாம் ஆசாத், சுதந்திரப் போராட்ட வீரர் ஜே.பி.கிருபளானி ஆகியோரின் 125வது பிறந்த தினமாகும். இதை காங்கிரஸ் அரசு கொண்டாடவில்லை என்றார் நரேந்திர மோடி.
TMGD166	மோடியின் பேச்சு குறித்து காங்கிரஸ் பொதுச் செயலாளர் திக்விஜய் சிங் கருத்து தெரிவிக்கையில், “”ஆளுங்கட்சியின் தலைவர்களை வசைபாடுவது தவிர மோடியிடம் வேறு செயல்திட்டம் ஏதுமில்லை.
TMGD167	சில நேரங்களில் பிரதமரையும், சில நேரங்களில் சோனியா காந்தியையும் அவர் இகழ்ந்து பேசுகிறார்.
TMGD168	யாரையும் திட்ட முடியாவிட்டால் தனது சொந்த மக்களையே திட்டுகிறார்” என்று விமர்சித்தார்.
TMGD169	சென்னை, செப். 30-மயங்க வைக்கும் நறுமணம் கொண்ட மதுரை மல்லி நமது நாட்டின் புவியியல் அடையாளத்துக்குரிய முதல் மலராக அறிவிக்கப்பட உள்ளது.
TMGD17	புவியியல் ஆய்வில் வரலாற்று ரீதியாக நான்கு மரபுகள் காணப்படுகின்றன. இவை, 1) இயற்கை மற்றும் மனிதத் தோற்றப்பாடுகள் தொடர்பிலான இடம்சார் பகுப்பாய்வு, இது பரம்பல் அடிப்படையிலான புவியியல் ஆய்வு; 2) நிலப்பரப்பு ஆய்வு, இது இடங்களும், நிலப்பகுதிகளும் தொடர்பானது; 3) மனிதனுக்கும், நிலத்துக்குமான தொடர்பு பற்றிய ஆய்வு; 4) புவி அறிவியல்கள் தொடர்பான ஆய்வு; என்பனவாகும்.
TMGD170	தமிழ்நாட்டில் மதுரை, விருதுநகர், தேனி, திண்டுக்கல், சிவகங்கை மாவட்டஙக்ளில் மதுரை மல்லி வகை பூச்செடிகள் பயிரிடப்படுகின்றன.
TMGD171	இவ்வகை பூக்களின் இதழ்கள் வட்ட வடிவில், நான்கு அடுக்கு கொண்டவை.
TMGD172	மதுரை மல்லி மொட்டுக்கள் தாமதமாகவே விரிகின்றன.
TMGD173	இதனால் மனதை மயக்கும் ஆழ்ந்த நறுமணம் கொண்ட இவ்வகை பூக்கள் பெண்களின் விருப்பதேர்வாக உள்ளது.
TMGD174	பயிரிடப்பட்ட 6 மாதங்களில், பலன் அளிக்கும் மதுரை மல்லி செடிகள், முதல் ஆண்டு மகசூலில் ஏக்கருக்கு 750 கிலோ வரை பூக்கும். 2-ம் ஆண்டில் 2 ஆயிரம் கிலோ, 3-ம் ஆண்டில் 2 ஆயிரத்து 500 கிலோ, 4-ம் ஆண்டிலிருந்து 3 ஆயிரத்து 500 கிலோ என்று இதன் மகசூல் அதிகரித்துக் கொண்டே போகும்.
TMGD175	தொடர்ந்து 15 ஆண்டுகள் வரை இவ்வகை செடிகளில் மொட்டு அரும்புவது இயல்பு.
TMGD176	மதுரை, விருதுநகர், தேனி, சிவகங்கை, திண்டுக்கல் மாவட்டத்தை சேர்ந்த சுமார் 20 ஆயிரம் விவசாயிகள் மதுரை மல்லியை விளைவித்து வருகின்றனர்.
TMGD177	தனியார் அமைப்பு ஒன்று, மதுரை வேளாண்மை பல்கலைக்கழகத்துடன் இணைந்து, மதுரை மல்லி விவசாயிகள் சங்கம் மூலமாக மதுரை மல்லி பூக்களுக்கு பதிவுரிமை கோரி சென்னையில் உள்ள புவியியல் அடையாள பதிவாளர் அலுவலகத்தில் மனு செய்துள்ளது.
TMGD178	சமீபத்தில் வெளியிடப்பட்ட மேற்கண்ட அலுவலகத்தின் செய்தி குறிப்பில், மதுரை மல்லிக்கு இந்திய புவியியல் அடையாள மலர் என்ற தகுதியை தருவதற்கு ஆட்சேபம் தெரிவிக்கும் நபர்கள் தங்களது கருத்துக்களை எங்கள் அலுவலகத்திற்கு அனுப்பி வைக்கலாம் என்று அறிவிக்கப்பட்டுள்ளது.
TMGD179	விளை பொருட்கள் பதிவு மற்றும் பாதுகாப்பு சட்டம் (2002)ன்படி, ஆட்சேபனைகள் ஏதும் பெறப்படபாத பட்சத்தில் அடுத்த ஆண்டு ஜனவரி மாதம் 10-ஆம் தேதி, இந்தியாவிலேயே முதல் முறையாக பதிவுரிமை மற்றும் பாதுகாப்புரிமை பெற்ற முதல் மலர் என்ற பெருமையை மதுரை மல்லி பெறும்.
TMGD18	ஆனால், தற்காலப் புவியியல், எல்லாவற்றையும் ஒருங்கே தழுவிய ஒரு துறை.
TMGD180	வணிகப் பொருள்கள் மற்றும் புவியியல் அடையாள விளைப்பொருட்கள் துணை பதிவாளர் ஒருவர் இதுபற்றி கருத்து கூறுகையில், இந்த பதிவின் மூலம் தமிழ்நாட்டில் உள்ள மதுரை மல்லி உற்பத்தியாளர்கள் பலன் அடைவார்கள்.
TMGD181	நாட்டின் பிற பகுதியினர் அங்கீகாரமற்ற வகையில் பதிவுரிமை பெற்ற பொருட்களை பயிரிட முடியாத வகையில் அவர்கள் சட்ட ரீதியான பாதுகாப்பும் பெறுவார்கள் என்றார்.
TMGD182	புவியியல் அடிப்படையில் இந்தியா தீபகற்பம் எனப்படுகிறது. காரணம் இந்தியா மூன்று பக்கம் கடலாலும், ஒரு பக்கம் நிலப்பகுதியாலும் (இமயமலை) சூழப்பட்டுள்ளது.
TMGD183	புவியின் அடிப்படையில் நோக்கும்போது இந்தியாவை ஒரு கண்டமாகவே கருதலாம். எனினும் அதன் பரப்புக்குறைவால் இதனை துணைக்கண்டம் என்பர்.
TMGD184	இந்தியா பரப்பளவில் ஏழாவது மிகப்பெரிய நாடாக உலக அரங்கில் இடம் பெற்றுள்ளது. ரஷ்யா, கனடா, சீனா, அமெரிக்கா, பிரேசில், ஆஸ்திரேலியா ஆகியவற்றுக்கு அடுத்த இடத்தைப் பிடித்துள்ளது.
TMGD185	புவியின் நிலப்பரப்பில் 2.4 சதவீதம் பெற்றுள்ளதுடன், 17 சதவீத மக்கள் தொகையையும் பெற்றுள்ளது. இந்தியாவைப் போல் 7 மடங்கு பெரிய நாடாக ரஷ்யா விளங்குகிறது.
TMGD186	ஜப்பான் நாட்டைவிட 9 மடங்கு இந்தியா பெரியது. இங்கிலாந்தைப்போல் 13 மடங்கு பெரிய நாடு இந்தியா.
TMGD187	இந்தியாவின் பரப்பு பாகிஸ்தானை விட நான்கு மடங் கு அதிகம். அவ்வாறே அமெரிக்காவின் பரப்பில் மூன்றில் ஒரு பங்கு இந்தியா ஆகும்.
TMGD188	இந்தியா புவியின் வட அரைக்கோளப் பகுதியில் அமைந்துள்ளது. அருணாச்சலப் பிரதேசத்திற்கும், குஜராத்திற்கும் இடையில் தல நேரத்தில் 2 மணி நேரம் வேறுபாடு தோன்றுமளவிற்கு இந்தியா மிகப்பெரியது.
TMGD189	அருணாச்சலப்பிரதேசத்தில் சூரியன் தோன்றிய பின், சுமார் 2 மணி நேரத்திற்குப் பின்னரே குஜராத்தில் சூரியன் தோன்றுகிறது.
TMGD19	இது புவியையும் அதிலுள்ள எல்லா மனித மற்றும் இயற்கைச் சிக்கல்களையும் புரிந்துகொள்ள முயல்கிறது.
TMGD190	இந்தியாவிற்கும் சீனாவிற்கும் எல்லையாக இமயமலைகள் விளங்குகிறது. இவ்விரு நாடுகளையும் மக்மோகன் எல்லைக்கோடு பிரிக்கிறது. இக்கோடு இமயமலைகளின் ஊடாகச் செல்கிறது.
TMGD191	பாக்ஜலசந்தி இந்தியாவிற்கும் இலங்கைக்கும் இடையில் அமைந்துள்ளது. இந்தியாவிற்கும் பாகிஸ்தானுக்கும் எல்லையாக சிரில் ராட்கிளிஃப் எல்லைக்கோடு விளங்குகிறது.
TMGD192	மேற்கில் அரபிக்கடலும், கிழக்கில் வங்காள வரிகுடாவும் உள்ளன.
TMGD193	அரபிக்கடலில் கேரளாக் கடற்கரையை ஒட்டி அமைந்த இலட்சத்தீவுகள் மற்றும் கிழக்கில் வங்காள விரிகுடாவில் வடக்கு தெற்காக நீண்ட சங்கிலித் தொடராய் அமைந்துள்ள அந்தமான் நிக்கோபார் தீவுகள் ஆகியன இந்தியாவிற்குள் அடங்குகின்றன.
TMGD194	இந்தியா ஆசியாக் கண்டத்தின் தென்பகுதியில் அமைந்துள்ளது. இந்தியாவின் பரப்பளவு 32,87,263 சதுர கிலோ மீட்டராகும்.
TMGD195	இந்தியாவின் வடக்கு தெற்கு தூரம்3214 கிலோமீட்டர். கிழக்கு மேற்கு தூரம் 2933 கிலோ மாட்டர். தீவுகளை உள்ளடக்கிய இந்தியக் கடற்கரை நீளம் 7516 கிலோ மீட்டர். (இதில் 5700 கிலோ மீட்டர் நீளம் அந்தமான் நிக்கோபார் தீவுகளின் கடற்கரை நீளமாகும்).
TMGD196	இந்தியாவின் மொத்த நிலப்பரப்பு எல்லை நீளம் 15,200 கிலோ மீட்டர் ஆகும். இந்தியா அதிக அளவு எல்லையை வங்காள தேசத்துடன் கொண்டுள்ளது.
TMGD197	இந்தியாவில் மிக நீண்ட கடற்கரையை உடைய மாநிலங்கள் 1. குஜராத் 2. ஆந்திரப்பிரதேசம்.
TMGD198	இந்தியா அமைந்துள்ள அட்ச ரேகை 80 4' 28'' வடக்கு முதல் 370 17' 53'' வடக்கு வரை.
TMGD199	இந்தியா அமைந்துள்ள தீர்க்க ரேகை 680 7' 53'' கிழக்கு முதல் 97024' 47'' கிழக்கு வரை.
TMGD2	கிரேக்க மொழியில் Geo என்பது புவியையும் graphie என்பது விபரித்தல் என்ற பொருளிலும் குறிப்பிடப்பட்டது.
TMGD20	எங்கெங்கே பொருள்கள் இருக்கின்றன என்பதை மட்டுமன்றி, அவை எவ்வாறு மாறுகின்றன, எப்படித் தற்போதைய நிலையை அடைந்தன என்பவற்றை அறிவது தற்காலப் புவியியலின் நோக்கமாகும்.
TMGD200	230 1/2 டிகிரி கடக ரேகை இந்தியாவை இரு பிரிவாகப் பிரிக்கிறது. கடக ரேகை செல்லும் மாநிலங்கள் மிசோராம், திரிபுரா, மேற்கு வங்காளம், மத்தியப் பிரதேசம், * சத்தீஸ்கர், ஜார்க்கண்ட், குஜராத் மற்றும் இராஜஸ்தான் ஆகியன.
TMGD201	இந்தியாவின் திட்ட நேரம் கிழக்கு தீர்க்க ரேகை 82 1/20 ஆகும். கிரீன் வீச் நேரத்திலிருந்து ஐந்தரை மணி நேரம் வேறுபடுகிறது.
TMGD202	இந்தியாவின் மொத்த நிலப்பரப்பில் 43.3 சதவீதம் சமவெளிகளும், 10.7 சதவீதம் மலைகளும், 18.6 சதவீதம் குன்றுகளும், 27.7 சதவீதம் பீடபூமிகளும் உள்ளன.
TMGD203	இந்தியாவின் தென்கோடியில் கன்னியாகுமரி உள்ளது. இந்தியாவின் தென்கிழக்கே இந்திரா முனை உள்ளது.
TMGD204	இந்தியா வட அரைகோளப் பகுதியின் கிழக்குப் பகுதியல் உள்ளது.
TMGD205	இந்தியாவின் நுழைவாயில் எனப்படுவது மும்பை ஆகும். கடகரேகை இந்தியாவை தீபகற்ப இந்தியா, புறதீபகற்ப இந்தியா என்று இரு பிரிவுகளாகப் பிரிக்கிறது.
TMGD206	வேற்றுமைகளில் ஒற்றுமை காண்பதே இந்தியாவின் தனிச்சிறப்பு ஆகும். எனவே தான் வேற்றுமையிலுள்ளும் ஒற்றுமை என்று பண்டித ஜவகர்லால் நேருவின் கூற்றிற்கு இந்தியா இலக்கணமாக அமைந்துள்ளது.
TMGD207	GIS இன் விரிவாக்கம் Geographic Information System என்பதாகும்.
TMGD208	அதாவது Geographic – புவியியல்(சார்ந்த), Information – தகவல் , System – தொகுதி அல்லது முறைமை என்றவாறு அதனுடைய மொழிபெயர்ப்பு அமைகின்றது.
