ID	Sentence
TMSTD39	கணிதவியலின் கலை இலக்கிய காலகட்டம் (கி.மு 400 - கி.மு.1200):வேதகாலத்திற்கு முந்தைய காலக்கட்டம் கணிதவியலின் மிக முக்கியமானதோர் காலக்கட்டம் எனலாம்.
TMSTD40	இக்காலகட்டத்தில் தோன்றிய ஆரிய பட்டர், பிரம்ம குப்தர், பாஸ்கரா, வராகமித்திரர், மகாவீரா போன்றவர்கள் கணிதவியல் பல்வேறு கிளைகளாக பிரிவதற்கு தெளிவான அமைப்பை உருவாக்கியவர்கள் எனலாம்.
TMSTD41	வேதகால கணித வியலைப் போன்று அல்லாமல் கணித அறிவியல், ஜோதிட கணிதம், வானியல் கணிதம் என மூன்று பிரிவுகளாக பிரிவுற்று வளர்ந்தன.
TMSTD42	இக்கால கட்டத்தில்தான் கிரேக்கர்களிடமிருந்து ஜோதிடம் இந்தியாவில் நுழைந்ததாகவும், வானவியல் அறிவு நம்மிடமிருந்து கிரேக்கர்களுக்கு சென்றதெனவும் விவேகானந்தர் எடுத்துரைக்கிறார்.
TMSTD43	கி.மு.120-க்கும் பிந்தைய காலகட்டத்தில் யவனேஸ்வராவினால் எழுதப் பட்ட புகழ்மிக்க ஜோதிட நூல் இதனை மறைமுகமாக உணர்த்துகிறது.
TMSTD44	கணிதவியலின் சூனியம் (அல்லது) சூழி மனித சமுதாயத்திற்கே பழங்கால இந்தியா அளித்த பரிசு.
TMSTD45	இடமதிப்புத் திட்டத்தின் பயன்பாட்டிற்கு சுழி என்ற கருத்தே முழு முதற்காரணம்.
TMSTD46	எல்லா எண் களையும் பத்தே குறியீடுகளைக்கொண்டு குறிப்பிடமுடியும் என்ற கருத்து இடமதிப்புத் திட்டம் ஆகும்.
TMSTD47	இன்றைய கணினி முறைகளில் இன்றியமையாத அடித்தளமாக இருக்கும் எண்முறை (Binary) திட்டம் ஏற்பட அடிப்படை இடமதிப்புத் திட்டம் தான் இது.
TMSTD48	இக்காலகட்டத்தில் தோன்றிய ஆரியபட்டர் வானவியலில் மிகுந்த ஆர்வமுடையவர்.
TMSTD49	தன்னுடைய "ஆரியபட்டியம்' எனும் நூலில் நேரியல் சமன்பாடுகளுக்கு (Lixar equations) தீர்வுகாண தன்னுடைய கண்டுபிடிப்பான, குட்டகா என்னும் முறையை விவரித்துள்ளார்.
TMSTD50	அதோடு அல்லாமல் ஆரியபட்டா சைன் பட்டியல் எனும் கோண அளவுகளின் சைன் மதிப்புகளை நான்கு தசம இடமதிப்பிற்கு சரியாக, 0 டிகிரி முதல் 90 டிகிரி வரையிலான கோணங்களுக்கு மதிப்பைக் கண்டறிந்தவர் இவரே.
TMSTD51	இவருடைய நேரியல் சமன்பாடு ax+by+c ஆகும். இதில் a,b,c என்பன முழு எண்கள்.
TMSTD52	பிரம்மகுப்தர் முற்றொருமைகளை கண்டுபிடித்தவர்.
TMSTD53	இயற்கணிதத்தில் முற்றொருமை என்பது இரண்டு வர்க்கங்களின் கூட்டுத் தொகைகள் இரண்டின் பெருக்குதொகையும் இரண்டு வர்க்கங்களின் கூட்டுத்தொகையாக இருக்கும் என்பதுதான்.
TMSTD54	இது பிரம்ம குப்தரால் "பிரம்மஸ் புடசித்தாந்தம் என்ற நூலில் எழுதப்பட்டது. சிக்கலெண்களின் தொடர்பு, வட்ட நாற்கரத்தின் பரப்பு காணும் சூத்திரம்
TMSTD55	ஆகியவை பிரம்மகுப்தர் கணிதவியலுக்கு அளித்த மிகப்பெரிய பங்களிப்பு எனலாம்.
TMSTD56	இக்காலகட்டத்தில் வானவியல் கணக்கீடுகள் வேகமாக வளர்ச்சியடைய தொடங்கியிருந்ததை, வானில் நடைபெறும் நிகழ்வுகளான சூரியகிரகணம் மற்றும் சந்திர கிரகணம் ஆகியவற்றின் தோற்றங் கள் குறித்த கணக்கிட ஸ்ரீபதி மிஸ்வராவால் எழுதப்பட்ட "திகோடி தகர்னா' எனும் நூலில் காணலாம்.
TMSTD57	இக்காலகட்டங்களில் மகாவீரா எதிர்மாறு எண்களில் வர்க்கமூலம் இல்லை எனவும், உயர்ந்த அடுக்குள்ள பல்லுறுப்புகளையும் கொண்ட கணக்குகளுக்கு தீர்வுகளை கண்டறிந்தார்.
TMSTD58	மத்தியக் கால கட்டம்: மத்தியக் காலகட்டத்தில் பல கணிதவியலர்கள் இந்தியாவில் தங்களின் கணிதக் கண்டுபிடிப்புகளை வெளியிட்டுள்ளனர்.
TMSTD59	நாராயண பண்டிட், மாதவன், பரமேஸ்வரா, நீலகண்ட சோமையாஜி, ஜேஸ்ட தேவன், சங்கரவாரியர், அச்சுதபிஷரடி போன்றவர்கள் முக்கியமானவர்கள். பதினான்காம் நூற்றாண்டின் இறுதியில், இன்றைய கேரளாவில் பாரதபுழையின் கரையோரம் திருக்கன்டியூர், திருநாவாய திருப்பரங்கோடு மற்றும் ஆலத்தியூர் ஆகிய கிராமங்களை உள்ளடக்கிய பகுதியில் "நீள'' பள்ளி என்றழைக்கப்பட்ட குருகுலப்பள்ளி இயங்கி வந்தது. சாமுத்ரி அரசர்களின் பாதுகாப்பிலும், ஆதரவிலும் ஜோதிடவியலர்கள் மற்றும் கணிதவியலர்கள் வாழ்ந்து வந்தனர்.
TMSTD60	இவர்களுள் பிரசித்தம் பெற்றவர் சங்கம கிராம மாதவன்.
TMSTD61	பல நூல்கள் இயற்றியிருந்தாலும் இவருடைய "வேணுவாரோகம்' எனும் ஜோதிட சித்தாந்த நூல் மட்டுமே கிடைக்கப்பெற்றுள்ளது.
TMSTD62	இதில் முப்பத்தியாறு நிமிடங்களுக்கு ஒருமுறை வானில் சந்திரனின் நிலையும், அதன் வேகமும் கணக்கீடு செய்கிற முறை தான் முக்கிய அம்சம்.
TMSTD63	இவருடைய சீடர்களின் ஏடுகளிலிருந்து சங்கம கிராம மாதவனின் காலகட்டம் கி.பி.1350-க்கும் - 1925-க்கும் இடைப்பட்டதாக இருந்தது என்பதனை அறியமுடிகிறது.
TMSTD64	முடிவுறாத் தொடரை கண்டுபிடித்த சங்கம கிராம மாதவனின் காலகட்டத்திற்கு பிறகு, இரு நூறு ஆண்டுகள் கழித்து மேற்கத்திய கணித அறிஞர்களான ஜேம்ஸ் கிரிகோரி (1638 - 1675) லிபினிட்ஸ் (1646 - 1716) ஐசக் நியூட்டன் (1642 - 1772) அதே முடிவுறாத் தொடரைக் கண்டுபிடித்த னர் என்ற உண்மை நினைவில் கொள்ள வேண்டிய ஒன்று.
TMSTD65	பிறகு மாதவனின் கண்டு பிடிப்பை ஏற்று, மேற்கத்திய கணிதவியலர்கள் கிளியோரி-மாதவா தொடர், லிபினிட்ஸ் - மாதவா தொடர் என்றழைக்களாயினர்.
TMSTD66	முடிவிலாமல் நீளும் முடிவுறாத் தொடர் ஒரு முடிவுறு எண்ணை கொடுக்கக் கூடியது என்ற கண்டுபிடிப்பு அன்றைக்கு ஆயிரம் வருடம் பழமையான ஸீனோ (கி.பி.500) எனும் தத்துவஞானியின் சித்தாந்தத்தை உறுதிப்படுத்து வதாக இருந்தது.
TMSTD67	ஸீனோவின் தத்துவப்படி இயக்கம், சலனங்கள், மாற்றங்கள் என்பவை உண்மையல்ல.
TMSTD68	உண்மை எதுவென்றால் மாற்றமில்லா, தன்மையுடைய நிலையான பிரபஞ்சம்தான்.
TMSTD69	ஸீனோவினுடைய ஆமை, முயல் கதையில் ஒளிந்துள்ள கணிதத்தை விளக்குவதற்கு பல நூற்றாண்டுகள் காத்திருக்க வேண்டிவந்தது.
TMSTD70	ஒரு ஆமையும், முயலும் தமக்குள் ஒட்டப்பந்தயம் வைத்தது. தன்னுடைய தொடக்கப் புள்ளி முயலுடையதைவிட 50 மீட்டர் முன்னில் இருக்க வேண்டுமென்ற ஆமையின் நிர்பந்தத்தை முயல் ஏற்றுக்கொண்டது.
TMSTD71	புத்திசாலியான ஆமை, ஒட்டப்பந்தயத்தில் முயல் வெற்றிபெறப்போவ தில்லை என்று கூறியது.
TMSTD72	அதற்கான காரணத்தை இவ்வாறு விளக்கியது: "தனக்கு முன்னே செல்ல வேண்டுமானால் முயல் முதலில் 50 மீட்டர் தூரத்தை கடக்க வேண்டும், அந்த 50 மீட்டருக்கு முன்பு 25 மீட்டர் தூரத்தை கடக்க வேண்டும்.
TMSTD73	அதற்கு முன் 12 1/2 மீட்டர், 6 1/2 ... இவ்வாறான விதத்தில் கடந்தாக வேண்டும், எனக்கூறியது.
TMSTD74	அதாவது முயல், ஆமைக்கு முன் செல்ல வேண்டு மானால் 50/2 + 50/4 + 50/8 + 50/16 + 50/32 ... என்ற முடிவிலா தொடர் குறிப்பிடும் தூரத்தை கடந்தாக வேண்டும்.
TMSTD75	இந்த தூரம் முடிவிலாதது. ஆகையினால் முயல் வெற்றிபெற முடியாது என்ற இக்கதைக்கு விடையைக் கூற பல தலைமுறைகள் எடுத்தது.
TMSTD76	இவ்வகையில் முடிவிலாதொடர் கண்டுபிடித்ததில் சங்கம கிராம மாதவன் மேலைநாட்டவர்களின் கண்டு பிடிப்புகளுக்கு இருநூறு வருட முன்னோடி. இவரின் சீடர்களின் வரிசையில் வந்த ஜேஸ்ட தேவன் எழுதிய "யுக்தி பாஷா' நூலின் வாயிலாக நுண்கணிதம் (Calculas) முதன்முதலாக இந்தியாவில் வெளிவந்தது.
TMSTD77	ஒரு எண்ணின் தொகையீடு என்பது அவ்வெண்ணின் வர்க்கத்தின் பகுதி, அதாவது x2/2 என்று யுக்தி பாஷா நுண்கணிதத்தின் தீர்வுகளை எடுத்து வைக்கிறது.
TMSTD78	முக்கோண சைன் (Sin), கொசைன் (Cosain) கண்டுபிடிப்பு மட்டுமே போதுமானது உலக கணிதவியலர்கள் மத்தியில் சங்கம கிராம மாதவனின் புகழ் பிரகாசிக்க சங்கம கிராம மாதவனின் முக்கோணவியல் தொடர் பின்வருமாறு எழுதலாம்.
TMSTD79	இவ்வாறு - π (பை)ன் மதிப்பு தசம இடமதிப்பு மிகச்சரியாக 3.14159265359 எனக் கண்டறிந்தார்.
TMSTD80	இதன் பின்னர் முகலாயப் பேரரசு ஆட்சிக் காலத்தில் இந்தியாவில் குறிப்பிடத்தக்க வகையில் கணிதத்தில் முன்னேற்றம் இருந்ததற்கான சான்றுகள் கிடைக்கப்பெறவில்லை.
TMSTD81	ஆங்கில ஆட்சியில் கணிதவியலின் வளர்ச்சி: கல்வி வளர்ச்சி ஆங்கில ஆட்சி சுமூகமாக நடைபெற உதவும் நோக்கிலேயே இருந்தது.
TMSTD82	1857-இல் கல்கத்தா பம்பாய் மற்றும் சென்னை ஆகிய இடங்களில் பல்கலைகழகங்கள் தொடங்கப் பட்டன.
TMSTD83	இது முக்கியமாக, ஆங்கில அதிகாரத்தின் கீழ் நிர்வாகிகளாக பணிபுரியவும், அவர்களின் பல்வேறு அரசு துறைகளில் பணியாற்றவும் இந்தியர்களுக்கு பயிற்சி அளிப்பதையே முக்கிய நோக்கமாகக் கொண்டிருந்தது.
TMSTD84	ஆங்கிலேயர்கள் தனித்துவமான சிந்தனைகள் இந்தியர்களுக்கு தேவையற்ற ஆடம்பரம் என்று கருதி பல சமயங்களிலும் அவர்களை பின்னோக்கி செலுத்துகிற மனப்பாங்கையே கொண்டிருந்தனர்.
TMSTD85	ஆங்கிலேயருக்கு தேவை நன்கு பயின்று தேர்ந்த வேலைக்காரர்களேயின்றி சிந்தனையாளர்கள் அல்ல.
TMSTD86	சில சமூகத்தை சேர்ந்தவர்கள் ஆங்கிலேயர் களின் அடிமைகளாக, அவர்கள் கூறும் எதையும் செய்பவர்களாக இருந்தனர்.
TMSTD87	அத்தகையோருக்கு அக்காலகட்டத்தில் கல்வி, வேலை போன்ற அரசு அலுவலகங்களில் முன்னுரிமை இருந்தது.
TMSTD88	ஏனைய மக்கள் சுதந்திர வேட்கையில் போராட்டக் களத்தில் இருந்தனர்.
TMSTD89	பத்தொன்பதாம் நூற்றாண்டின் தொடக்க காலகட்டத்தில்தான் இரு மிகச்சிறந்த பல்கலைக் கழகங்கள் தோன்றின.
TMSTD90	அவை இந்தியாவில் கணிதவியல் அறிவை ஊக்குவித்தது.
TMSTD91	இந்திய கணிதவியல் சங்கம் : 1906-ஆம் ஆண்டு டிசம்பர் 25-ஆம் தேதி வி.ராமசாமி அய்யர், "எடின்பர்க் கணிதவியல் சொசைட்டி, போன்றதோர் கணிதவியலுக்கான பிரத்யேக அமைப்பை இந்தியாவில் நிறுவ எண்ணி, "அனலடிகல் கிளப்' என்ற பெயரில் கணிதவியலில் ஆர்வமுடைய சிறு நண்பர்கள் குழுவை ஒற்றிணைத்தார்.
TMSTD92	கணிதவியல் தொடர் பான இதழ்கள், புதிய கணித நூல்கள் போன்றவற்றை வருவித்து தங்களுக்குள்ளே பரிமாறிக் கொள்ள முடிவெடுக்கப்பட்டது.
TMSTD93	இந்த நிகழ்வு தான் 1907-ஆம் ஆண்டு கணிதவியல் சொசைட்டி யாக மாறியது.
TMSTD94	பம்பாய் மற்றும் சென்னை பல்கலைக்கழகங்களில் பணியாற்றிய எம்.ஏ மற்றும் பி.ஏ பட்டம் பெற்ற தேர்ந்த ஆசிரியர்களை கண்டறிந்து அவர்களை உறுப்பினர்களாக்கினார்.
TMSTD95	முதலில் பல்வேறு கணித ஏடுகளை சேகரித்து ஒரு நூலகத்தை ஏற்படுத்தி, மாதம் இருமுறை குழுவின் நிலை பற்றிய சுற்றறிக்கை தயாரித்து, அதன் உறுப்பினர்களுக்கு தெரியப் படுத்தப்பட்டது.
TMSTD96	மிக விரைவிலேயே 1905 முதல் தொடர்ந்து நாராயணன் அய்யங்காரின் கணித கட்டுரைகளும், கேள்வி பதில் விளக்கங்களும் அவ்வேடு தாங்கி வெளிவந்தது. அதில் வெளிவந்த முதல் கட்டுரைகள் ஆர்.பரண்ஞ்யை எழுதிய "ஆன் த' மற்றும் நாராயண ஐயங்கார் எழுதிய "த நைன் பாய்ண்ட் சர்க்கிள்' ஆகும்.
TMSTD97	ஆரம்பத்தில் புனேயிலுள்ள பெர்சென் கல்லூரியை தலைமையிடமாகக் கொண்டு இயங்கியது.
TMSTD98	அதன் முதல்வர் பரண்ஞ்யை கௌரவ உறுப்பினராகவும், நூலகராகவும் செயல்பட்டார்.
TMSTD99	அன்றைய பம்பாய் இந்தியக் கணிதவியல் சங்கத்தின் தலைமையிடமாக கூறப் பட்டாலும் உண்மையில் இந்தியாவின் தபால் மையமாக செயல்பட்ட புனேதான் அதன் மையம், அக்காலத்தில் தபால் மூலமாகவே அனைத்து நூல்களும், இதழ்களும் அனுப்பி வைக்க முடிந்தது என்பதே இதன் முக்கிய காரணம்.
TMSTD100	கல்கத்தா கணிதவியல் சங்கம் (அ) கழகம் : ஒரே காலகட்டத்தில் இந்தியாவின் இரு வேறு பகுதிகளில், கிழக்கிலும் (கல்கத்தா) மேற்கிலும் (பம்பாய்) கணிதவியல் சங்கங்கள் தொடங்கப் பட்டது.
TMSTD101	கல்கத்தா கணிதவியல் சங்கத்தின் தலைவராக நீதியரசர் அசுதோஷ் முகர்ஜி செயல் பட்டார்.
TMSTD102	சினேகலதா மைத்ரா இதன் முதல் பெண் உறுப்பினர்.
TMSTD103	சங்கத்தின் கூட்டம் மாதம் ஒருமுறை நடத்தப்பட்டு, கூட்டத்தில் குறைந்தது ஒன்று அல்லது இரண்டு கட்டுரைகள் சமர்ப்பிக்கப் பட்டன.
TMSTD104	இது "புல்லட்டின் ஆப் கல்கத்தா' மாத இதழை வெளியிட்டது.
TMSTD105	இந்தியக் கணிதவியல் சங்கத்தினைபோன்றல்லாமல், இது மாத இதழ்களில் ஆராய்ச்சி கட்டுரைகளை கட்டாய மாகக் கொண்டிருந்தது.
TMSTD106	கூட்டங்களுக்கான அறிவிப்புகளை கொண்டிருக்க வில்லை. மாறாக கணித ஆராய்ச்சி கட்டுரைகளும், புதிய கணித நூல்களை பற்றிய விமர்சனங்களும் இடம் பெற்றிருந்தன.
TMSTD107	1923-ஆம் ஆண்டு இச்சங்கத்தின் தலைவராக கேம்பிரிட்ஜ் பல்கலைகழகத்தில் பயின்ற கணேஷ் பிரசாத் பொறுப்பு தலைவரானார்.
TMSTD108	இவர் பனாரஸ் கணிதவியல் சங்கம் என்றும் சங்கத்தை பனாரஸ் பல்கலைக்கழகத்தில் பணியாற்றிய போது நிறுவி னார், இவரின் பொடென்சியல் தேற்றம், வகைபாட்டு வடிவியல், நிலையான வளைவு பரப்புகள் ஆகியவற்றை பற்றிய ஆராய்ச்சிக் கட்டுரைகள் ஆங்கிலேய முறையை தழுவியிருந்தது.
TMSTD109	ஏறக்குறைய இதே காலகட்டத்தில், தமிழ்நாட்டின் கும்பகோணத்தில் பிறந்த கணித மேதை சீனிவாச ராமானுஜம், 1910-இல் தன்னுடைய ஆசிரியரான கே.எஸ்.பத்ராச் சாரியாரால் சி.ராமசாமி அய்யருக்கு அறிமுகம் செய்து வைக்கப்பட்டார்.
TMSTD110	ராமானுஜம் தனக்கு தோன்றும் கணக்குகளின் தீர்வுகளை தன்னுடைய நோட்டு புத்தகத்தில் குறித்துவைப்பது வழக்கம்.
TMSTD111	அவ்வாறு குறித்து வைத்த கணக்குகளின் தீர்வுகளை ராமசாமி அய்யரிடம் காண்பித்தபோது, கணித தீர்வுகளுக்கு விரிவான விளக்கங்கள் இல்லாவிட்டாலும் அதன் முடிவுகள் மிகச்சரியாக இருப்பதை உணர்ந்து, செல்வந்தரும் கணிதவியலருமான திவான் பகதூர் ஆர்.ராமசந்திர ராவிடம் அனுப்பி வைத்தார்.
TMSTD112	ராமானுஜரின் பெர்னாலிஸ் எண்களின் சில பண்புகள் எனும் கட்டுரை இந்திய கணிதவியல் சங்கத்தின் இதழில் வெளியானது.
TMSTD113	மேற்படிப்புக்காக இங்கிலாந்து சென்ற ராமானுஜம் டிரினிடாட் பல்கலைகழகத்தில் தனது 21 ஆராய்ச்சி கட்டுரைகளை சமர்பித்தார்.
TMSTD114	முடிவுறா தொடர் கணக்கீடு குறிப்பாக அஸிம்டோடிக் மற்றும் விரிதொடர் இவற்றை ஈலர்-மெக்லரின் தொடர்க்கூட்டு சூத்திரத்தின் உதவியினால் கண்டுபிடித்த தேற்றம் ஆகியவற்றில் சிறந்து விளங்கினார்.
TMSTD115	கடவுள் நம்பிக்கை மிகுந்த ராமானுஜம், கடவுள் என் முன்னால் தோன்றி தன் நாவில் சமன்பாடுகளை எழுதுவதாக கூறினார்.
TMSTD116	இதை ஆதரித்தவர்களும் உண்டு. மூடநம்பிக்கையும் விஞ்ஞானமும் அக்காலத்தில் பிணைந்திருந்ததை இந்நிகழ்ச்சி காட்டுகிறது.
TMSTD117	கல்கத்தா கணிதவியல் சங்கம் பயன்பாட்டு கணிதத்தை ஆதரிப்பாக இருந்தது.
TMSTD118	சென்னையின் கணித தீர்வுகள் உண்மைத்தன்மையின் அமைந்த கணிதவியலை ஆதரித்தது.
