ID	Value
TMNSDD22	அனர்ந்த முகாமைத்துவ அமைச்சு மற்றும் மனித உரிமைகள் ஆகியவற்றின் மேற்பார்வையின் கீழ் அனர்த்த முகாமைத்துவ அமைச்சினால் ஒழுங்குபடுத்தப்பட்ட இரண்டாம் மற்றும் மூன்றாம் நிகழ்ச்சித்திட்டங்கள் முறையே இரத்தினபுரி மற்றும் கண்டி மாவட்டங்களில் இடம்பெற்றன.
TMNSDD23	தேசிய பாதுகாப்பு தின நினைவு கொண்டாட்டங்களில் பலதரப்பட்ட இயல்புகள் இருந்தபோதும், அனர்த்தங்கள் பற்றிய விழிப்பூட்டல் மற்றும் அதன் அபாயத்தை தவிர்க்கும் முறைகளில் நிறுவனங்களின் பங்களிப்பும் அது பற்றி சமூகங்களுக்கு உணர்த்துவதும் ஆகிய இரு முக்கிய குறிக்கோள்களை அடிப்படையாகக் கொண்டதாகவே அது அமைந்தது.
TMNSDD24	மேலும், மாகாணக் கல்வி திணைக்களத்தின் ஒத்துழைப்பின் உதவியுடன் பாடசாலை மாணவர்களுக்கிடையில் பலதரப்பட்ட வயதுப் பிரிவுகளில் கட்டுரை, ஓவியப்போட்டிகளை அனர்த்த முகாமைத்துவம் ஏற்பாடு செய்துள்ளது.
TMNSDD25	இந்நாட்டின் பொறுப்புள்ள வருங்கால பிரஜைகளாகிய மாணவர்கள் தாம் பெற்ற அனர்த்த முகாமைத்துவம் பற்றிய அறிவு சம்பந்தப்பட்ட செய்தியை முன்னெடுத்து செல்ல உதவி செய்வது என இப்போட்டிகள் இறுதி நோக்கமாகக் கொண்டுள்ளன.
TMNSDD26	இவ்வருட நினைவுவிழாக் கொண்டாட்ட நிகழ்ச்சிகள் மாகாணசபை கேட்போர் கூடத்தில் நடைபெற்றது.
TMNSDD27	கௌரவ ரத்னகிரி விக்கிரமநாயக்க, பிரதம அமைச்சர் அவர்கள் பிரதம விருந்தினராகக் கலந்து கொண்டார்.
TMNSDD28	இத்தேசிய நிகழ்வில் கௌரவ அனர்த்த முகாமைத்துவ மற்றும் மனித உரிமைகளுக்கான அமைச்சர் மற்றும் ஏனைய அமைச்சரவை அமைச்சர்கள், மத்திய அரசு மற்றம் மாகாணசபை அமைச்சர்கள் அத்தோடு உயர்மட்ட அரசாங்க அதிகாரிகள் மற்றும் ஏனைய முக்கியஸ்தர்களும் கலந்து கொண்டனர்.
TMNSDD29	பாகிஸ்தானின் தேசிய பாதுகாப்பு ஆலோசகர் சர்ஜித்அஜிஸ் இன்று சல்மான்குர்ஷித்துடன் சந்திப்பு.
TMNSDD30	ஆசிய-ஐரோப்பிய கலந்துரையாடலில் பங்குபெற கடந்த ஞாயிறு அன்று இந்தியா வந்தார் பாகிஸ்தானின் தேசிய பாதுகாப்பு ஆலோசகர் சர்ஜித்அஜிஸ்.
TMNSDD31	இந்நிலையில் இன்று பிற்பகல் அவர் புதுதில்லியில் இந்திய வெளியுறவுத்துறை அமைச்சர் சல்மான் குர்ஷித்தை சந்திக்க உள்ளதாக தகவல்கள் தெரிவிக்கின்றன.
TMNSDD32	இந்த சந்திப்பில் 2003ம் ஆண்டு போர் நிறுத்த ஒப்பந்தத்தை மீறி இந்திய எல்லையில் நடக்கும் தாக்குதல், அத்துமீறல்கள் குறித்தும், கடந்த 2008ம் ஆண்டு நடந்த மும்பை தாக்குதல் குறித்து விவாதிக்கப்படும் என தெரிகிறது.
TMNSDD33	இதற்கு முன் அஜிஸ் மற்றும் குர்ஷித் சந்திப்பு நியூயார்கில் ஐ.நா.பொது சபை கூட்டத்தின் போது நடந்துள்ளது.
TMNSDD34	இருவரும் இருநாடு பிரதமர்களுடன் ஐ.நா பொதுகூட்டத்திற்காக சென்ற போது சந்தித்துக்கொணடனர் என்பது குறிப்பிடத்தக்கது.
TMNSDD35	ஆழிப்பேரலை ஏற்பட்டு இன்றுடன் 8 வருடங்கள் பூர்த்தியாகின்றன.
TMNSDD36	இந்நிலையில், இன்று தேசிய பாதுகாப்பு தினம் பிரகடனப்படுத்தப்பட்டுள்ளது.
TMNSDD37	இதனை முன்னிட்டு நாடளாவிய ரீதியில் இன்று விஷேட நிகழ்வுகள் ஏற்பாடு செய்யப்பட்டுள்ள நிலையில், இதன் பிரதான நிகழ்வு பதுளை மாவட்டத்தில் இடம்பெறவுள்ளது.
TMNSDD38	இதில், ஜனாதிபதி மஹிந்த ராஜபக்ஷ கலந்துகொள்ளவுள்ளார் என்று தெரிவிக்கப்படுகின்றது.
TMNSDD39	இதேவேளை , ஆழிப்பேரலைக்குப் பலியானோரை நினைவுகூர்ந்து இன்று காலை 9.25 முதல் 9.27 வரையான இரண்டு நிமிடங்களில் மௌன அஞ்சலி செலுத்துமாறு அனர்த்த முகாமைத்துவ அமைச்சு , நாட்டு மக்களிடம் வேண்டுகோள் விடுத்துள்ளது .
TMNSDD40	இந்த மௌன அஞ்சலிக்கான ஏற்பாடுகளை மேற்கொள்ளுமாறு அனைத்து அரசதுறை , தனியார்துறை நிறுவனங்களையும் அனர்த்த முகாமைத்துவ அமைச்சு கேட்டுள்ளது .
TMNSDD41	கடந்த 2004ஆம் ஆண்டு டிசெம்பர் மாதம் 26ஆம் தேதி, இந்தோனேஷியாவின் சுமாத்ரா தீவுக்கருகில் ஏற்பட்ட பூகம்பத்தைத் தொடர்ந்து தாக்கிய  ` சுனாமி `  ஆழிப்பேரலை காரணமாக இலங்கை, இந்தோனேஷியா, இந்தியா, தாய்லாந்து, மலேஷியா, மாலைதீவு ஆகிய நாடுகளில் சுமார் 280,000 பேர் பலியாகினர் .
TMNSDD42	இதனால், இலங்கையில் மாத்திரம் 40ஆயிரத்துக்கும் மேற்பட்டோர் பலியாகியமை குறிப்பிடத்தக்கது .
TMNSDD43	அமெரிக்க தேசிய பாதுகாப்பு அமைப்பின் இயக்குநராக, அந்நாட்டின் மூத்த கடற்படை அதிகாரியை அதிபர் ஒபாமா நியமிக்க உள்ளார்.
TMNSDD44	அமெரிக்க கடற்படையின் துணை அட்மிரலாக இருப்பவர் மைக்கேல் ரோஜர்ஸ் (53). அவரை அமெரிக்காவின் தேசிய பாதுகாப்பு அமைப்பின் இயக்குநராக நியமிக்க ஒபாமா முடிவு செய்துள்ளார் .
TMNSDD45	இதுகுறித்து அமெரிக்க பாதுகாப்புத்துறை அமைச்சர் சக்ஹேகல் கூறுகையில்,  `` எனது பரிந்துரையை ஏற்று கடற்படை அதிகாரி மைக்கேல் ரோஜர்ஸ தேசிய பாதுகாப்பு அமைப்பின் இயக்குநராகவும் அதிபர் ஒபாமா நியமிக்க உள்ளது மகிழ்ச்சி அளிக்கிறது.
TMNSDD46	அமெரிக்காவின் தேசிய பாதுகாப்பு அமைப்புக்கு இது இக்கட்டான காலக்கட்டமாகும் .
TMNSDD47	எனவே, ரோஜர்ஸ் தனது திறமைகளையும், தனித் தன்மையையும் வெளிப்படுத்தி தேசிய பாதுகாப்பு அமைப்பு தனது சீரிய பணிகளைத் தொடரும் வகையிலும், அதிபர் ஒபாமாவின் சீர்திருத்த நடவடிக்கைகளை அமல்படுத்தும் வகையிலும் செயல்பட வேண்டும் என்றார் .
TMNSDD48	திருவள்ளூர் கலெக்டர் அலுவலகத்தில் தேசிய நுகர்வோர் பாதுகாப்பு தின விழா கொண்டாடப்பட்டது .
TMNSDD49	கலெக்டர் வீரராகவராவ் தலைமை தாங்கினார் .
TMNSDD50	மாவட்ட வழங்கல் மற்றும் நுகர்வோர் பாதுகாப்பு அலுவலர் ஜெயராமன் வரவேற்றார் .
TMNSDD51	சிறந்த குடிமக்கள் நுகர்வோர் மன்ற விருதுகள் பொன்னேரி ஸ்ரீசந்திரபிரபு ஜெயின் கல்லூரி, ஸ்ரீதேவி கலை, அறிவியல் கல்லூரி, வேப்பம்பட்டு ஸ்ரீராம் கலை மற்றும் அறிவியல் கல்லூரிக்கு வழங்கப்பட்டது .
TMNSDD52	சிறந்த நுகர்வோர் நடவடிக்கைக்கான விருது எஸ்.சுகந்தி, எஸ்.திம்மராயன், வி.ஆர்.ஹரிநாகார்ஜூன் ஆகியோருக்கு கலெக்டர் வீரராகவராவ் வழங்கினார்.
TMNSDD53	இதில் மாவட்ட வருவாய் அலுவலர் செல்வமணி, கூட்டுறவு சங்கங்களின் மண்டல இணைப்பதிவாளர் கோ. செந்தில்குமார், குடிமக்கள் நுகர்வோர் மன்ற ஒருங்கிணைப்பாளர் ரமணி, நுகர்வோர் குழு உறுப்பினர்கள் ஜெயக்குமார் ஆகியோர் வாழ்த்துரை வழங்கினர்.
TMNSDD54	மாவட்ட வழங்கல் அலுவலரின் நேர்முக உதவியாளர் கணேசன் நன்றி கூறினார்.
TMNSDD55	கோத்தாவின் தேசிய பாதுகாப்பு ஊடக நிலையம் திடீரெனக் கலைப்பு.
TMNSDD56	தேசிய பாதுகாப்புக்கான ஊடக நிலையம் கலைக்கப்பட்டுள்ளதாக சிறிலங்கா அதிபரின் ஊடகப் பிரிவு அறிவித்துள்ளது.
TMNSDD57	சிறிலங்கா பாதுகாப்புச் செயலர் கோத்தாபய ராஜபக்சவின் நேரடிக் கண்காணிப்பின் கீழ், லக்ஸ்மன் ஹுலுகல்லவை தலைவராக கொண்டு, தேசிய பாதுகாப்புக்கான ஊடக நிலையம் செயற்பட்டு வந்தது.
TMNSDD58	இது நேற்றுடன் (நொவம்பர் 1ம் நாள்) கலைக்கப்பட்டு விட்டதாக, சிறிலங்கா அதிபரின் ஊடகப் பேச்சாளர் மொகான் சமரநாயக்க சற்றுமுன்னர் தகவல் வெளியிட்டுள்ளார்.
TMNSDD59	இந்த முடிவுக்கு எந்த சிறப்புக் காரணமும் இல்லை. இது பாதுகாப்பு அமைச்சின் கீழ் இயங்கி வந்த ஒரு அமைப்பு.
TMNSDD60	பாதுகாப்பு அமைச்சு இதற்கான முடிவை எடுத்துள்ளது என்றும் அவர் மேலும் தெரிவித்துள்ளார்.
TMNSDD61	உண்மை நல்லிணக்க ஆணைக்குழு அமைப்பது தொடர்பாக பேச்சு நடத்த வருமாறு தமிழ்த் தேசியக் கூட்டமைப்புக்கு தென்னாபிரிக்கா அழைப்பு விடுத்துள்ளதாக கொழும்பு ஆங்கில வாரஇதழ் ஒன்று தகவல் வெளியிட்டுள்ளது.
TMNSDD62	சிறிலங்காவில் நிலையான அமைதியை ஏற்படுத்துவதற்கு உண்மை நல்லிணக்க ஆணைக்குழுவை அமைப்பதற்கு உதவத் தயாராக இருப்பதாக, அண்மையில் கொழும்பு வந்திருந்த தென்னாபிரிக்க அதிபர் ஜேக்கப் சூமா சிறிலங்கா அதிபர் மகிந்த ராஜபக்சவிடம் தெரிவித்திருந்தார்.
TMNSDD63	இந்த திட்டத்துக்கு தென்னாபிரிக்கா உதவியளிக்கும் என்றும் அவர் குறிப்பிட்டிருந்தார்.
TMNSDD64	தமிழ்த் தேசியக் கூட்டமைப்பின் தலைவர்களையும் தென்னாபிரிக்க அதிபர் ஜேக்கப் சூமா கொழும்பில் சந்தித்து, இந்தத் திட்டம் குறித்து எடுத்துக் கூறியிருந்தார்.
TMNSDD65	அதற்கு, தமிழ்த் தேசியக் கூட்டமைப்பின் தலைவர்கள், தாம் இந்தியாவுடன் கலந்துரையாடிய பின்னர் பதிலளிப்பதாக கூறியிருந்தனர்.
TMNSDD66	இந்தநிலையில், தமது யோசனை குறித்த பதிலுடன் தென்னாபிரிக்காவுக்கு வருமாறு தமிழ்த் தேசியக் கூட்டமைப்புக்கு பிரிட்டோரியா அழைப்பு விடுத்துள்ளது.
TMNSDD67	அடுத்த வாரங்களில் தமிழ்த் தேசியக் கூட்டமைப்பின் பிரதிநிதிகள் குழு பிரிட்டோரியா வரும் என்றும் தென்னாபிரிக்கா தெரிவித்துள்ளது என்றும் கொழும்பு ஆங்கில வாரஇதழ் குறிப்பிட்டுள்ளது.
TMNSDD68	உள்நாட்டு விவகாரம் தொடர்பாக எந்தவொரு வெளிநாடும் கொடுக்கும் காலக்கெடுவை சிறிலங்கா ஏற்றுக் கொள்ளாது என்று சிறிலங்கா வெளிவிவகார அமைச்சர் ஜி.எல்.பீரிஸ் தெரிவித்துள்ளார்.
TMNSDD69	தமது சொந்த நலனுக்காக, தமது நாட்டுக்குள் எழுகின்ற அழுத்தங்களுக்காக, சிறிலங்காவின் விவகாரங்களை மதிப்பிடும் போது அனைத்துலக சமூகம் நியாயமாக நடந்து கொள்ள வேண்டும் .
TMNSDD70	விடுதலைப் புலிகளாலும் அவர்களின் ஆதரவாளர்களாலும் திரட்டப்பட்ட நிதி, சில நாடுகளின் அரசியல்வாதிகளின் தேர்தல் பரப்புரைகளுக்காக பயன்படுத்தப்படுகிறது.
TMNSDD71	நான்கு ஆண்டுகளுக்கு முன்னர் போர் முடிவுக்கு வந்த போதிலும், புலிகளால் சேகரிக்கப்பட்ட நிதி இப்போதும் சிறிலங்காவின் பெயரைக் கெடுப்பதற்காக பயன்படுத்தப்பட்டு வருகிறது.
TMNSDD72	உள்நாட்டு விவகாரங்கள் குறித்து வேறு நாடுகள் காலக்கெடு விதிப்பதை ஏற்க முடியாது என்றும், வெளிநாட்டு அழுத்தங்களுக்கு அடிபணியப் போவதில்லை என்றும் சிறிலங்கா அதிபர் மகிந்த ராஜபக்ச தெளிவாக கூறியுள்ளார்.
TMNSDD73	நாம் செல்ல வேண்டிய திசையை தீர்மானிக்க வேண்டியது நாமே, தவிர வேறெந்த நாடும் அதைச் செய்ய முடியாது.
TMNSDD74	எத்தகைய மிரட்டல் விடுக்கப்பட்டாலும், எத்தகைய விலை செலுத்த நேரிட்டாலும், இன்னொரு நாட்டினது பொறுப்பை சிறிலங்கா அரசாங்கம் நிறைவேற்றாது.
TMNSDD75	நாம் எந்தக் காலக்கெடுவையும் ஏற்கப் போவதில்லை.
TMNSDD76	அனைத்துலக நியமங்கள் எல்லா நாடுகளுக்கும் சமமானதாக இருக்க வேண்டும்.
TMNSDD77	எந்தவொரு நாட்டுக்கும் தெரிவு செய்யப்பட்டதாக இருக்கக்கூடாது” என்றும் அவர் தெரிவித்துள்ளார்.
TMNSDD78	தேசிய பாதுகாப்பு தொடர்பான ஊடக நிலையம் சென்ற டிசம்பர்2ஆம் திகதி திங்கட்கிழமை முதல் முதலாம் திகதியிலிருந்து நடைமுறைப்படுத்தப்படும் வகையில் நீக்கப்பட்டுள்ளது.
TMNSDD79	ஜனாதிபதி ஊடகப் பேச்சாளர் மோஹான் சமரநாயக்க இதனை தெரிவித்தார்.
TMNSDD80	இதற்கமைய இந்த ஊடக நிலையத்தின் பணிப்பாளர் நாயகமாக கடமை புரிந்த லக்ஷ்மன் ஹுலுகல்ல வகித்த பதவியும் நீக்கப்பட்டுள்ளது.
TMNSDD81	தேசிய பாதுகாப்பு தொடர்பான ஊடக மத்திய நிலையத்தின் இணைய தளம் தொடர்ந்தும் ஸ்தம்பித நிலையில் காணப்படுவதாக கொழும்பு ஊடகமொன்று தகவல் வெளியிட்டுள்ளது.
TMNSDD82	ஆறு மாதங்களுக்கு முன்னதாக குறித்த இணையத் தளத்தின் மீது சைபர் தாக்குதல் நடத்தப்பட்டது.
TMNSDD83	தேவையான சந்தர்ப்பத்தில் மீள இயங்கும் என தேசிய பாதுகாப்பு தொடர்பான ஊடக மத்திய நிலையத்தின் பணிப்பாளர் லக்ஸ்மன் ஹூலுகல்ல தெரிவித்துள்ளார்.
TMNSDD84	எவ்வாறெனினும், என்ன காரணத்திற்காக இணைய தளத்தை இயக்கும் பணிகள் தாமதமடைகின்றது என்பது பற்றி அறிவிக்கவில்லை.
TMNSDD85	இது ஒர் நிர்வாகப் பிரச்சினை எனவும் அது குறித்து அறிவிக்க வேண்டியதில்லை எனவும் அவர் சுட்டிக்காட்டியுள்ளார்.
TMNSDD86	தேசிய பாதுகாப்பு தொடர்பான விவகாரங்களை ஊடகங்களுக்கும் பொதுமக்களுக்கும் வழங்கும் நிறுவனமாக தேசிய பாதுகாப்பு தொடர்பான ஊடக மத்திய நிலையம் இயங்கி வருகின்றமை குறிப்பிடத்தக்கது.
TMNSDD87	இலங்கை தேசிய பாதுகாப்பு ஊடக மையம் மீது இணையவழித் தாக்குதல், இணையத்தளம் துடைத்தழிப்பு.
TMNSDD88	கடந்த தைத்திருநாளன்று (14.01.2013) இந்தத் தாக்குதலை ‘கேம் ஓவர்’ என்ற குறியீட்டுப் பெயருடன் அனாமதேய இணையவழித் தாக்குதலாளி ஒருவர் நிகழ்த்தியிருப்பதாக ஈ-ஹக்கிங் நியூஸ் எனப்படும் இணையத்தளம் தகவல் வெளியிட்டுள்ளது.
TMNSDD89	இதன்பொழுது சிறீலங்கா தேசிய பாதுகாப்பு ஊடக மையத்தின் தகவல் தளத்தைக் கைப்பற்றிய தாக்குதலாளி அதில் பதிவு செய்யப்பட்டிருந்த கடவுப்பெயர், கடவுச்சொல் போன்றவற்றையும், சிங்கள அரசுடன் தொடர்பைப் பேணி வந்தோரின் மின்னஞ்சல் முகவரிகளையும் பிறிதொரு இணையத்தளத்தில் வெளியிட்டுள்ளார்.
TMNSDD90	முஸ்லிம் பெண்கள் பொது இடங்களில் முகத்தை மூடும் படியாக நிகாப் மற்றும் புர்கா ஆடைகளை அணிவதை உடனடியாக தடை செய்யவேண்டும் என பொது பல சேனா அமைப்பு தெரிவித்தது.
TMNSDD91	சட்டம் ஒன்றினைபாராளுமன்றத்தினூடாக கொண்டு வந்து முகம் மூடுவதை முற்றாக இல்லாதொழிக்க வேண்டுமெனவும் அவ்வாறு செய்யாவிடில் தொடர்ச்சியாக பொது பல சேனா எதிர்ப்பினை வெளிப்படுத்த வேண்டி வரும் எனவும் அந்த அமைப்பின் செயலாளர் கலகொட அத்தே ஞானசார தேரர் தெரிவித்தார்.
TMNSDD92	கொழும்பில் இன்று நடைபெற்ற அந்த அமைப்பின் ஊடகவியலாளர் சந்திப்பின் போதே அவர் இதனை தெரிவித்தார்.
TMNSDD93	வளர்ச்சியடைந்த ஐரோப்பாவின் பல நாடுகள் இன்று பொது இடங்களில் முகம் மூடுவதை தடை செய்துள்ளன.
TMNSDD94	முகம் மூடுவதை தடை செய்வது அடிப்படை உரிமை மீறல் ஆகாது. பெல்ஜிய நீதிமன்றம் ஒன்று முகம் மூடுவதை தடை செய்து பிறப்பித்த உத்தரவில் அது சுட்டிக்காட்டப்பட்டுள்ளது.
TMNSDD95	தேசிய பாதுகாப்புக்கு குறித்த உடை அச்சுறுத்தலாக உள்ளது. அண்மையில் மாமா அஸ்மி என்ற பாதாள உலகக் கோஷ்டியை சேர்ந்த குற்றவாளி பொலிசாரினால் சுட்டுக்கொல்லப்பட்டார்.
TMNSDD96	அவர் நீண்ட நாட்களாக பிடிபடாமல் இருந்தமைக்கு முகத்தை மூடி அணியும் முஸ்லிம் பெண்களின் உடையே காரணம்.
TMNSDD97	அதனுள்ளேயே அவர் பதுங்கியிருந்தார். இது போல எத்தனை பேர் பதுங்கியுள்ளார்கள்.
TMNSDD98	பொது இடங்களில் முகத்தினை மூடிக்கொண்டு செல்வதால் தேசிய பாதுகாப்பு பெரும் அச்சுறுத்தலுக்கு உள்ளாகியுள்ளது.
TMNSDD99	நாட்டின் தேசிய பாதுகாப்புக்கு அச்சுறுத்தல் ஏற்படும் வகையில் வதந்திகளை அல்லது தகவல்களை வெளியிடும் தனிப்பட்ட நபர்கள் மற்றும் குழுக்கள் தொடர்பில் தகவல்கள் கிடைக்கப்பெற்றுள்ளதாகவும் எனவே தேசிய பாதுகாப்பிற்கு அச்சுறுத்தல் ஏற்படும் வகையில் செய்திகளை பரப்பு வோருக்கு எதிராக நடவடிக்கை எடுக்கப்படவுள்ளதாக அரசாங்கம் தெரிவித்துள்ளது.
TMNSDD100	நாட்டின் தேசிய பாதுகாப்பிற்கு அச்சுறுத்தல் ஏற்படும் வகையிலோ அல்லது அரசாங்கத்திற்கு அபகீர்த்தி ஏற்படுத்தும் வகையிலோ செயற்படும் தனிப்பட்ட நபர்கள் அல்லது குழுக்களை கைது செய்து சட்ட நடவடிக்கை எடுக்கப்பட உள்ளதாக பாதுகாப்பு அமைச்சகம் அறிவித்துள்ளதுடன் இது தொடர்பில் நடவடிக்கை எடுக்குமாறு பாதுகாப்புச் செயலாளர் கோதபாய ராஜபக்ஷ, புலனாய்வுப் பிரிவினருக்கு உத்தரவினை பிறப்பித்துள்ளார்.
TMNSDD101	தெற்கு கடும்போக்குடைய சிங்கள அமைப்புக்கள் அரசாங்கத்திற்கு எதிராக செயற்பட்டு வருவதாகத் தெரிவிக்கப்படுவதுடன் சிங்கள மற்றும் முஸ்லிம் கடும்போக்கு அமைப்புக்கள் தேச விரோத வதந்திகளை பரப்பி வருவதாகத் தெரிவித்ததுடன் இவ்வாறான சம்பவங்கள் தொடர்பில் விசாரணைகள் ஆரம்பிக்கப்பட்டுள்ளதாகத் பாதுகாப்பு அமைச்சு தெரிவித்துள்ளது.
TMNSDD102	தேசிய பாதுகாப்புக்கு எதிராக ஐக்கிய நாடுகள் மனித உரிமைப் பேரவையின் ஆணையாளர் நவனீதம்பிள்ளை விடுத்த கோரிக்கைகளை அரசாங்கம் நிராகரித்துள்ளது.
TMNSDD103	சிங்களப் பத்திரிகையொன்று இந்தத் தகவலை வெளியிட்டுள்ளது.
TMNSDD104	பயங்கரவாதத் தடைச் சட்டத்தை ரத்து செய்தல், வடக்கில் இராணுவத்தை அகற்றுதல், பாரிய குற்றச் செயல்களுடன் தொடர்புடைய 800 புலி உறுப்பினர்களை விடுதலை செய்தல் மற்றும் போலிஸ் திணைக்களத்தை நீதி அமைச்சிடம் ஒப்படைத்தல் போன்ற கோரிக்கைகள் விடுக்கப்பட்டுள்ளன.
TMNSDD105	நவனீதம்பிள்ளையின் இந்த அனைத்து கோரிக்கைகளும் தேசிய பாதுகாப்புக்கு அச்சுறுத்தல் ஏற்படுத்தக் கூடியதென அரசாங்கம் அறிவித்துள்ளது.
TMNSDD106	எனவே இந்தக் கோரிக்கையை ஏற்றுக் கொள்ளப் போவதில்லை என அரசாங்கம் திட்டவட்டமாக அறிவித்துள்ளது.
TMNSDD107	அரசு சார்பற்ற நிறுவனங்கள் சிலவற்றின் கோரிக்கைக்கு அமையவே இவ்வாறு நவனீதம்பிள்ளை கோரிக்கை விடுத்துள்ளதாக சிங்களப் பத்திரிகையில் தெரிவிக்கப்பட்டுள்ளது.
TMNSDD108	நாட்டின் இறைமை, ஒருமைப்பாட்டைப் பாதுகாத்து அரசியல் சாசனத்தில் வலியுறுத்தப்படும் ஜனநாயக பாரம்பரியங்களை பேணி பாதுகாக்கும் பொறுப்பு ஆயுதப் படையினருக்கு உண்டு.
