ID	Value
TMSED2026	மேற்கூரிய\JJ வாசகத்தை\N_NN ஆராய்ந்த\V_VM_VNF போது\PSP கற்றவனின்\N_NN சிறப்பை\N_NN காணலாம்\V_VM_VF .\RD_PUNC
TMSED2027	அதாவது\CC_CCS இக்கல்விக்காக\RB உயிர்\N_NN கொடுத்தோர்\V_VM_VNF மரணிப்பதில்லை\V_VAUX .\RD_PUNC
TMSED2028	என்பது\CC_CCS_UT கல்வி\N_NN கற்றவர்\N_NN மரணித்துவிடுவார்\V_VM_VF .\RD_PUNC
TMSED2029	ஆனால்\CC_CCS அவர்\PR_PRP கற்ற\JJ ,\RD_PUNC கற்பித்த\N_NN கல்வி\N_NN இந்த\DM_DMD உலகம்\N_NN அழியும்\V_VM_VNF வரை\PSP இருந்தே\V_VM_VNF ஆகும்\V_VAUX .\RD_PUNC
TMSED2030	இதனையே\PR_PRP கல்விக்காக\RB உயிர்\N_NN கொடுத்தோர்\V_VM_VNF மரணிப்பதில்லை\V_VAUX என\CC_CCS_UT கூறப்படுகிறது\V_VM_VF .\RD_PUNC
TMSED2031	இதற்கு\PR_PRP சிறந்த\JJ உதாரணம்\N_NN 1400\QT_QTC வருடங்களுக்கு\N_NN முன்\N_NST கற்பித்த\V_VM_VINF புனித\JJ இஸ்லாம்\N_NN மார்க்கம்\N_NN இன்று\N_NST வரை\PSP நடைமுறைபடுத்தப்படுகிறது\V_VM_VF .\RD_PUNC
TMSED2032	இதனைப்\PR_PRP போதித்தவர்\N_NN மரணித்துவிட்டார்\V_VM_VF .\RD_PUNC
TMSED2033	அவர்\PR_PRP கற்பித்தவை\N_NN இன்றும்\N_NST எம்மத்தியில்\N_NN காணப்படுவதை\V_VM_VNG காணலாம்\V_VM_VF .\RD_PUNC
TMSED2034	``\RD_PUNC தான்\RP_RPD இன்புறுவது\V_VM_VNG உலகின்\N_NN பிறர்\N_NN கண்டு\V_VM_VNF காமுருவர்\N_NN கற்றரிந்தார்\V_VM_VF .\RD_PUNC ``\RD_PUNC
TMSED2035	ஒருவன்\N_NN தான்\RP_RPD கற்ற\JJ கல்வியின்\N_NN இன்பத்தை\N_NN உணர்ந்தானாயின்\N_NN அவன்\PR_PRP மீண்டும்\RB கற்பதையே\V_VM_VNG விரும்புவான்\V_VM_VF .\RD_PUNC
TMSED2036	இது\PR_PRP கல்வியின்\N_NN பண்பாக\RB கருதப்படுகிறது\V_VM_VF .\RD_PUNC
TMSED2037	மாந்தர்\N_NN தம்\PR_PRP கற்றனைத்தூரும்\N_NN அறிவு\N_NN என்பது\CC_CCS_UT வள்ளுவர்\N_NNP கண்ட\JJ வாழ்க்கை\N_NN நெறியாகும்\V_VM_VF .\RD_PUNC
TMSED2038	கல்வி\N_NN மனித\JJ அடிப்படை\N_NN உரிமைகளில்\N_NN ஒன்று\V_VM_VF .\RD_PUNC
TMSED2039	அறிவியற்கல்வி\N_NN ,\RD_PUNC சமூக\JJ அறிவியற்கல்வி\N_NN ,\RD_PUNC அழகியல்\N_NN கல்வி\N_NN ஆகிய\JJ மூன்றும்\QT_QTC வாழ்க்கைக்கு\N_NN அவசியமானவை\V_VM_VF .\RD_PUNC
TMSED2040	ஒருவனுக்கு\N_NN பெருமையையும்\N_NN புகழையும்\N_NN தரக்கூடிய\JJ செல்வம்\N_NN கல்விச்செல்வம்\N_NN தவிர\PSP வேறில்லை\V_VM_VF .\RD_PUNC
TMSED2041	கல்வி\N_NN தொழிலுக்கு\N_NN வழி\N_NN காட்டுகிறது\V_VM_VF .\RD_PUNC கல்வி\N_NN என்பது\CC_CCS_UT வாழ்க்கை\N_NN வாழ்வதற்காக\RB உதவும்\N_NN கருவியாகும்\V_VM_VF .\RD_PUNC
TMSED2042	அறிவியலும்\N_NN சமூகமும்\N_NN வாழ்நாள்\N_NN முழுவதும்\N_NN தொடரும்\N_NN கருவியாகும்\V_VM_VF .\RD_PUNC
TMSED2043	வாழ்க்கையின்\N_NN நோக்கம்\N_NN என்ன\PR_PRQ என்பதை\CC_CCS_UT இனங்கண்டு\V_VM_VNF அதற்கேற்ப\JJ கற்க\V_VM_VINF வேண்டும்\V_VAUX .\RD_PUNC
TMSED2044	வாழ்க்கையை\N_NN நெறிப்படுத்தவும்\V_VM_VINF மேம்படுத்தவும்\V_VM_VINF கல்வியை\N_NN பயன்படுத்த\V_VM_VINF வேண்டும்\V_VAUX .\V_VM_VF
TMSED2045	கல்வி\N_NN கற்றவரிடம்\N_NN ஒழுக்கம்\N_NN பண்பு\N_NN நேர்மை\N_NN நீதி\N_NN இவைகள்\PR_PRP அனைத்தும்\N_NN ஒருங்கே\RB அமைந்து\V_VM_VNF காணப்படும்\V_VM_VF .\RD_PUNC
TMSED2046	எனவே\CC_CCS கல்வியானது\N_NN ஒரு\JJ மனிதனின்\N_NN முக்கிய\JJ தேவையாக\RB இருக்கிறது\V_VM .\RD_PUNC
TMSED2047	எந்தவொரு\JJ சமூகமும்\N_NN கல்வி\N_NN இல்லாமல்\RP_NEG இருப்பது\V_VM_VNG இக்காலத்தைப்\N_NN பொருத்த\V_VM_VNF வரை\PSP மிகவும்\RP_INTF தாழ்வாகவும்\RB இழிவாகவும்\RB கருதப்படும்\V_VM_VF .\RD_PUNC
TMSED2048	எனவே\CC_CCS இவ்வாறு\RB பார்க்கும்\V_VM_VNF போது\PSP கல்வியின்\N_NN முக்கியத்துவத்தை\N_NN அறிய\V_VM_VINF முடிகின்றது\V_VAUX .\RD_PUNC
TMSED2049	ஒருவன்\N_NN கல்வி\N_NN கற்றால்\N_NN எவ்வாறு\RB சமூகத்தில்\N_NN மதிக்கப்படுகின்றான்\V_VM_VF என்பதை\CC_CCS_UT விளங்க\V_VM_VINF முடியும்\V_VAUX இவ்வாறு\RB கல்வியை\N_NN கற்று\V_VM_VNF சமூகத்தில்\N_NN சிறந்ததோர்\N_NN பிரஜையாக\RB வாழ\JJ கல்வி\N_NN உதவுகின்றது\V_VM_VF .\RD_PUNC
TMSED2050	கலை\N_NN மற்றும்\CC_CCD அறிவியல்\N_NN கல்லூரிகளில்\N_NN உயர்த்தப்பட்ட\JJ தேர்வுக்கட்டணம்\N_NN நிறுத்திவைக்கப்பட்டுள்ளதாக\RB தமிழ்நாடு\N_NNP மாநில\JJ உயர்கல்வி\N_NN மன்றம்\N_NN அறிவித்துள்ளது\V_VM_VF .\RD_PUNC
TMSED2051	தமிழ்நாட்டில்\N_NNP உள்ள\JJ அரசு\N_NN கலை\N_NN மற்றும்\CC_CCD அறிவியல்\N_NN கல்லூரிகள்\N_NN ,\RD_PUNC அரசு\N_NN உதவி\N_NN பெறும்\JJ கலை\N_NN அறிவியல்\N_NN கல்லூரிகள்\N_NN ,\RD_PUNC சுயநிதி\N_NN கலை\N_NN அறிவியல்\N_NN கல்லூரிகளில்\N_NN தேர்வுக்கட்டணம்\N_NN உள்ளிட்ட\JJ கட்டணங்கள்\N_NN உயர்த்தப்பட்டதாக\RB கூறி\V_VM_VNF அதை\PR_PRP திரும்ப\RB பெறக்கோரி\V_VM_VNF இந்திய\JJ மாணவர்\N_NN சங்கம்\N_NN சார்பில்\N_NN நேற்று\N_NST தமிழ்நாடு\N_NNP மாநில\JJ உயர்கல்வி\N_NN மன்றம்\N_NN முன்பாக\RB போராட்டம்\N_NN நடந்தது\V_VM_VF .\RD_PUNC
TMSED2052	இது\PR_PRP குறித்து\V_VM_VNF மாநில\JJ உயர்கல்வி\N_NN மன்ற\JJ உறுப்பினர்\N_NN செயலாளர்\N_NN பேராசிரியர்\N_NN கரு\N_NNP .\RD_PUNC நாகராஜன்\N_NNP கூறுகையில்\V_VM_VNF ,\RD_PUNC கடந்த\JJ பிப்ரவரி\N_NN மாதம்\N_NN தமிழக\JJ பல்கலைக்கழக\JJ தேர்வுக்கட்டுப்பாட்டாளர்கள்\N_NN கூட்டம்\N_NN சென்னையில்\N_NNP உள்ள\JJ மாநில\JJ உயர்கல்வி\N_NN மன்றத்தில்\N_NN நடைபெற்றது\V_VM_VF .\RD_PUNC
TMSED2053	கூட்டத்தில்\N_NN விடைத்தாள்\N_NN திருத்தும்\V_VM_VNF பணிக்கு\N_NN ஆசிரியர்கள்\N_NN கூடுதல்\N_NNV கட்டணம்\N_NN கேட்கிறார்கள்\V_VM_VNF .\RD_PUNC மேலும்\CC_CCD கேள்வித்தாள்\N_NN உள்ளிட்டவைக்கும்\V_VM_VNF செலவு\N_NN அதிகமாகிறது\V_VM_VF .\RD_PUNC
TMSED2054	எனவே\CC_CCS தேர்வுக்காக\RB மாணவர்களிடம்\N_NN வசூலிக்கும்\N_NN கட்டணத்தை\N_NN உயர்த்தவேண்டும்\V_VM_VNF என்று\CC_CCS_UT கூறினார்கள்\V_VM_VF .\RD_PUNC
TMSED2055	அதைத்\PR_PRP தொடர்ந்து\V_VM_VNF தேர்வுக்கட்டணம்\N_NN உள்ளிட்ட\JJ சில\QT_QTF கட்டணங்கள்\N_NN உயர்த்த\JJ அந்த\DM_DMD கூட்டத்தில்\N_NN முடிவு\N_NN செய்யப்பட்டது\V_VM_VF .\RD_PUNC
TMSED2056	ஆனால்\CC_CCS அதைத்\PR_PRP தொடர்ந்து\V_VM_VNF அடுத்த\JJ கட்டமாக\RB மாநில\JJ உயர்கல்வி\N_NN மன்ற\JJ கூட்டம்\N_NN அமைச்சர்\N_NN பழனியப்பன்\N_NNP தலைமையில்\N_NN நடைபெற்றது\V_VM_VF .\RD_PUNC
TMSED2057	அந்த\DM_DMD கூட்டத்தில்\N_NN ஏற்கனவே\RB நடந்த\V_VM_VNF கூட்டத்தில்\N_NN உயர்த்தப்பட்ட\V_VM_VNF கட்டண\JJ உயர்வு\N_NN நிறுத்திவைக்க\V_VM_VINF முடிவு\N_NN செய்யப்பட்டது\V_VM_VF .\RD_PUNC
TMSED2058	உடனடியாக\RB விரைவில்\RB மாநில\JJ உயர்கல்வி\N_NN மன்ற\JJ கூட்டத்தில்\N_NN தேர்வுக்கட்டணம்\N_NN உள்ளிட்ட\JJ பல்வேறு\JJ கட்டணம்\N_NN குறித்து\V_VM_VNF இறுதி\N_NN முடிவு\N_NN எடுக்கப்படும்\V_VM_VF .\RD_PUNC
TMSED2059	மாணவர்களுக்கு\N_NN கட்டண\JJ உயர்வு\N_NN நிறுத்திவைக்கப்பட்டுள்ளது\V_VM_VF என்பதை\CC_CCS_UT தெரிவித்துக்கொள்கிறேன்\V_VM_VF ”\RD_PUNC என்று\CC_CCS_UT கூறினார்\V_VM_VF .\RD_PUNC
TMSED2060	தமிழ்நாட்டில்\N_NNP மேம்படுத்தப்பட்ட\JJ சட்ட\JJ உயர்கல்வி\N_NN வழங்கப்படும்\V_VM_VNF வகையில்\N_NN ஸ்ரீரங்கம்\N_NNP வட்டத்தில்\N_NN தேசிய\JJ சட்டப்பள்ளி\N_NN நிறுவப்படும்\V_VM_VF என்று\CC_CCS_UT முதல்\N_NN –\RD_PUNC அமைச்சர்\N_NN ஜெயலலிதா\N_NNP தலைமையில்\N_NN 7\QT_QTC .\RD_PUNC 7\QT_QTC .\RD_PUNC 2011\QT_QTC அன்று\N_NST நடைபெற்ற\JJ அமைச்சரவைக்\N_NN கூட்டத்தில்\N_NN தீர்மானிக்கப்பட்டது\V_VM_VF .\RD_PUNC
TMSED2061	அதன்படி\PR_PRP ,\RD_PUNC தமிழகத்தில்\N_NNP உயர்\JJ தரத்துடன்\N_NN கூடிய\JJ சட்டக்கல்வி\N_NN அளிப்பதற்கு\V_VM_VNG ஏதுவாக\RB 2012ஆம்\QT_QTO ஆண்டு\N_NN தமிழ்நாடு\N_NNP தேசிய\JJ சட்டப்பள்ளி\N_NN சட்டம்\N_NN இயற்றப்பட்டது\V_VM_VF .\RD_PUNC
TMSED2062	இந்தச்\DM_DMD சட்டத்தின்படி\N_NN தேசிய\JJ சட்டப்பள்ளிக்கு\N_NN சென்னை\N_NNP உயர்நீதிமன்ற\JJ தலைமை\N_NN நீதிபதி\N_NN வேந்தராகவும்\RB ,\RD_PUNC சட்டத்துறை\N_NN அமைச்சர்\N_NN இணை\N_NN வேந்தராகவும்\RB செயல்படுவார்கள்\V_VM_VF .\RD_PUNC
TMSED2063	இவ்வகையில்\N_NN ,\RD_PUNC திருச்சிராப்பள்ளி\N_NNP மாவட்டம்\N_NN ,\N_NN ஸ்ரீரங்கம்\N_NNP தாலூகாவிலுள்ள\JJ நவலூர்\N_NNP குட்டப்பட்டுவில்\N_NNP 25\QT_QTC ஏக்கர்\N_NN நிலப்பரப்பில்\N_NN சுமார்\N_NN 4,55,658\QT_QTC சதுர\JJ அடி\N_NN அளவில்\N_NN தமிழ்நாடு\N_NNP தேசிய\JJ சட்டப்பள்ளி\N_NN அமைக்கப்படுவதற்கான\JJ பல்வேறு\JJ மாதிரி\N_NN வடிவமைப்புகளை\N_NN ஆய்வு\N_NN செய்து\V_VM_VNF ,\RD_PUNC அதில்\PR_PRP சிறப்பான\JJ ஒன்றை\N_NN தெரிவு\N_NN செய்த\JJ முதல்\N_NN –\RD_PUNC அமைச்சர்\N_NN ஜெயலலிதா\N_NNP 13\QT_QTC .\RD_PUNC 2\QT_QTC .\RD_PUNC 2012\QT_QTC அன்று\N_NST இதற்கான\JJ அடிக்கல்லை\N_NN நாட்டினார்\V_VM_VF .\RD_PUNC
TMSED2064	தமிழ்நாடு\N_NNP தேசிய\JJ சட்டப்பள்ளிக்கு\N_NN ,\RD_PUNC துணைவேந்தர்\N_NN அலுவலகம்\N_NN ,\RD_PUNC பார்வையாளர்கள்\N_NN அறை\N_NN ,\RD_PUNC மாநாட்டு\N_NN அரங்கம்\N_NN ,\RD_PUNC ஆட்சிக்குழு\N_NN அலுவலகம்\N_NN ,\RD_PUNC ஆட்சிப்பேரவை\N_NN அலுவலகம்\N_NN ,\RD_PUNC பதிவாளர்\N_NN அலுவலகம்\N_NN ,\RD_PUNC துணை\N_NN பதிவாளர்\N_NN அலுவலகம்\N_NN ,\RD_PUNC நிதி\N_NN அலுவலர்\N_NN அலுவலகம்\N_NN ,\RD_PUNC தொலைதூர\JJ கல்வி\N_NN இயக்குநர்\N_NN அலுவலகம்\N_NN ,\RD_PUNC மக்கள்தொடர்பு\N_NN அலுவலர்\N_NN அலுவலகம்\N_NN ஆகியவை\N_NN கொண்ட\JJ நிருவாக\RB வளாகம்\N_NN ;\RD_PUNC
TMSED2065	வங்கி\N_NN ,\RD_PUNC அஞ்சலகம்\N_NN ,\RD_PUNC இலவச\JJ சட்ட\JJ உதவி\N_NN மையம்\N_NN ,\RD_PUNC தேசிய\JJ மாணவர்\N_NN படை\N_NN அலுவலகம்\N_NN ,\RD_PUNC தேசிய\JJ சேவை\N_NN திட்ட\JJ அலுவலகம்\N_NN ,\RD_PUNC உள்ளிட்ட\JJ பல்வேறு\JJ சேவைகள்\N_NN கொண்ட\JJ வளாகம்\N_NN .\RD_PUNC
TMSED2066	16\QT_QTC வகுப்பறைகள்\N_NN ,\RD_PUNC 3\QT_QTC விரிவுரை\N_NN அரங்குகள்\N_NN ,\RD_PUNC 3\QT_QTC கருத்தரங்கு\N_NN அரங்குங்கள்\N_NN ,\RD_PUNC உள்ளிட்ட\JJ இளநிலை\N_NN பட்டதாரி\N_NN வளாகம்\N_NN மற்றும்\CC_CCD இளநிலை\N_NN மாணவ\JJ ,\RD_PUNC மாணவியர்\N_NN தங்கும்\JJ விடுதிகள்\N_NN ஆகியவைகள்\N_NN கட்டி\N_NN முடிக்கப்பட்டுள்ளது\V_VM_VF .\RD_PUNC
TMSED2067	மேலும்\CC_CCD ,\RD_PUNC இந்த\DM_DMD சட்டப்பள்ளிக்கு\N_NN பயிற்சி\N_NN மையம்\N_NN ,\RD_PUNC நூலகம்\N_NN ,\RD_PUNC முதுநிலை\N_NN பட்டப்படிப்பு\N_NN மாணவ\JJ ,\RD_PUNC மாணவியர்\N_NN தங்கும்\JJ விடுதிகள்\N_NN ,\RD_PUNC விருந்தினர்\N_NN இல்லம்\N_NN ,\RD_PUNC தேர்வு\N_NN அரங்கு\N_NN ,\RD_PUNC பல்நோக்கு\N_NN அரங்கு\N_NN ,\RD_PUNC துணைவேந்தர்\N_NN குடியிருப்பு\N_NN ,\RD_PUNC பிற\JJ குடியிருப்புகள்\N_NN ,\RD_PUNC உள்\N_NN விளையாட்டரங்கம்\N_NN ,\RD_PUNC தடகள\JJ விளையாட்டு\N_NN மைதானம்\N_NN உள்ளிட்ட\JJ இதரப்பணிகள்\N_NN மேற்கொள்ளப்பட்டு\V_VM_VNF வருகிறது\V_VAUX .\RD_PUNC
TMSED2068	தமிழ்நாடு\N_NNP தேசிய\JJ சட்டப்பள்ளிக்கு\N_NN 2013\QT_QTC –\RD_PUNC 2014ஆம்\QT_QTO கல்வி\N_NN ஆண்டில்\N_NN வெளிநாட்டில்\N_NN வாழும்\N_NN இந்தியருக்கென\JJ ஒதுக்கப்பட்டுள்ள\V_VM_VNF 10\QT_QTC இடங்களையும்\N_NN சேர்த்து\V_VM_VNF ,\RD_PUNC 100\QT_QTC மாணவ\JJ ,\RD_PUNC மாணவியர்\N_NN சேர்க்கப்படுவர்\V_VM_VF .\RD_PUNC
TMSED2069	ஸ்ரீரங்கத்தில்\N_NNP நிறுவப்பட்டுள்ள\JJ இந்தப்\DM_DMD புதிய\JJ தமிழ்நாடு\N_NNP தேசிய\JJ சட்டப்பள்ளியை\N_NN சென்னை\N_NNP உயர்நீதிமன்ற\JJ தலைமை\N_NN நீதியரசர்\N_NN (\RD_SYM பொறுப்பு\N_NN )\RD_SYM ராஜேஷ்குமார்\N_NNP அக்ரவால்\N_NNP முன்னிலையில்\N_NN முதல்\N_NN –\RD_PUNC அமைச்சர்\N_NN ஜெயலலிதா\N_NNP இன்று\N_NST காணொலிக்\N_NN காட்சி\N_NN மூலமாக\RB திறந்துவைத்து\V_VM_VNF ,\RD_PUNC 7\QT_QTC மாணவ\JJ ,\RD_PUNC மாணவியருக்கு\N_NN சேர்க்கை\N_NN அனுமதி\N_NN ஆணைகளை\N_NN வழங்கி\V_VM_VNF வாழ்த்தினார்\V_VM_VF .\RD_PUNC
TMSED2070	தமிழ்நாடு\N_NNP தேசிய\JJ சட்டப்பள்ளி\N_NN திறப்புவிழாவில்\N_NN ,\RD_PUNC சென்னை\N_NNP உயர்நீதிமன்ற\JJ தலைமை\N_NN நீதியரசர்\N_NN (\RD_SYM பொறுப்பு\N_NN )\RD_SYM ராஜேஷ்குமார்\N_NNP அக்ரவால்\N_NNP 5\QT_QTC மாணவ\JJ ,\RD_PUNC மாணவியருக்கு\N_NN சேர்க்கை\N_NN அனுமதி\N_NN ஆணைகளை\N_NN வழங்கினார்\V_VM_VF .\RD_PUNC
TMSED2071	இந்த\DM_DMD நிகழ்ச்சியில்\N_NN ,\RD_PUNC சென்னை\N_NNP உயர்நீதிமன்ற\JJ நீதியரசர்\N_NN எம்.ஜெய்சந்திரன்\N_NNP ,\RD_PUNC நீதியரசர்\N_NN வி.தனபாலன்\N_NNP ,\RD_PUNC அமைச்சர்கள்\N_NN மற்றும்\CC_CCD அரசு\N_NN உயர்\JJ அலுவலர்கள்\N_NN கலந்துகொண்டனர்\V_VM_VF .\RD_PUNC
TMSED2072	தமிழ்நாட்டில்\N_NNP தற்போது\RB 18\QT_QTC அரசு\N_NN மருத்துவக்கல்லூரிகள்\N_NN செயல்பட்டு\V_VM_VNF வருகின்றன\V_VAUX .\RD_PUNC
TMSED2073	அரசு\N_NN மருத்துவக்கல்லூரிகள்\N_NN இல்லாத\JJ மாவட்டங்களில்\N_NN அரசு\N_NN மருத்துவக்கல்லூரிகள்\N_NN படிப்படியாக\RB தொடங்கப்பட\V_VM_VINF வேண்டும்\V_VAUX என்பது\CC_CCS_UT முதல்\N_NN –\RD_PUNC அமைச்சர்\N_NN ஜெயலலிதா\N_NNP தலைமையிலான\JJ அரசின்\N_NN கொள்கையாகும்\V_VM_VF .\RD_PUNC
