ID	Sentence
TMLD41	இந்திய சபைகள் சட்டம், 1892 மாகாண சட்டமன்றங்களை நிறுவியது மற்றும் சட்ட சபையின் அதிகாரங்களை அதிகரித்தது.
TMLD42	இந்த சட்டங்களால் அரசாங்கத்தில் இந்தியர்களின் பிரதிநிதித்துவம் அதிகரித்த போதிலும், அவர்களின் அதிகாரம் குறைவாகத் தான் இருந்தது.
TMLD43	இந்திய சபைகள் சட்டம், 1909 மற்றும் இந்திய அரசுச் சட்டம், 1919 ஆகியவற்றால் இந்தியர்களின் பங்கு மேலும் விரிவடைந்தது.
TMLD44	இந்திய அரசு சட்டம் 1935 யின் விதிகள் முழுமையாக அமல்படுத்தப்படவில்லை ,எனினும் இந்திய அரசியலமைப்பில் ஒரு பெரும் தாக்கத்தை ஏர்படுத்தியது.
TMLD45	சுதந்திர இந்தியாவின் அரசியலமைப்பின் பல முக்கிய அம்சங்கள் நேரடியாக இந்த சட்டத்தில் இருந்து எடுக்கப்பட்டன.
TMLD46	கூட்டாட்சி அரசாங்கம் அமைப்பு, மாகாண சுயாட்சி, கூட்டாட்சி சட்டமன்றம் மற்றும் சட்ட அதிகாரங்களை மத்தியிலும் மாகாணங்களின் இடையிலும் பிரித்தல் ஆகியவற்றை தற்போது இந்திய அரசியலமைப்பு அவை சட்டத்தின் விதிகளில் இருந்து எடுத்துக்கொண்டது.
TMLD47	1946 இல், பிரித்தானியப் பிரதமர் கிளெமென்ட் அட்லி அதிகாரத்தை பிரித்தானிய இந்தியாவிடமிருந்து இந்திய தலைமைக்கு மாற்ற விவாதித்து முடிவு செய்யவும், காமன்வெல்த்து நாடுகளின் ஒரு அங்கமாக இந்தியாவை மேலாட்சி அரசுமுறையின் கீழ் சுதந்திரம் வழங்க ஒரு அமைச்சரவைக் குழுவை உருவாக்கினார். இக்குழு கேபினட்டு மிஷன் என அழைக்கப்பட்டது.
TMLD48	பிரித்தானிய இந்திய மாநிலங்களில் ஒதுக்கப்பட்டிருந்த 296 இடங்களுக்கான தேர்தல் ஆகத்து 1946 இல் நிறைவு பெற்றது.
TMLD49	இந்திய அரசியலமைப்பு நிர்ணய மன்றம் திசம்பர் 9, 1946 அன்று முதல் கூடி புதிய அரசமைப்பை உருவாக்கும் வேலையைத் தொடங்கியது.
TMLD50	சூலை 18, 1947 பிரித்தானிய நாடாளுமன்றத்தில் இந்திய விடுதலை (சுதந்திர)ச் சட்டம் நிறைவேற்றப்பட்டது.
TMLD51	அது இரண்டு புதிய சுதந்திர மேலாட்சி நாடுகளான - இந்தியா மற்றும் பாக்கிஸ்தான் என்று பிரித்தானிய இந்தியாவைப் பிரித்து அவர்கள் தங்களின் ஒரு புதிய அரசியலமைப்பு சட்டம் எழுதபடும் வரை, காமன்வெல்த் நாடுகள் கீழ் இருக்க வேண்டும் என்றது.
TMLD52	தனி மாநிலங்களுக்காக அரசமைப்பு சபை இரண்டாக பிரிக்கப்பட்டு, ஒவ்வொரு புதிய சட்டமன்றத்திற்கும் சம்பந்தப்பட்ட அரசாங்க அதிகாரங்கள் வழங்கப்பட்டது.
TMLD53	சட்டம் மேலும் மற்ற மன்னர் ஆளும் மாநிலங்களை ஏதாவது ஒன்றின் அடியே இணையச் சொன்னது.இந்திய அரசியலமைப்பு 1950 ஆம் ஆண்டு சனவரி 26 அன்று வழக்குக்கு வந்த போது இந்திய விடுதலலச் சட்டம் நீக்கப்பட்டது.
TMLD54	இந்தியா ஆங்கிலேயர் ஆட்சியிலிருந்து விடுப்பட்டு இறையாண்மை கொண்ட மக்களளட்சிக் குடியரசாக மாறியது. 26நவம்பர், 1949 தேசிய சட்டம் தினம் என்று அறியப்படுகின்றது.
TMLD55	மத்திய மாகாண சட்டமன்றங்களால் தேர்ந்தெடுக்கப்பட்ட உறுப்பினர்களால் தேர்ந்தெடுக்கப்பட்ட இந்திய உறுப்பினர்களால் அரசியலமைப்பு நிர்ணய மன்றம் அமைக்கப்பட்டது.
TMLD56	ஜவகர்லால் நேரு, சி ராஜகோபாலாச்சாரி, ராஜேந்திர பிரசாத், சர்தார் வல்லபாய் படேல், சன்திப் குமார் படேல், டாக்டர் அம்பேத்கர், மவுலானா அபுல் கலாம் ஆசாத், ஷ்யாமா பிரசாத் முகர்ஜி, நளினி ரஞ்சன் கோஷ், மற்றும் பால்வந்த் சிங் மேத்தா ஆகியோர் சட்டமன்றத்தில் சில முக்கிய பிரமுகர்களாக இருந்தன
TMLD57	தாழ்த்தபட்ட வகுப்புகளை சேர்ந்த 30 மேற்பட்ட உறுப்பினர்கள் அங்கு இருந்தன. பிராங்க் அந்தோணி ஆங்கிலோ இந்திய சமூகத்தை பிரதிபலித்தர். மற்றும் பார்சி இனத்தவர்களை ஹெச்பி மோடி பிரதிநிதித்துவம் கொன்டிருந்தார்.
TMLD58	சிறுபான்மையினர் குழுவின் தலைவராக,ஆங்கிலோ இந்தியர்கள் தவிர மற்ற அனைத்து கிரிஸ்துவர்களின் பிரதிநிதியாக ஃஅரென்ட்ர Cஊமர் Mஊகெர்ஜீ என்ற புகழ்பெற்ற கிரிஸ்துவர் இருந்தார்.
TMLD59	அரி பகதூர் குறூங் கோர்கா சமூகத்தை பிரதிபலித்தார். ஆல்லாடி கிருஷ்ணசாமி ஐயர், பி ஆர் அம்பேத்கர், பெனகல் நர்சிங்க் ராவ் மற்றும் கி.மீ. முன்ஷி,கனேஷ் மவ்லன்கர் போன்ற முக்கிய நடுவர்கள் சட்டமன்ற உறுப்பினர்களாக இருந்தனர்.
TMLD60	சரோஜினி நாயுடு, ஹன்சா மேத்தா, துர்காபாய் தேஷ்முக், ராஜ்குமாரி அம்ரித் கவுர் மற்றும் விஜயலட்சுமி பண்டிட் போன்றவர்கள் முக்கியமான பெண்கள் உறுப்பினர்களாக இருந்தனர்.
TMLD61	அரசமைப்பு சபையின் முதல் ஜனாதிபதியாக டாக்டர் சச்சிதானந்தன் சின்ஹா இருந்ததார். பின்னர், ராஜேந்திர பிரசாத் சட்டசபை தலைவராக தேர்ந்தெடுக்கப்பட்டார். அரசமைப்பு சபை உறுப்பினர்கள் டிசம்பர் 9, 1946 அன்று முதல் முறையாகக் கூடினர்.
TMLD62	சட்டமன்றத்தின் 14 ஆகஸ்ட் 1947 கூட்டத்தில், பல்வேறு குழுக்களை உருவாக்கும் ஒரு திட்டம் வழங்கப்பட்டது.
TMLD63	அத்தகைய குழுக்களில் அடிப்படை உரிமைகள், யூனியன் நாடுகள் குழு மற்றும் மத்திய அரசியல் குழு அடங்கியிருந்தன.
TMLD64	29 ஆகஸ்ட் 1947 அன்று, வரைவு குழு,தலைவரை டாக்டர் அம்பேத்கராக கொண்டு மற்றும் ஆறு உறுப்பினர்கள் இணைந்து நியமிக்கப்பட்டது.
TMLD65	ஒரு வரைவு அரசியலமைப்பு தயாரிக்க பட்டு 4 நவம்பர், 1947 அன்று சட்டமன்ற குழுவிடம் சமர்பித்தது.
TMLD66	இந்திய அரசியலமைப்பை உறுவாக்கியவர்கள் , பல வெளிப்புற ஆதாரங்களை தழுவினாலும் , மிக அதிக அளவில் பிரிட்டிஷ் முறையான பாராளுமன்ற ஜனநாயகத்தால் ஈர்க்கப்பட்டனர்.
TMLD67	கூடுதலாக பல கொள்கைகளை அமெரிக்க அரசியலமைப்பிலிருந்து ஏற்றுக்கொள்ளப்பட்டன . அரசாங்கத்தின் முக்கிய கிளைகள் மத்தியில் அதிகார பிரிப்பு, ஒரு உச்ச நீதிமன்ற நடைமுறை, மற்றும் கூட்டாட்சி கட்டமைப்பு ஆகிய கொள்கைகள் அடங்கும்.
TMLD68	சட்டமன்ற அரசியலமைப்பு தத்தெடுக்கும் முன்னதாக 2 ஆண்டுகள் 11 மாதங்கள் மற்றும் 18 நாட்கள் முழுவதும் கொண்ட மொத்தம் 166 நாட்கள், பொது திறந்த அமர்வுகளில் சந்தித்தது.
TMLD69	சில மாற்றங்களுக்கு பிறகு, சட்டமன்றத்தின் 308 உறுப்பினர்களும் இரண்டு ஒப்பந்ததிலும் (இந்தி மற்றும் ஆங்கிலம்)24 ஜனவரி,1950 அன்று கையெழுத்து இட்டனர்.
TMLD70	இந்தியாவின் உண்மையான அரசியலமைப்பு கையால் எழுதப்பட்டு,பியூகார் ராம்மனோஹர் சின்ஹா மற்றும் மற்றவர்கள் உட்பட சாந்திநிகேதன் கலைஞர்கள் மூலம் அலங்கரிக்கப்பட்டுள்ளது. இரண்டு நாட்களுக்கு பின்னர், 26 ஜனவரி 1950 அன்று, இந்திய அரசியலமைப்பு இந்திய அனைத்து மாநிலங்கள் மற்றும் பிரதேசங்களின் சட்டம் ஆனது.
TMLD71	அரசியல், அதன் தற்போதைய வடிவத்தில் (மார்ச்,2011), ஒரு முன்னுரை, 450 கட்டுரைகள், 12 அட்டவணை, 2 பின் இணைப்பு மற்றும் 114 திருத்தங்களை இன்றுவரை கொண்டு மொத்தம் 24 பகுதிகளை கொண்டுள்ளது.
TMLD72	இது கூட்டாட்சி தத்துவம் கொன்டது எண்றாலும் ஒரு வலுவான ஒற்றை சார்பு கொண்டிருக்கிறது
TMLD73	துரதிர்ஷ்டவசமாக, அது சம அளவு இரண்டு நிலைமைகளையும் உறுதி செய்ய ஒரு முறையை திட்டமிடுவது இதுவரை சாத்தியமே இல்லை.
TMLD74	அமெரிக்க முறையில் இல்லாத தினசரி பொறுப்பு மதிப்பீடு குறித்த காலத்து மதிப்பீட்டை விட மிகவும் பயனுள்ளதக இந்தியா போன்ற நாடுகளில் மிகவும் பயனுள்ளதாக அமையும்.
TMLD75	வரைவு அரசியலமைப்பு நிலைத்தன்மையைவிட பொறுப்புக்கு விருப்பமாக பாராளுமன்ற அமைப்புக்கு பரிந்துரைத்துள்ளது. ”
TMLD76	கூட்டாட்சி அமைப்பு:அரசியலமைப்பு மத்தியில் மற்றும் மாநிலங்கள் இடையே அதிகாரங்களை பகிர்ந்து வழங்குகிறது.
TMLD77	இது பாராளுமன்றம் மற்றும் மாநில சட்டமன்றங்களின் சக்திகளை மூன்று பட்டியல்,அதாவது மத்திய பட்டியல், மாநில பட்டியல் மற்றும் உடன்நிகழ்கிற பட்டியலில் என பிரிக்கிறது.
TMLD78	தேசிய பாதுகாப்பு, வெளியுறவு கொள்கை, நாணய வழங்கல் போன்ற விஷயங்கள் யூனியன் பட்டியலில் ஒதுக்கப்பட்டுள்ளன
TMLD79	பொது ஒழுங்கு, உள்ளூர் அரசாங்கங்கள், சில வரிகள் ஆகியவை மாநிலம் பட்டியல் உள்ளன.
TMLD80	பாராளுமன்றம் விதிவிலக்கான சூழ்நிலைகளில் தவிர, அந்த சட்டங்களை இயற்ற எந்த சக்தியும் கிடையாது.
TMLD81	கல்வி, போக்குவரத்து, குற்றவியல் சட்டம் ஆகிய உடன்நிகழ்கிற பட்டியலில் உள்ள பாடங்களில் மாநில சட்டமன்றம் மற்றும் நாடாளுமன்றம் சட்டங்களை இயற்ற அதிகாரம் வழங்கப்பட்டுள்ளது
TMLD82	எஞ்சியுள்ள அதிகாரங்கள் யூனியன் வசம் உள்ளது.மாநிலங்களின் பிரதிநிதிகளை கொண்டிருக்கும் மேல்சபையான ராஜ்ய சபா,மேல் கூட கூட்டாட்சி அரசாங்கம் முறைக்கு ஒரு எடுத்துக்காட்டாக உள்ளது.
TMLD83	இந்திய ஜனாதிபதி, பாராளுமன்றம் மற்றும் மாநில சட்டமன்றங்களாலும் தேர்ந்தெடுக்கப்பட்டார், மற்றும் நேரடியாக மக்களால் கிடையாது.
TMLD84	ஜனாதிபதி மாநில தலைவர் உள்ளார் மற்றும் பாராளுமன்றத்தில் இயற்றப்படும் நிர்வாகம் மற்றும் சட்டங்கள் அனைத்தும் அவர் பெயரில் நிறைவேற்றப்படுகிறது.
TMLD85	இதே போன்ற ஒரு அமைப்பு, நேரடியாக தேர்ந்தெடுக்கப்பட்ட சட்டமன்ற உறுப்பினர்கள்,முதல்வர் மீதும் அமைச்சர்கள் மீதும் தங்கள் கட்டுப்பாட்டை செலுத்தும் முறை தற்போது மாநிலங்களில் உள்ளது.
TMLD86	இந்திய நீதித்துறை நிர்வாகிகள் முதல் பாராளுமன்றம் வரை அதன் கட்டுப்பாட்டை செலுத்த முடியும்.
TMLD87	நீதித்துறை அரசியல் பொருள் விளக்குபவராக செயல்படுகிறது, மற்றும் இரு மாநிலங்கள், அல்லது ஒரு மாநிலம் மற்றும் யூனியன் இடையே பிரச்சினைகளிள் ஒரு நடுநிலையாளராக செயல்படும்.
TMLD88	பாராளுமன்றம் அல்லது சட்டமன்றத்தில் இயற்றப்பட்ட ஒரு சட்டம் நீதிமுறை மேலாய்வுக்கு உட்பட்டு உள்ளது, மற்றும் அந்த சட்டம் அரசியலமைப்பு விதிகளை மீறுகிறது என்று நினைத்தால் நீதித்துறை அரசியலமைப்பிலல்லாததாக அறிவிக்க முடியும்.
TMLD89	அரசியல் சட்ட திருத்தங்கள் கட்டுரை 368 அமைக்கப்பட்டுள்ள செயல்முறை படி , பாராளுமன்றம் மாற்றம் செய்யல்லாம்.
TMLD90	ஒரு திருத்த மசோதா மூன்றில் இரண்டு பெரும்பான்மை மற்றும் வாக்கெடுப்பால் பாராளுமன்றத்தின் இரு அவைகளிலும் நிறைவேற வேண்டும்.
