ID	Sentence
TMRED1044	இந்தப் போரில் தாழ்த்தப்பட்ட மக்கள் பயன்படுத்தவேண்டிய ஆயுதம் என்ன?
TMRED1045	ஏப்ரல் 1883ல் புலே எழுதுகிறார். ‘கல்வி இல்லை என்றால் அறிவு இல்லை. அறிவு இல்லை என்றால் ஒழுக்கம் இல்லை.
TMRED1046	ஒழுக்கம் இல்லை என்றால் ஊக்கம் இல்லை. ஊக்கம் இல்லை என்றால் ஆக்கம் (செல்வம்) இல்லை
TMRED1047	செல்வம் இல்லாததால்தான் சூத்திரர்கள் தாழ்வுபடுத்தப்பட்டுள்ளார்கள். ஆக கல்வி இன்மையே இந்தச் சீர்கேட்டுக்கெல்லாம் காரணம்.’
TMRED1048	புலே சுட்டிக்காட்டும் கல்வி என்பது பள்ளி, கல்லூரிகளில் இருந்து கிடைக்கும் புத்தக அறிவு மட்டுமல்ல. சமூகத்திடம் இருந்து நேரடியாகக் கற்கவேண்டும், தாம் தாழ்நிலையில் இருப்பது ஏன், அதற்கு யார் காரணம் என்பதையும் கண்டறியவேண்டும்.
TMRED1049	ஜூலை 1881ல் வெளியான ஒரு மராத்தி நூலின் (இதன் தலைப்பை, விவசாயிகளின் சாட்டைவார் என்று மொழிபெயர்க்கலாம்) முன்னுரையில் புலே எழுதுகிறார்
TMRED1050	‘இந்த நூலை எழுதியதன் நோக்கம் இன்றைக்கு சூத்திர விவசாயிகள் முற்றிலும் சீரழிந்து கிடப்பதற்கு பல மத, அரசியல் காரணங்கள் உள்ளன.
TMRED1051	அவற்றில் சில காரணங்களைக் குறித்து விவாதிப்பதே இந்நூலின் நோக்கம். ஏறக்குறைய எல்லா அரசாங்க துறைகளும் பார்ப்பன அதிகார வர்க்கத்தினராலேயே ஆதிக்கம் செலுத்தப்படுகின்றன
TMRED1052	அவர்களின் மத நடைமுறைகள் போலியானவையாக, ஒடுக்கும் தன்மையனவாக உள்ளன.
TMRED1053	இவ்வாறு பட் புரோகித வகுப்பால் சூத்திர விவசாயிகள் சுரண்டப்படுகின்றனர்.
TMRED1054	பெரும்பாலான ஆங்கில (அரசாங்க) அதிகாரிகள் சோம்பலும் ஆடம்பரமும் ஆன வாழ்க்கையில் திளைத்துக் கிடக்கிறார்கள். இதனால் சூத்திர விவசாயிகள் பார்ப்பன அதிகார வர்க்கத்தினரால் மேலும் அதிகமாக சுரண்டப்படுகிறார்கள். . . சூத்திர மக்கள் மேற்சொன்ன ஆதிக்கம் மற்றும் சுரண்டலில் இருந்து தம்மைக் காத்துக்கொள்ளவேண்டும் என்பதே என் விருப்பம்.’
TMRED1055	புலேயைப் பொருத்தவரை கல்வி என்பது ஒரு வலுவான, புரட்சிகர ஆயுதம்
TMRED1056	பிராமணர்களின் ஆதிக்கத்தையும் இந்து மதத்தின் பிற்பாக்குத்தனத்தையும் வீழ்த்துவதற்கான ஓர் அறிவாயுதம். தன் வாழ்நாள் முழுக்க புலே இந்த ஆயுதத்தையே பிரயோகித்தார்
TMRED1057	ஒருமுறை, புண்ணியம் என்பதன் சரியான விளக்கம் என்ன என்று கேட்கப்பட்டபோது புலே கீழ்வருமாறு பதிலளித்தார்.
TMRED1058	‘நாம் மகிழ்ச்சியாக இருப்பதற்காக நம் சக மனித உயிர்களை உள ரீதியாகவோ உடல் ரீதியாகவோ வதைக்காமல் இருந்தால் அதுவே ஒரு புண்ணிய காரியம் ஆகும்.’ ஆனால் இந்து மதமும் இதைத்தானே சொல்கிறது?
TMRED1059	‘மற்றவர்களுக்கு உதவுவது புண்ணியமானது. மற்றவர்களைத் துன்புறுத்துவது பாவ காரியம் என்கின்றன சாஸ்திரங்கள்.
TMRED1060	இதைப் பற்றி என்ன சொல்கிறீர்கள்? ’ புலே அளித்த பதில் இது.
TMRED1061	‘இதுதான் உங்கள் சாத்திரங்கள் கூறும் நெறி என்னும்போது ஏன் ஆரிய பார்ப்பனர்கள் சமூகத் தீட்டுகள் நிரம்பியவர்களாக இருக்கிறார்கள்?
TMRED1062	ஏன் மற்றவர்களிடம் இருந்து தம்மைப் பிரித்து வைத்துக் கொள்கிறார்கள்? ஏன் கிறிஸ்தவர்களையும், முகமதியர்களையும், சூத்திரர்களையும், ஆதிசூத்திரர்களையும் கண்டனம் செய்கிறார்கள்?
TMRED1063	ஏன் அவர்களை எல்லாவிதமான தொல்லைகளுக்கும் உட்படுத்துகிறார்கள்?’
TMRED1064	சிந்தனை வேறு, செயல் வேறு என்று இருக்கும் பெரும்பாலானோர் மத்தியில் புலே ஒரே மாதிரி சிந்திப்பவராகவும் செயல்படுபவராகவும் இருந்தார் என்கிறார் கெயில் ஓம்வெட். பெண்கள் கல்வி கற்கவேண்டியதன் அவசியத்தை அவர் எழுதுவதோடு நிறுத்திக்கொள்ளவில்லை.
TMRED1065	தன் மனைவி சாவித்திரிபாய்க்கு தானே ஆசிரியராக இருந்து கல்வி கற்பித்தார். பெண்களுக்கான ஒரு பிரத்தியேகக் கல்விக்கூடத்தை சாவித்திரிபாய் தொடங்கி நடத்தும் வரை அவருக்கு உறுதுணையாக இருந்தார்
TMRED1066	இவர்களுக்குக் குழந்தையில்லை என்பது தெரிந்ததும் இன்னொரு திருமணம் செய்துகொள்ளுமாறு குடும்பத்தினரும் சமுதாயாத்தினரும் புலேவை நிர்பந்தித்தபோது அதை ஏற்காமல் உறுதியுடன் இருந்தார்.
TMRED1067	புலே ஏற்படுத்திய கல்விப் புரட்சியின் விளைவுகள் அவர் காலத்திலேயே வெளிப்படத் தொடங்கிவிட்டன என்பதற்கு நாம் தொடக்கத்தில் சந்தித்த முக்தாபாய் ஓர் உதாரணம்.
TMRED1068	லட்சக்கணக்கான பிற தாழ்த்தப்பட்ட மக்களுக்குக்கிடைக்காத அறிவும் தெளிவான பார்வையும் போராட்ட குணமும் முக்தாபாய்க்கு கிடைத்தற்குக் காரணம் அவர் புலே நடத்திய பள்ளியில் படித்ததுதான்.
TMRED1069	அந்த வகையில் புலேயின் படைப்புகள் மட்டுமல்ல அவருடைய வாழ்க்கையுமேகூட நமக்கெல்லாம் ஒரு முன்னுதாரணமாகத் திகழ்கிறது
TMRED1070	தாழ்த்தப்பட்ட பிரிவில் உள்ள பெண் குழந்தைகள் ஒவ்வொன்றும் முக்தாபாய் போல் பிரகாசிக்கும் அறிவு பெறவேண்டுமானால் புலேயை நாம் மீண்டும் மீண்டும் வாசிக்கவேண்டும், மீண்டும் மீண்டும் அனைவருக்கும் அறிமுகம் செய்யவேண்டும்.
TMRED1071	நம்மைச் சுற்றியுள்ள இருளைப் போக்கவேண்டுமானால் நாம் முதலில் செய்யவேண்டியது,நாம் இருளில் இருக்கிறோம் என்பதைப் புரிந்துகொள்வதும், ஒளியைப் பெறுவது அவசியம் என்பதை உணர்வதும்தான்
TMRED1072	ஐந்தாம் நூற்றாண்டு, ஆறாம் நூற்றாண்டு, ஏழாம் நூற்றாண்டு, எட்டாம் நுற்றாண்டு என்று பல்வேறு நூற்றாண்டுகளில் போதிதர்மர் வாழ்ந்தார் என்பதற்கான பதிவுகள் சரித்திரத்தில் பரவலாகக் காணப்படுகின்றன.
TMRED1073	ஒரு மனிதன் ஐந்நூறு ஆண்டுகளா வாழ்வான்? ஆகையால், அவர் வாழ்ந்த நூற்றாண்டு ஐந்து மற்றும் ஆறாம் நூற்றாண்டு என்பது ஜான் மிக் ரே போன்ற வரலாற்றாசிரியர்களின் கருத்து.
TMRED1074	எப்படி ஆறாம் நூற்றாண்டு என்று சொல்கிறார்கள்?
TMRED1075	அதற்கு முன் ஒரு விஷயத்தை தெளிவாக்கிக்கொள்ளவேண்டும். போதிதர்மர் சீனாவுக்கு எதற்குச் சென்றார்?
TMRED1076	தமிழர் தற்காப்புக் கலையையும் மருத்துவக் கலையையும் சீனாவில் பரப்புவதற்கா? சத்தியமாக இல்லை.
TMRED1077	அசோக சக்கரவர்த்தியின் மகளும் மகனும் போலவே, போதிதர்மரும் பௌத்தம் பரப்புவதற்காகவும், பௌத்த மதம் சம்பந்தப்பட்ட பிற பணிகளுக்காகவுமே சென்றிருக்கிறார்.
TMRED1078	தமிழகத்தில் நான்காம் நூற்றாண்டு வாக்கில் பௌத்தமும் சமணமும் படரத்தொடங்கியது என்று பார்த்தோம் அல்லவா! அதன் பிறகு, பௌத்தத்துக்கும் சமணத்துக்கும் இடையே சொற்போர், விவாதம் என ஆரம்பித்த சண்டை சமயப் போர் ஆனது
TMRED1079	சொற்போரில் சமணர்களிடம் தோற்ற பௌத்தர்கள் அவமரியாதை செய்யப்பட்டு நாடு கடத்தப்பட்டனர்.
TMRED1080	இதுமட்டும் இந்தியாவில் பௌத்தம் அழிந்ததற்கான காரணம் இல்லை.
TMRED1081	பௌத்த மதத்துக்குள் உண்டான பிளவுகளும்கூட அதற்கு காரணம். அதுதான் முதன்மைக் காரணமும் கூட. மஹாயானம், தேராவாதம், வஜ்ராயானம் என்று கிட்டத்தட்ட ஆறு பிரிவுகள் பௌத்த சமயத்துக்குள் அன்றே இருந்தனவாம்
TMRED1082	இதனால் புத்தர் கண்ட பௌத்த கொள்கைகள் திரியத் தொடங்கின.
TMRED1083	இது போக, புத்த பிக்குகளால் செல்வ போகத்தைத் துறக்க இயலவில்லை. தான, தர்மம் செய்யப்பட்ட பொருள்களே மடங்களை நிரப்பும் அளவுக்கு இருந்தது.
TMRED1084	அந்த செல்வத்தின் காரணமாக மடங்களுக்குள் பூசல்கள் ஏற்பட்டன.
TMRED1085	இந்த உட்கட்சிப் பூசல் மன்னர்களையும் மக்களையும் விரக்தி கொள்ளவைத்து புறக்கணிப்புக்கு காரணமாக அமைந்தது.
TMRED1086	இவ்வாறு பௌத்த அஸ்திவாரம் சமணத்தாலும் மடங்களின் உட்கட்சிப் பூசலாலும் ஆட்டம் கண்டது. புத்த மடங்கள், புத்த குகைகள் சமண மயமாக்கப்பட்டன
TMRED1087	புத்த பிக்குகள் விரட்டியடிக்கப்பட்டனர். ஆனாலும் புத்த மதம் தமிழகத்தில் இன்றிருப்பதைப் போல் முழுமையாக துடைத்து எறியப்படவில்லை.
TMRED1088	பக்தி இயக்கம் வடநாட்டில் மிகப்பெரும் தாக்கத்தை ஏற்படுத்திக்கொண்டிருந்த வேளை அது. தமிழகத்திலும் அதன் அதிர்வலைகள் வீசத் தொடங்கியிருந்தன.
TMRED1089	சமணர்கள் விளைவித்தவை அவர்கள் அடிமடியிலேயே இடியென வந்து விழுந்தன.
TMRED1090	பிற்பகுதி பல்லவர்களும், அதன் பின் வந்த சோழர்களும் இந்துமதக் கோட்பாடுகளை ஏற்றனர்.
TMRED1091	பௌத்த, சமண சித்தாந்தங்கள் பலவற்றை உள்வாங்கிக்கொண்டு இந்து மதம் வளர்ந்தது.
TMRED1092	மக்களிடம் மிகுந்த வரவேற்பும் பெற்றது.இப்படியாக, பௌத்தர்களிடம் பிடுங்கிய இடங்களுடன் சேர்த்து தங்கள் இடங்களையும் இந்து மதத்திடம் இழந்தனர் சமணர்கள். இந்து மதத்தை ஏற்காத சமணர்கள் கழுவிலேற்றப்பட்டனர்.
TMRED1093	இன்னும் பல விதங்களில் சித்ரவதை செய்யப்பட்டு கொல்லப்பட்டனர்.
TMRED1094	இந்நிகழ்வுகளை கலைநயத்துடன் விவரிக்கும் செய்யுள்களையும் கோவில் சிற்பங்களையும் சுவர் ஓவியங்களையும் இன்றும் காணலாம்.
TMRED1095	இதன் விளைவால் தமிழகத்தில் கொஞ்ச நஞ்சம் மிச்சமிருந்த புத்த மதமும் பிறரை இம்சிக்காமல் சமணத்தை அணைத்துக்கொண்டு சாந்தத்துடன் மரணத்தை தழுவியது.
TMRED1096	இப்படியாக, பௌத்தம் ஏழாம் நூற்றாண்டு வாக்கில் அழியத் தொடங்கி ஒன்பதாம் நூற்றாண்டில் இருந்த இடம் தெரியாமல் போய்விட்டது.
TMRED1097	இந்த நிலையில் போதிதர்மர் நிச்சயமாக ஆறாம் நூற்றாண்டுக்கு மேல் பிறந்திருக்க வாய்ப்பில்லை
TMRED1098	பிறந்திருந்தால் அவர் பௌத்த மதத்தை பின்பற்றியிருக்க முடியாது
TMRED1099	மேற்கண்ட காரணங்களுடன் இன்னும் சில காரணங்களை வைத்துத்தான் போதிதர்மர் ஐந்தாம் நூற்றாண்டில் பிறந்து ஆறாம் நூற்றாண்டு வரைக்கும் வாழ்ந்திருக்க வேண்டும் என்று நவீன சரித்திர ஆசிரியர்கள் முடிவு செய்தனர்.
TMRED1100	அடுத்து வருவது, போதிதர்மரின் பெயர். போதிதர்மரின் இயர் பெயர் என்ன?
TMRED1101	போதிதாராவா? தெரியவில்லை. போதிதர்மரின் இயற்பெயர் யாருக்கும் தெரியாது.
TMRED1102	ஆனால் அவர் இளம்வயதில் போதிதாரா என அழைக்கப்பட்டார் எனும் குறிப்புகள் மட்டும் தான்லின் (Tánlín) என்பவரின் நூலில் உள்ளன. அதேவேளையில், போதிதர்மரின் ஆசிரியரின் பெயர் ப்ரஜ்னதாரா
TMRED1103	ஒருவேளை அவர் ஆசிரியரின் பெயரில் இருந்து போதிதாரா என்ற பெயர் வந்திருக்கக் கூடும் என்னும் வாதமும் உண்டு.
TMRED1104	மேலும் போதிதர்மரின் தோற்றம் குறித்து இன்னும் பல கருத்துகள் நிலவுகின்றன.
TMRED1105	அவர் பாரசீக நாட்டைச் சார்ந்தவர் என்றும், தென் இந்தியாவின் பிராமணகுல மன்னனின் புதல்வர் என்றும் அவரது சமகாலத்தில் வாழ்ந்த சீன சரித்திர ஆசிரியர்கள் பதிவு செய்துள்ளனர்.
TMRED1106	இந்த முரண்பாடுகளில் இருந்து இன்றைய சரித்திர ஆசிரியர்கள் ஓர் உண்மையை நிறுவுகின்றனர். ‘போதிதர்மர் பல்லவரே’, என்று!
TMRED1107	எப்படி? மூவேந்தர்களின் வரலாற்றைப்போல் பல்லவர்களின் வரலாறு எளிமையானதல்ல. மிக மிகச் சிக்கலானது. பல்வேறு ஆராய்ச்சிகளுக்குப் பின் இன்று சரித்திர வல்லுனர்கள் பல்லவர் தமிழர் இல்லை எனும் முடிவுக்கு வந்துள்ளனர்.
TMRED1108	ஆனால், பல்லவர் எங்கிருந்து வந்தனர் என்ற குழப்பம் மட்டும் இன்னும் தீர்ந்தபாடில்லை.
TMRED1109	வேங்கி நாடு, ஈழம், பாரசீகம், கோதாவரி, கிருஷ்ணா நதிகளுக்கிடையிலான வேங்கி நாட்டில் வாழ்ந்த தெலுங்கு பேசும் பிராமண குடிகளே பல்லவர் என்பது ஒரு கருத்து.
TMRED1110	சோழ மன்னனுக்கும் ஈழத்தீவில் வாழ்ந்த நாகர் இனப்பெண் ஒருவருக்கும் பிறந்த வம்சம் பல்லவர்களுடையது.
TMRED1111	தற்போது, ஈழத்தில் உள்ள மணித்தீவே (மணிபல்லவத் தீவு, நயினா தீவு, நாகத்தீவு போன்றவை இத்தீவின் பிற பெயர்கள்) பல்லவர்களின் பூர்வீகம். ஆகவே அவர்கள் தமிழ் மரபினர் என்றும் ஒரு சிலர் நம்புகின்றனர்.
TMRED1112	இது எதுவுமே உண்மை இல்லை. பல்லவர்கள் பாரசீக ‘பஹல்வர்’ மரபினர்.
TMRED1113	நாடோடிகளாகத் திரிந்த அவர்கள் பாரசீகத்திலும், வடஇந்தியாவிலும் வலுவான அரசுகள் செயல்பட்டதால் தென் இந்தியாவுக்குள் புகுந்தனர்.
TMRED1114	பஹல்வரின் எரிதழல் சின்னத்தை பல்லவர்கள் தங்கள் சின்னமாகக் கொண்டிருந்தததையும் பிராகிருதம், சமஸ்கிருதம் போன்ற இந்தோ-ஆரிய மொழிகளை ஆட்சி மொழியாகக் கொண்டிருந்ததையும் இதற்குத் தக்க சான்றாய் காண்பிக்கிறார்கள்.
TMRED1115	இவை போக இவர்களிடத்தில் இன்னும் பல சான்றுகள் வேறு உள்ளனவாம்.
TMRED1116	பல்லவர் தோற்றம் குறித்த நிலையற்ற தன்மை போதிதர்மரின் தோற்றதிலும் எதிரொலிப்பதை உணரலாம்
TMRED1117	ஒரு விசித்திர ஒற்றுமை இது. இதனை வைத்துக்கொண்டு தான் போதிதர்மர் பல்லவரே என்று கற்பூரம் அடிக்காத குறையாக சத்தியம் செய்கிறார் பிரபல வரலாற்று ஆராய்ச்சியாளர் ஜெஃப்ரி பிராடன்.
TMRED1118	போதிதர்மர் பல்லவர்தான் என்பதை நிரூபிப்பதற்கு மற்றொரு சான்றும் உள்ளது.
TMRED1119	போதிதர்மர் காலத்திய சீன ஆசிரியர்கள், போதிதர்மர் காங்சீ (Kang-Chi) எனும் ஊரைச் சார்ந்தவர் என்று குறிபிட்டுள்ளனர்
TMRED1120	இந்தப் பெயர் காஞ்சி என்பதன் சீன திரிபுபோல் தென்படுவதைக் காணலாம்.
TMRED1121	மொத்தத்தில் போதிதர்மர் காஞ்சிபுரத்தில் ஐந்து அல்லது ஆறாம் நூற்றாண்டில் அரசாண்ட பல்லவ மன்னனின் மூன்றாம் மகன்.
